geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,adresa,geometry
SRBRGI8100402,Алекса Шантић,Aleksa Šantić,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(372095.5647 5087122.144300001)
SRBRGI8100403,Жедник,Žednik,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(396685.9888000004 5087704.228800001)
SRBRGI8100404,Богараш,Bogaraš,"8104","2","80365",2021/01/21 09:58:26+01,,POINT(417048.36290000007 5087354.9781)
SRBRGI8100405,Мокрин,Mokrin,"8104","2","80209",2021/01/21 09:58:26+01,,POINT(455677.6068000002 5086672.3518)
SRBRGI8100406,Ором,Orom,"8104","2","80195",2021/01/21 09:58:26+01,,POINT(409449.51439999975 5092360.9048)
SRBRGI8100407,Бајмок,Bajmok,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(377075.0329 5092636.072000001)
SRBRGI8100408,Скендерово,Skenderovo,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(381292.4996999996 5097901.290899999)
SRBRGI8100409,Сента,Senta,"8104","2","80365",2021/01/21 09:58:26+01,,POINT(428013.6546 5086646.4933)
SRBRGI8100410,Чока,Čoka,"8104","2","80489",2021/01/21 09:58:26+01,,POINT(432981.83110000007 5088255.9946)
SRBRGI8100411,Кањижа,Kanjiža,"8104","2","80195",2021/01/21 09:58:26+01,,POINT(425827.25549999997 5101166.255799999)
SRBRGI8100412,Штрпци,Štrpci,"8104","4",,2021/01/21 09:58:26+01,,POINT(379166.21839999966 4832935.082800001)
SRBRGI8100413,Лучице,Lučice,"8104","4","70980",2021/01/21 09:58:26+01,,POINT(394006.92679999955 4796426.942)
SRBRGI8100414,Бачки Брег,Bački Breg,"8103","2","80381",2021/01/21 09:58:26+01,,POINT(339908.50299999956 5088356.069700001)
SRBRGI8100415,Павлиш,Pavliš,"8104","2","80128",2021/01/21 09:58:26+01,,POINT(519902.4064999996 4995449.4154)
SRBRGI8100416,Вршац,Vršac,"8104","2","80128",2021/01/21 09:58:26+01,,POINT(522285.88129999954 4994737.0024)
SRBRGI8100417,Стража,Straža,"8105","1","80128",2021/01/21 09:58:26+01,,POINT(522950.79110000003 4980101.674900001)
SRBRGI8100418,Јасеново,Jasenovo,"8104","2","80098",2021/01/21 09:58:26+01,,POINT(525071.699 4976244.7971)
SRBRGI8100419,Црвена Црква,Crvena Crkva,"8105","1","80098",2021/01/21 09:58:26+01,,POINT(528160.4765999997 4972107.140900001)
SRBRGI8100420,Влајковац,Vlajkovac,"8105","1","80128",2021/01/21 09:58:26+01,,POINT(516609.71270000003 4990339.0108)
SRBRGI8100421,Николинци,Nikolinci,"8105","1","80039",2021/01/21 09:58:26+01,,POINT(504847.94209999964 4989714.7828)
SRBRGI8100422,Банатски Карловац,Banatski Karlovac,"8104","2","80039",2021/01/21 09:58:26+01,,POINT(501329.33019999973 4989146.9307)
SRBRGI8100423,Владимировац,Vladimirovac,"8104","2","80039",2021/01/21 09:58:26+01,,POINT(491560.9550999999 4986479.6481)
SRBRGI8100424,Селеуш,Seleuš,"8104","2","80039",2021/01/21 09:58:26+01,,POINT(493671.2418999998 4997336.3609)
SRBRGI8100425,Баваниште,Bavanište,"8104","2","80225",2021/01/21 09:58:26+01,,POINT(491554.11400000006 4962086.977399999)
SRBRGI8100426,Качарево,Kačarevo,"8104","2","80314",2021/01/21 09:58:26+01,,POINT(475526.1562999999 4979012.817500001)
SRBRGI8100427,Црепаја,Crepaja,"8104","2","80217",2021/01/21 09:58:26+01,,POINT(470576.9193000002 4983339.6493)
SRBRGI8100428,Дебељача,Debeljača,"8104","2","80217",2021/01/21 09:58:26+01,,POINT(469550.83110000007 4991396.7466)
SRBRGI8100429,Ковачица,Kovačica,"8104","2","80217",2021/01/21 09:58:26+01,,POINT(469362.0538999997 4995675.6952)
SRBRGI8100430,Уздин,Uzdin,"8104","2","80217",2021/01/21 09:58:26+01,,POINT(471261.74149999954 5005540.698899999)
SRBRGI8100431,Крњача,Krnjača,"8104","2","70203",2021/01/21 09:58:26+01,,POINT(461074.73610000033 4966386.597999999)
SRBRGI8100432,Велики Јовановац,Veliki Jovanovac,"8105","1","70939",2021/01/21 09:58:26+01,,POINT(633012.3569 4773684.728399999)
SRBRGI8100433,Божурат,Božurat,"8105","1","70939",2021/01/21 09:58:26+01,,POINT(630791.0131999999 4776469.2552000005)
SRBRGI8100434,Чиниглавци,Činiglavci,"8105","1","70939",2021/01/21 09:58:26+01,,POINT(638840.5184000004 4767265.1143)
SRBRGI8100435,Срећковац,Srećkovac,"8105","1","70939",2021/01/21 09:58:26+01,,POINT(640211.0191000002 4765715.454600001)
SRBRGI8100436,Ниш,Niš,"8104","2","71323",2021/01/21 09:58:26+01,,POINT(571134.7345000003 4796357.510600001)
SRBRGI8100437,Војна болница,Vojna bolnica,"8105","1","71331",2021/01/21 09:58:26+01,,POINT(574729.6392999999 4795833.8749)
SRBRGI8100438,Пантелеј,Pantelej,"8105","1","71307",2021/01/21 09:58:26+01,,POINT(574239.5614999998 4798985.8443)
SRBRGI8100439,Белотинце,Belotince,"8104","2","70513",2021/01/21 09:58:26+01,,POINT(568318.6818000004 4790522.624399999)
SRBRGI8100440,Дољевац,Doljevac,"8104","2","70513",2021/01/21 09:58:26+01,,POINT(567673.7697000001 4783658.647500001)
SRBRGI8100441,Чапљинац,Čapljinac,"8105","1","70513",2021/01/21 09:58:26+01,,POINT(568652.0648999996 4789085.601500001)
SRBRGI8100442,Малошиште,Malošište,"8105","1","70513",2021/01/21 09:58:26+01,,POINT(568935.8881000001 4787589.5045)
SRBRGI8100443,Брестовац,Brestovac,"8104","2","70726",2021/01/21 09:58:26+01,,POINT(570915.4296000004 4777954.7415)
SRBRGI8100444,Пуковац,Pukovac,"8105","1","70513",2021/01/21 09:58:26+01,,POINT(569589.5017999997 4779581.8147)
SRBRGI8100445,Кочане,Kočane,"8105","1","70513",2021/01/21 09:58:26+01,,POINT(568288.5482999999 4781836.3123)
SRBRGI8100446,Печењевце,Pečenjevce,"8104","2","70726",2021/01/21 09:58:26+01,,POINT(575879.3240999999 4772364.183800001)
SRBRGI8100447,Липовица,Lipovica,"8105","1","70726",2021/01/21 09:58:26+01,,POINT(572712.7503000004 4775758.5876)
SRBRGI8100448,Прибој Лесковачки,Priboj Leskovački,"8105","1","70726",2021/01/21 09:58:26+01,,POINT(576479.4824999999 4767613.9089)
SRBRGI8100449,Лесковац,Leskovac,"8104","2","70726",2021/01/21 09:58:26+01,,POINT(578040.1924 4760878.8379)
SRBRGI8100450,Предејане,Predejane,"8104","2","70726",2021/01/21 09:58:26+01,,POINT(592295.1376 4742509.285700001)
SRBRGI8100451,Буђановци,Buđanovci,"8104","2","80357",2021/01/21 09:58:26+01,,POINT(409684.9654000001 4972189.870999999)
SRBRGI8100452,Никинци,Nikinci,"8105","1","80357",2021/01/21 09:58:26+01,,POINT(406870.4402999999 4967805.490800001)
SRBRGI8100453,Платичево,Platičevo,"8104","2","80357",2021/01/21 09:58:26+01,,POINT(403470.5449000001 4964740.4164)
SRBRGI8100454,Шабац,Šabac,"8104","2","71269",2021/01/21 09:58:26+01,,POINT(397392.7187000001 4956890.017999999)
SRBRGI8100455,Штитар,Štitar,"8104","3","71269",2021/01/21 09:58:26+01,,POINT(390042.4935999997 4959467.7971)
SRBRGI8100456,Петловача,Petlovača,"8104","2","71269",2021/01/21 09:58:26+01,,POINT(377023.04110000003 4953909.826400001)
SRBRGI8100457,Рибари,Ribari,"8105","1","71269",2021/01/21 09:58:26+01,,POINT(374923.55620000046 4952687.748500001)
SRBRGI8100458,Прњавор Мачвански,Prnjavor Mačvanski,"8104","2","71269",2021/01/21 09:58:26+01,,POINT(371421.4201999996 4950510.707800001)
SRBRGI8100459,Лешница,Lešnica,"8104","2","70734",2021/01/21 09:58:26+01,,POINT(367040.40490000043 4946316.894400001)
SRBRGI8100460,Сремски Карловци,Sremski Karlovci,"8104","2","80411",2021/01/21 09:58:26+01,,POINT(415958.7569000004 5006598.2642)
SRBRGI8100461,Чортановци Дунав,Čortanovci Dunav,"8105","1","80179",2021/01/21 09:58:26+01,,POINT(422219.0259999996 5002087.491699999)
SRBRGI8100462,Чортановци,Čortanovci,"8104","2","80179",2021/01/21 09:58:26+01,,POINT(423522.11000000034 5000698.7929)
SRBRGI8100463,Бешка,Beška,"8104","2","80179",2021/01/21 09:58:26+01,,POINT(425436.37179999985 4998330.778000001)
SRBRGI8100464,Инђија пустара,Inđija pustara,"8104","2","80179",2021/01/21 09:58:26+01,,POINT(427167.66339999996 4993439.0242)
SRBRGI8100465,Темерин,Temerin,"8104","2","80446",2021/01/21 09:58:26+01,,POINT(412514.05260000005 5027782.9756000005)
SRBRGI8100466,Госпођинци,Gospođinci,"8104","2","80136",2021/01/21 09:58:26+01,,POINT(420054.37320000026 5027678.5921)
SRBRGI8100467,Чуруг,Čurug,"8104","2","80136",2021/01/21 09:58:26+01,,POINT(425905.54000000004 5035084.9135)
SRBRGI8100468,Бачко Градиште,Bačko Gradište,"8105","1","80110",2021/01/21 09:58:26+01,,POINT(423405.70139999967 5042244.5491)
SRBRGI8100469,Бечеј,Bečej,"8104","2","80110",2021/01/21 09:58:26+01,,POINT(424765.79509999976 5052742.2147)
SRBRGI8100470,Каћ,Kać,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(417398.10080000013 5017663.3685)
SRBRGI8100471,Вилово,Vilovo,"8105","1","80454",2021/01/21 09:58:26+01,,POINT(433110.2034 5010004.1874)
SRBRGI8100472,Лок,Lok,"8105","1","80454",2021/01/21 09:58:26+01,,POINT(437633.45999999996 5006872.702)
SRBRGI8100473,Тител,Titel,"8104","2","80454",2021/01/21 09:58:26+01,,POINT(442790.20859999955 5006112.7576)
SRBRGI8100474,Книћанин,Knićanin,"8105","1","80152",2021/01/21 09:58:26+01,,POINT(447092.34979999997 5004965.460000001)
SRBRGI8100475,Перлез,Perlez,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(451662.93790000025 5005286.6241)
SRBRGI8100476,Орловат,Orlovat,"8105","1","80152",2021/01/21 09:58:26+01,,POINT(467276.82579999976 5010915.8509)
SRBRGI8100477,Лукићево,Lukićevo,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(460439.1897 5020061.101399999)
SRBRGI8100478,Зрењанин теретна,Zrenjanin teretna,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(450931.2318000002 5026027.263)
SRBRGI8100479,Зрењанин,Zrenjanin,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(451381.5186999999 5025109.483200001)
SRBRGI8100480,Елемир,Elemir,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(446133.46050000004 5031756.706700001)
SRBRGI8100481,Кумане,Kumane,"8104","2","80268",2021/01/21 09:58:26+01,,POINT(440074.79700000025 5044151.073899999)
SRBRGI8100482,Нови Бечеј,Novi Bečej,"8104","2","80268",2021/01/21 09:58:26+01,,POINT(433898.42530000024 5050352.172800001)
SRBRGI8100483,Банатско Велико Село,Banatsko Veliko Selo,"8104","2","80209",2021/01/21 09:58:26+01,,POINT(470271.3827999998 5072903.521299999)
SRBRGI8100484,Свилајнац,Svilajnac,"8104","2","71056",2021/01/21 09:58:26+01,,POINT(515274.22919999994 4897295.664799999)
SRBRGI8100485,Лапово варош,Lapovo varoš,"8105","1","71277",2021/01/21 09:58:26+01,,POINT(508172.78830000013 4892671.450200001)
SRBRGI8100486,Лапово ранжирна,Lapovo ranžirna,"8105","1","71277",2021/01/21 09:58:26+01,,POINT(507976.8701999998 4890761.2491999995)
SRBRGI8100487,Ново Село,Novo Selo,"8105","1","70386",2021/01/21 09:58:26+01,,POINT(507336.71219999995 4900900.416200001)
SRBRGI8100488,Старо Село,Staro Selo,"8105","1","70386",2021/01/21 09:58:26+01,,POINT(507153.76130000036 4904595.5293000005)
SRBRGI8100489,Велико Орашје,Veliko Orašje,"8104","2","70386",2021/01/21 09:58:26+01,,POINT(506244.3278999999 4913262.7072)
SRBRGI8100490,Паланка,Palanka,"8104","2","71102",2021/01/21 09:58:26+01,,POINT(496787.4112999998 4912177.0363)
SRBRGI8100491,Раља,Ralja,"8104","2","0",2021/01/21 09:58:26+01,,POINT(465178.8761999998 4935067.4277)
SRBRGI8100492,Зуце,Zuce,"8105","1","70106",2021/01/21 09:58:26+01,,POINT(465561.5965999998 4950209.7074)
SRBRGI8100493,Касаповац,Kasapovac,"8105","1","70122",2021/01/21 09:58:26+01,,POINT(466390.5881000003 4943760.6017)
SRBRGI8100494,Мала Иванча,Mala Ivanča,"8104","2","0",2021/01/21 09:58:26+01,,POINT(469417.86560000014 4936067.9542)
SRBRGI8100495,Брестови,Brestovi,"8105","1","0",2021/01/21 09:58:26+01,,POINT(471931.5385999996 4935072.355900001)
SRBRGI8100496,Раља Смедеревска,Ralja Smederevska,"8105","1","71099",2021/01/21 09:58:26+01,,POINT(497949.2260999996 4937098.9081999995)
SRBRGI8100497,Радинац,Radinac,"8104","2","71099",2021/01/21 09:58:26+01,,POINT(497494.4118999997 4940405.3407000005)
SRBRGI8100498,Враново,Vranovo,"8105","1","71099",2021/01/21 09:58:26+01,,POINT(499050.14520000014 4938272.7097)
SRBRGI8100499,Годомин,Godomin,"8105","1","71099",2021/01/21 09:58:26+01,,POINT(496251.7718000002 4943503.178400001)
SRBRGI8100500,Смедерево,Smederevo,"8104","2","71099",2021/01/21 09:58:26+01,,POINT(494181.5170999998 4946054.0144)
SRBRGI8100501,Осипаоница,Osipaonica,"8104","2","71099",2021/01/21 09:58:26+01,,POINT(504536.59339999966 4931121.8379)
SRBRGI8100502,Скобаљ,Skobalj,"8105","1","71099",2021/01/21 09:58:26+01,,POINT(501704.31269999966 4934351.4387)
SRBRGI8100503,Љубичевски мост,Ljubičevski most,"8105","1","70947",2021/01/21 09:58:26+01,,POINT(510416.5069000004 4936962.5483)
SRBRGI8100504,Пожаревац,Požarevac,"8104","2","70947",2021/01/21 09:58:26+01,,POINT(514750.5482999999 4939968.0866)
SRBRGI8100505,Сопот Пожаревачки,Sopot Požarevački,"8105","1","70947",2021/01/21 09:58:26+01,,POINT(515372.2851999998 4942289.3466)
SRBRGI8100506,Југовићево,Jugovićevo,"8105","1","70947",2021/01/21 09:58:26+01,,POINT(515288.6244000001 4941285.417199999)
SRBRGI8100507,Југо,Jugo,"8105","1","70947",2021/01/21 09:58:26+01,,POINT(515079.4724000003 4944352.107899999)
SRBRGI8100508,Ћириковац,Ćirikovac,"8105","1","70947",2021/01/21 09:58:26+01,,POINT(514500.8185999999 4946325.108100001)
SRBRGI8100509,Трнавац,Trnavac,"8104","2","70556",2021/01/21 09:58:26+01,,POINT(606420.4003999997 4872406.7959)
SRBRGI8100510,Соколовица,Sokolovica,"8105","1","70556",2021/01/21 09:58:26+01,,POINT(609926.0892000003 4876664.624)
SRBRGI8100511,Табаковац река,Tabakovac reka,"8105","1","70556",2021/01/21 09:58:26+01,,POINT(614673.0543 4880384.729699999)
SRBRGI8100512,Рајац,Rajac,"8105","1","70840",2021/01/21 09:58:26+01,,POINT(624975.8457000004 4883002.1712)
SRBRGI8100513,Вељково,Veljkovo,"8105","1","70840",2021/01/21 09:58:26+01,,POINT(628335.9500000002 4887400.0799)
SRBRGI8100514,Кобишница,Kobišnica,"8105","1","70840",2021/01/21 09:58:26+01,,POINT(626877.8759000003 4894107.509199999)
SRBRGI8100515,Неготин,Negotin,"8104","2","70840",2021/01/21 09:58:26+01,,POINT(622999.0861999998 4898460.443600001)
SRBRGI8100516,Прахово,Prahovo,"8104","2","70840",2021/01/21 09:58:26+01,,POINT(626674.2515000002 4905004.6556)
SRBRGI8100517,Прахово пристаниште,Prahovo pristanište,"8104","2","70840",2021/01/21 09:58:26+01,,POINT(628788.6261999998 4905316.088099999)
SRBRGI8100518,Вражогрнац,Vražogrnac,"8104","2","70556",2021/01/21 09:58:26+01,,POINT(606263.3908000002 4867585.4311999995)
SRBRGI8100519,Зајечар,Zaječar,"8104","2","70556",2021/01/21 09:58:26+01,,POINT(602100.5608999999 4862077.0922)
SRBRGI8100520,Грљан,Grljan,"8104","2","70556",2021/01/21 09:58:26+01,,POINT(603686.0055999998 4856685.9487)
SRBRGI8100521,Тимок,Timok,"8105","1","70556",2021/01/21 09:58:26+01,,POINT(603655.3852000004 4860937.9691)
SRBRGI8100522,Вратарница,Vratarnica,"8105","1","70556",2021/01/21 09:58:26+01,,POINT(604806.4472000003 4850372.261)
SRBRGI8100523,Минићево,Minićevo,"8104","2","70602",2021/01/21 09:58:26+01,,POINT(604036.6354 4837811.9801)
SRBRGI8100524,Горње Зуниче,Gornje Zuniče,"8105","1","70602",2021/01/21 09:58:26+01,,POINT(602627.6266000001 4828268.5228)
SRBRGI8100525,Књажевац,Knjaževac,"8104","2","70602",2021/01/21 09:58:26+01,,POINT(601079.0091000004 4825086.6269000005)
SRBRGI8100526,Ргоште,Rgošte,"8105","1","70602",2021/01/21 09:58:26+01,,POINT(597611.1451000003 4822727.663899999)
SRBRGI8100527,Подвис,Podvis,"8104","2","70602",2021/01/21 09:58:26+01,,POINT(596062.9918 4822075.9092)
SRBRGI8100528,Палилула,Palilula,"8104","2","71064",2021/01/21 09:58:26+01,,POINT(589535.9872000003 4815535.7159)
SRBRGI8100529,Нишевац,Niševac,"8105","1","71064",2021/01/21 09:58:26+01,,POINT(589332.9137000004 4812782.676000001)
SRBRGI8100530,Сврљишки Миљковац,Svrljiški Miljkovac,"8105","1","70602",2021/01/21 09:58:26+01,,POINT(591753.1283 4815769.021299999)
SRBRGI8100531,Сврљиг,Svrljig,"8104","2","71064",2021/01/21 09:58:26+01,,POINT(590520.9020999996 4807431.253799999)
SRBRGI8100532,Хаџићево,Hadžićevo,"8105","1","71064",2021/01/21 09:58:26+01,,POINT(585086.9444000004 4805578.7928)
SRBRGI8100533,Јасеновик,Jasenovik,"8105","1","71307",2021/01/21 09:58:26+01,,POINT(583559.8167000003 4801773.223099999)
SRBRGI8100534,Горња Врежина,Gornja Vrežina,"8105","1","71307",2021/01/21 09:58:26+01,,POINT(580972.8439999996 4798099.489499999)
SRBRGI8100535,Нишка Бања,Niška Banja,"8104","2","71285",2021/01/21 09:58:26+01,,POINT(581404.1711999997 4794677.115499999)
SRBRGI8100536,Липница,Lipnica,"8105","1","70734",2021/01/21 09:58:26+01,,POINT(362660.9880999997 4936903.3093)
SRBRGI8100537,Доња Борина,Donja Borina,"8105","1","70793",2021/01/21 09:58:26+01,,POINT(353020.50409999955 4922134.108899999)
SRBRGI8100538,Зворник град,Zvornik grad,"8104","2","70793",2021/01/21 09:58:26+01,,POINT(349307.53029999975 4916543.5879999995)
SRBRGI8100539,Раковица,Rakovica,"8104","2","70211",2021/01/21 09:58:26+01,,POINT(455914.9753999999 4954977.8025)
SRBRGI8100540,Распутница А,Rasputnica A,"8104","1","70211",2021/01/21 09:58:26+01,,POINT(454974.36620000005 4953820.5614)
SRBRGI8100541,Распутница Г,Rasputnica G,"8104","1","70211",2021/01/21 09:58:26+01,,POINT(456103.7125000004 4956372.6195)
SRBRGI8100542,Распутница К1,Rasputnica K1,"8104","1","70211",2021/01/21 09:58:26+01,,POINT(455690.43090000004 4952018.086200001)
SRBRGI8100543,Распутница К,Rasputnica K,"8104","1","70211",2021/01/21 09:58:26+01,,POINT(455215.0684000002 4952003.896299999)
SRBRGI8100544,Београд ранжирна А,Beograd ranžirna A,"8104","2","70254",2021/01/21 09:58:26+01,,POINT(449485.88609999977 4953359.0341)
SRBRGI8100545,Београд ранжирна Б,Beograd ranžirna B,"8104","2","70254",2021/01/21 09:58:26+01,,POINT(451798.84389999975 4955019.2554)
SRBRGI8100546,Степојевац,Stepojevac,"8104","2","70165",2021/01/21 09:58:26+01,,POINT(444773.73330000043 4927240.770300001)
SRBRGI8100547,Вреоци,Vreoci,"8104","2","70165",2021/01/21 09:58:26+01,,POINT(442677.19739999995 4922157.177300001)
SRBRGI8100548,Лајковац,Lajkovac,"8104","2","70700",2021/01/21 09:58:26+01,,POINT(433309.26829999965 4913005.5297)
SRBRGI8100549,Лазаревац,Lazarevac,"8104","2","70165",2021/01/21 09:58:26+01,,POINT(439891.1457000002 4914914.550000001)
SRBRGI8100550,Млађево,Mlađevo,"8105","1","70360",2021/01/21 09:58:26+01,,POINT(425289.1942999996 4906999.0722)
SRBRGI8100551,Лесковице,Leskovice,"8105","1","70360",2021/01/21 09:58:26+01,,POINT(409495.93200000003 4891681.2038)
SRBRGI8100552,Отањ,Otanj,"8105","1","70955",2021/01/21 09:58:26+01,,POINT(419471.8822999997 4860907.738600001)
SRBRGI8100553,Ужице теретна,Užice teretna,"8104","2","71145",2021/01/21 09:58:26+01,,POINT(408195.16170000006 4855517.907500001)
SRBRGI8100554,Ужице,Užice,"8104","2","71145",2021/01/21 09:58:26+01,,POINT(406605.76939999964 4856277.950999999)
SRBRGI8100555,Пољице,Poljice,"8105","1","70971",2021/01/21 09:58:26+01,,POINT(382382.2109000003 4824255.3453)
SRBRGI8100556,Џурово,Džurovo,"8105","1","70980",2021/01/21 09:58:26+01,,POINT(389378.36089999974 4811030.0228)
SRBRGI8100557,Банатско Аранђелово,Banatsko Aranđelovo,"8104","2","80276",2021/01/21 09:58:26+01,,POINT(441984.6738999998 5102657.871200001)
SRBRGI8100558,Врбица,Vrbica,"8104","2","80489",2021/01/21 09:58:26+01,,POINT(446952.80979999993 5096344.699899999)
SRBRGI8100559,Ада,Ada,"8104","2","80012",2021/01/21 09:58:26+01,,POINT(431089.66899999976 5072665.234999999)
SRBRGI8100560,Мол,Mol,"8104","2","80012",2021/01/21 09:58:26+01,,POINT(430894.0822999999 5067926.9081)
SRBRGI8100561,Бачко Петрово Село,Bačko Petrovo Selo,"8104","2","80110",2021/01/21 09:58:26+01,,POINT(427538.2918999996 5062262.2007)
SRBRGI8100562,Надаљ,Nadalj,"8104","2","80390",2021/01/21 09:58:26+01,,POINT(413245.7489 5042662.081800001)
SRBRGI8100563,Турија,Turija,"8104","2","80390",2021/01/21 09:58:26+01,,POINT(410302.74789999984 5042959.9461)
SRBRGI8100564,Србобран,Srbobran,"8104","2","80390",2021/01/21 09:58:26+01,,POINT(405746.74700000044 5043401.3390999995)
SRBRGI8100565,Колут,Kolut,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(339834.71800000034 5084163.5526)
SRBRGI8100566,Бачки Брег,Bački Breg,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(340002.1338999998 5087275.6567)
SRBRGI8100567,Риђица,Riđica,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(352778.4522000002 5094409.7085)
SRBRGI8100568,Станишић,Stanišić,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(356488.1858000001 5088140.0473)
SRBRGI8100569,Гаково,Gakovo,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(350407.90029999986 5084149.916200001)
SRBRGI8100570,Свилојево,Svilojevo,"8104","2","80047",2021/01/21 09:58:26+01,,POINT(348926.6177000003 5056391.8917)
SRBRGI8100571,Лазарево,Lazarevo,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(464085.64549999963 5025305.3321)
SRBRGI8100572,Златица,Zlatica,"8105","1","80152",2021/01/21 09:58:26+01,,POINT(467121.92200000025 5025601.7148)
SRBRGI8100573,Сечањ,Sečanj,"8104","2","80373",2021/01/21 09:58:26+01,,POINT(482099.24700000044 5024614.6778)
SRBRGI8100574,Јаша Томић,Jaša Tomić,"8104","2","80373",2021/01/21 09:58:26+01,,POINT(487982.57189999986 5032637.555600001)
SRBRGI8100575,Стари Лец,Stari Lec,"8105","1","80349",2021/01/21 09:58:26+01,,POINT(496721.6590999998 5014180.142100001)
SRBRGI8100576,Велика Греда,Velika Greda,"8104","2","80349",2021/01/21 09:58:26+01,,POINT(503600.17399999965 5010356.989700001)
SRBRGI8100577,Вршачки Ритови,Vršački Ritovi,"8104","2","80128",2021/01/21 09:58:26+01,,POINT(513139.86760000046 5000420.8627)
SRBRGI8100578,Мајдан Островица,Majdan Ostrovica,"8105","1","71285",2021/01/21 09:58:26+01,,POINT(591813.6374000004 4798611.9372000005)
SRBRGI8100579,Долац,Dolac,"8104","2","70084",2021/01/21 09:58:26+01,,POINT(597991.6887999997 4794351.212300001)
SRBRGI8100580,Црвена Река,Crvena Reka,"8104","2","70084",2021/01/21 09:58:26+01,,POINT(601186.6482999995 4791282.9287)
SRBRGI8100581,Црвени Брег,Crveni Breg,"8105","1","70084",2021/01/21 09:58:26+01,,POINT(599508.9084999999 4792473.7541000005)
SRBRGI8100582,Бела Паланка,Bela Palanka,"8104","2","70084",2021/01/21 09:58:26+01,,POINT(607047.4720999999 4786281.6139)
SRBRGI8100583,Белановац,Belanovac,"8105","1","70084",2021/01/21 09:58:26+01,,POINT(602759.5373 4788658.630899999)
SRBRGI8100584,Црквица,Crkvica,"8105","1","70084",2021/01/21 09:58:26+01,,POINT(610539.6364000002 4786790.5726)
SRBRGI8100585,Чифлик,Čiflik,"8104","2","70084",2021/01/21 09:58:26+01,,POINT(614452.2533999998 4786863.370999999)
SRBRGI8100586,Сињац,Sinjac,"8105","1","70084",2021/01/21 09:58:26+01,,POINT(616610.2096999995 4787203.209899999)
SRBRGI8100587,Црвенчево,Crvenčevo,"8105","1","70939",2021/01/21 09:58:26+01,,POINT(621227.2123999996 4786369.0866)
SRBRGI8100588,Станичење,Staničenje,"8104","2","70939",2021/01/21 09:58:26+01,,POINT(622820.3218 4785597.901699999)
SRBRGI8100589,Сопот,Sopot,"8105","1","70939",2021/01/21 09:58:26+01,,POINT(626183.0924000004 4785642.769300001)
SRBRGI8100590,Палојска Росуља,Palojska Rosulja,"8105","1","70726",2021/01/21 09:58:26+01,,POINT(591465.5206000004 4745949.268300001)
SRBRGI8100591,Џеп,Džep,"8104","2","70416",2021/01/21 09:58:26+01,,POINT(589428.8322000001 4736896.4344)
SRBRGI8100592,Момин Камен,Momin Kamen,"8104","4","70416",2021/01/21 09:58:26+01,,POINT(588627.2655999996 4734019.399700001)
SRBRGI8100593,Владичин Хан,Vladičin Han,"8104","2","70416",2021/01/21 09:58:26+01,,POINT(586958.9625000004 4729143.0045)
SRBRGI8100594,Шелинце,Šelince,"8105","1","70416",2021/01/21 09:58:26+01,,POINT(587092.5003000004 4731192.774)
SRBRGI8100595,Сува Морава,Suva Morava,"8104","2","70416",2021/01/21 09:58:26+01,,POINT(586143.1902999999 4725368.9575)
SRBRGI8100596,Стубал,Stubal,"8105","1","70416",2021/01/21 09:58:26+01,,POINT(584271.2138 4719476.361400001)
SRBRGI8100597,Лепенички мост,Lepenički most,"8105","1","70416",2021/01/21 09:58:26+01,,POINT(585725.5471999999 4723201.4208)
SRBRGI8100598,Врање,Vranje,"8104","2","70432",2021/01/21 09:58:26+01,,POINT(575774.9563999996 4709845.900699999)
SRBRGI8100599,Нерадовац,Neradovac,"8105","1","70432",2021/01/21 09:58:26+01,,POINT(572076.2359999996 4706126.2642)
SRBRGI8100600,Ристовац,Ristovac,"8104","2","70432",2021/01/21 09:58:26+01,,POINT(569315.9639999997 4701941.1743)
SRBRGI8100601,Шајиновац,Šajinovac,"8105","1","70513",2021/01/21 09:58:26+01,,POINT(565241.3854999999 4781982.0002999995)
SRBRGI8100602,Топлички Бадњевац,Toplički Badnjevac,"8105","1","70548",2021/01/21 09:58:26+01,,POINT(563923.7323000003 4781509.4189)
SRBRGI8100603,Топлички Јасеница,Toplički Jasenica,"8105","1","70548",2021/01/21 09:58:26+01,,POINT(562182.9097999996 4781211.68)
SRBRGI8100604,Житорађа,Žitorađa,"8104","2","70548",2021/01/21 09:58:26+01,,POINT(558584.4407000002 4781967.836100001)
