geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,shape_length,shape_area,geometry
SRBRGI3000001,Језеро,Jezero,"3005","3","71056",2017/02/01 01:00:00+01,1693.23927523218,54179.5973685555,"MULTIPOLYGON(((510278.0577999996 4890163.111300001,510248.3562000003 4890161.924699999,510211.52689999994 4890174.9857,510173.50989999995 4890211.791999999,510171.13460000046 4890229.601299999,510173.5114000002 4890260.470000001,510253.11290000007 4890311.520099999,510291.1308000004 4890330.515000001,510338.6534000002 4890328.1391,510371.9183 4890299.6438,510384.98450000025 4890236.7184999995,510374.29169999994 4890218.9099,510301.8197999997 4890196.353800001,510278.0577999996 4890163.111300001)),((510316.0817 4890386.3157,510263.80590000004 4890335.2651,510229.3518000003 4890305.5844,510172.32380000036 4890284.215299999,510155.69180000015 4890288.9648,510134.3077999996 4890329.3325,510136.6847000001 4890364.9505,510180.6431999998 4890386.319700001,510219.1715000002 4890380.0308,510263.6216000002 4890392.730799999,510275.2631999999 4890416.0142,510303.83829999994 4890428.714299999,510329.15139999986 4890419.5589000005,510316.0817 4890386.3157)),((510592.9029000001 4890508.596000001,510535.87200000044 4890386.3093,510462.2143000001 4890425.4914,510455.0850999998 4890414.806299999,510425.3841000004 4890410.0578000005,510417.06819999963 4890430.241800001,510398.0592 4890438.553200001,510387.3674999997 4890459.9243,510401.62459999975 4890483.669199999,510450.33499999996 4890489.6042,510553.6973000001 4890529.9679000005,510592.9029000001 4890508.596000001)))"
SRBRGI3000002,Језеро,Jezero,"3005","3","70904",2017/02/01 01:00:00+01,3478.17309283514,124042.902730979,"MULTIPOLYGON(((528296.0822000001 4856525.1713,528301.6385000004 4856548.983899999,528308.7823000001 4856561.6839000005,528323.8635 4856564.858899999,528341.3261000002 4856577.5589000005,528358.7885999996 4856564.065099999,528377.8387000002 4856569.6214000005,528396.0948999999 4856554.540100001,528412.7637 4856538.665100001,528376.2511999998 4856506.121300001,528342.9135999996 4856482.308700001,528319.8947999999 4856464.0524,528288.1447000001 4856457.702400001,528263.5384 4856463.2587,528256.3947000001 4856485.4837,528259.5696999999 4856507.708799999,528296.0822000001 4856525.1713)),((528429.4325000001 4856681.5404,528508.0138999997 4856660.109099999,528518.3327000001 4856650.584100001,528492.9326 4856622.8028,528479.4389000004 4856620.421499999,528437.3700000001 4856632.3278,528419.9074999997 4856619.627800001,528415.1449999996 4856591.8464,528397.6824000003 4856587.083900001,528350.0574000003 4856595.815199999,528339.7385999998 4856609.309,528342.9135999996 4856645.027799999,528336.5636 4856653.759099999,528328.6261 4856651.377800001,528323.8635 4856627.565300001,528319.8947999999 4856610.102700001,528303.2259999998 4856603.752699999,528273.8572000004 4856604.546499999,528254.8071999997 4856612.483999999,528248.4571000002 4856644.234099999,528259.5696999999 4856688.6841,528284.176 4856707.734200001,528282.5884999996 4856724.403000001,528275.4446999999 4856759.328,528290.5259999996 4856794.2531,528304.8135000002 4856813.303099999,528326.2448000005 4856829.178200001,528323.0697999997 4856838.703199999,528311.1634999998 4856852.197000001,528305.6073000003 4856873.6283,528314.3384999996 4856900.615800001,528322.2759999996 4856924.428400001,528320.6885000002 4856952.2097,528326.2448000005 4856963.3222,528364.3448999999 4856961.7347,528400.0636999998 4856956.178400001,528446.1013000002 4856949.828400001,528473.8826000001 4856949.828400001,528477.8514 4856929.1909,528472.2950999998 4856886.328299999,528452.4512999998 4856882.3595,528404.8262 4856893.472100001,528396.0948999999 4856886.328299999,528379.4261999996 4856841.8782,528384.9824000001 4856832.3532,528436.5762999998 4856823.6219,528450.8638000004 4856814.096899999,528459.5950999996 4856787.903100001,528446.1013000002 4856746.6280000005,528418.3200000003 4856698.2092,528429.4325000001 4856681.5404)),((528302.4323000005 4856953.7972,528307.9885 4856933.159600001,528285.7635000004 4856847.4344999995,528274.6509999996 4856800.6031,528254.0133999996 4856770.4406,528223.8508000001 4856755.359300001,528195.2758 4856731.546700001,528198.4507999998 4856706.940400001,528229.4071000004 4856687.0966,528211.1508 4856656.1403,528204.0071 4856612.483999999,528187.3383 4856581.5276999995,528162.7319999998 4856548.190099999,528123.0444 4856518.8213,528082.5630999999 4856537.871300001,528096.0568000004 4856552.9526,528123.0444 4856540.252599999,528142.8881999999 4856558.5089,528141.3006999996 4856574.3839,528119.0756000001 4856583.9089,528119.8694000002 4856561.6839000005,528103.2006000001 4856563.271400001,528081.7692999998 4856573.5901999995,528059.5443000002 4856587.877699999,528049.2254999997 4856625.9778,528077.0067999996 4856638.6778,528099.2318000002 4856645.821599999,528119.0756000001 4856617.2465,528148.4444000004 4856612.483999999,528129.3943999996 4856637.090299999,528107.1694 4856668.046599999,528077.0067999996 4856664.8716,528056.3693000004 4856673.6029,528082.5630999999 4856697.4154,528107.1694 4856712.4967,528123.0444 4856737.8967,528125.4256999996 4856776.7906,528108.7569000004 4856783.9343,528092.0881000003 4856790.2842999995,528099.2318000002 4856818.0657,528109.5505999997 4856837.909399999,528134.9506999999 4856874.422,528151.6195 4856918.872099999,528165.1131999996 4856964.115900001,528166.7006999999 4856991.8972,528176.2258000001 4856998.247300001,528196.0695000002 4856995.0723,528235.7571 4856983.165999999,528267.5071999999 4856972.0535,528291.3196999999 4856966.497199999,528302.4323000005 4856953.7972)))"
SRBRGI3000003,Дунавац,Dunavac,"3005","3","80047",2017/02/01 01:00:00+01,4263.3556953896,41878.8848811382,"MULTIPOLYGON(((340919.99629999977 5056833.5754,340917.61510000005 5056849.4504,340944.60259999987 5056856.5942,340960.4776999997 5056863.7379,340977.1464999998 5056878.8192,340991.43400000036 5056896.2817,341017.6277999999 5056907.394300001,341067.6341000004 5056915.331800001,341150.97809999995 5056935.1756,341243.84700000007 5056947.875600001,341327.1908999998 5056955.019400001,341393.8660000004 5056961.3694,341504.9912999999 5056985.9757,341514.51630000025 5056993.1194,341522.45380000025 5057010.582,341534.36010000017 5057019.313200001,341587.54140000045 5057032.0133,341697.07909999974 5057079.6384,341791.53560000006 5057130.4385,341842.3356999997 5057159.8072999995,341859.7982000001 5057180.444800001,341920.9171000002 5057222.513599999,341993.1485000001 5057274.9012,342066.17360000033 5057335.226399999,342108.2424999997 5057377.2952,342138.40500000026 5057423.332800001,342167.7737999996 5057469.3704,342222.5427000001 5057523.3455,342256.67399999965 5057591.608100001,342284.45529999956 5057648.758199999,342306.68039999995 5057747.9772,342298.74289999995 5057835.289899999,342288.4241000004 5057882.914999999,342288.4241000004 5057901.1713,342295.5678000003 5057909.9025,342305.88659999985 5057902.7588,342297.15529999975 5057890.058700001,342308.2679000003 5057854.3399,342313.82409999985 5057811.477299999,342320.1741000004 5057756.7085,342363.03670000006 5057782.9023,342417.01180000044 5057802.746099999,342459.0806999998 5057817.033600001,342467.8119000001 5057812.2711,342467.8119000001 5057802.746099999,342444.79310000036 5057792.427300001,342395.58050000016 5057778.139799999,342350.33669999987 5057756.7085,342331.28670000006 5057746.389699999,342320.9678999996 5057727.3397,342285.24909999967 5057599.545600001,342245.56149999984 5057528.107999999,342206.6677000001 5057485.2454,342178.8864000002 5057448.732799999,342099.5111999996 5057338.4014,342021.7235000003 5057273.3137,341873.29200000037 5057164.569800001,341848.68570000026 5057145.5197,341844.71690000035 5057132.026000001,341823.28560000006 5057128.851,341720.0979000004 5057066.9383000005,341654.2165999999 5057035.1883000005,341612.1476999996 5057017.7257,341535.9475999996 5056997.088199999,341528.8037999999 5056986.769400001,341539.12260000035 5056984.3882,341539.12260000035 5056971.688100001,341453.39740000013 5056947.875600001,341407.35979999974 5056934.3818,341336.7159000002 5056933.588099999,341299.4095999999 5056928.0318,341235.11569999997 5056921.6818,341131.9280000003 5056907.394300001,341089.06539999973 5056894.6942,341057.31539999973 5056888.3442,341017.6277999999 5056885.169199999,340994.6090000002 5056868.500399999,340976.3526999997 5056850.244100001,340919.99629999977 5056833.5754)))"
SRBRGI3000004,Газиводско језеро,Gazivodsko jezero,"3005","9",,2017/02/01 01:00:00+01,65584.9755213246,9551208.60753394,"MULTIPOLYGON(((459118.06900000013 4758801.558,459198.4179999996 4758814.403000001,459311.7171 4758861.502800001,459354.03330000024 4758836.342499999,459408.1344999997 4758830.988,459552.76329999976 4758876.4844,459707.03139999975 4758839.544399999,459762.73840000015 4758789.76,459771.91619999986 4758707.903999999,459767.68290000036 4758621.1205,459841.54110000003 4758577.9309,459823.32519999985 4758454.2772,459840.4645999996 4758394.3232,459942.7740000002 4758349.8905,460036.80950000044 4758283.75,460100.01520000026 4758219.5122,460151.9709999999 4758109.7743,460187.32380000036 4758094.2498,460286.42200000025 4758147.2415,460402.6012000004 4758295.501700001,460440.2866000002 4758389.5471,460545.9643000001 4758447.694,460587.43369999994 4758503.169,460647.6298000002 4758546.612500001,460679.7401999999 4758769.184800001,460701.1348000001 4758695.204,460692.66810000036 4758542.8037,460504.28440000024 4758362.886700001,460491.39300000016 4758288.7588,460445.0175999999 4758202.0197,460288.3838999998 4757994.585899999,460333.9985999996 4757897.6417,460404.9754999997 4757842.395400001,460448.3130999999 4757829.7765,460651.2368999999 4757814.456700001,460787.73429999966 4757830.821599999,460836.8744000001 4757872.082900001,460858.3761 4757996.7228999995,460904.7873999998 4758082.998199999,460983.39350000024 4758154.8522,461052.3251 4758173.6061,461086.10890000034 4758200.886299999,461159.0070000002 4758208.107999999,461250.80030000024 4758177.414000001,461343.2785 4758234.3608,461440.1919 4758244.2476,461450.77080000006 4758258.9109000005,461465.1535 4758230.3192,461497.6062000003 4758225.533399999,461566.76970000006 4758271.7859000005,461614.11950000003 4758278.1646,461673.70689999964 4758325.480799999,461694.98560000025 4758258.490900001,461784.89499999955 4758208.5121,461919.03170000017 4758239.523700001,462072.48139999993 4758201.0164,462144.22530000005 4758226.240499999,462150.8673999999 4758195.703500001,462182.0887000002 4758187.0725,462348.22250000015 4758303.103599999,462408.2932000002 4758373.4802,462376.18429999985 4758259.6339,462261.12119999994 4758166.0363,462244.18790000025 4758091.9528,462295.31549999956 4758023.183800001,462316.0258999998 4757918.650699999,462358.4880999997 4757876.052300001,462347.90469999984 4757810.4355999995,462382.30260000005 4757703.374299999,462488.3537999997 4757508.1767,462498.62519999966 4757365.6325,462524.02520000003 4757324.3574,462558.30900000036 4757305.986099999,462571.65029999986 4757262.444800001,462632.0164000001 4757221.9849,462600.2253999999 4757156.082,462620.86290000007 4757119.569499999,462653.9968999997 4757108.262599999,462647.8504999997 4757064.006899999,462695.37509999983 4757006.170399999,462873.3931999998 4756849.111099999,463075.92810000014 4756720.342700001,463285.1007000003 4756417.3639,463335.6843999997 4756432.074999999,463413.7352999998 4756568.5284,463541.74710000027 4756656.8123,463621.1222000001 4756617.1247000005,463667.4243999999 4756651.5206,463700.49739999976 4756609.1872000005,463789.1330000004 4756552.3017,463954.49789999984 4756502.0307,463992.86259999964 4756545.687100001,464047.1021999996 4756558.916300001,464205.85259999987 4756666.072699999,464220.40469999984 4756732.218699999,464295.8110999996 4756773.2292,464326.23819999956 4756834.0835,464496.8947999999 4757004.7401,464568.33249999955 4757025.9068,464608.01999999955 4757068.2402,464610.6659000004 4757166.1362,464652.99930000026 4757220.3759,464676.81180000026 4757351.344900001,464717.8223000001 4757274.615599999,464712.71609999985 4757175.1768,464798.5203999998 4757102.6361,464916.26020000037 4757106.604900001,465018.36569999997 4757066.787900001,465130.57320000045 4757105.2819,465109.27940000035 4757031.3353,465155.70859999955 4756918.7502999995,465246.99010000005 4756797.0417,465223.1775000002 4756709.7291,465284.0318 4756644.9059999995,465330.7265999997 4756535.425799999,465482.46970000025 4756364.4471,465541.88320000004 4756403.8215,465692.6760999998 4756563.0337000005,465770.8661000002 4756741.4791,465770.8661000002 4756816.885500001,465794.67870000005 4756869.802300001,465785.4182000002 4756947.854499999,465817.1683 4757003.417199999,465805.2620000001 4757082.792300001,465838.33499999996 4757212.4384,466008.3102000002 4757301.002800001,466008.9916000003 4757271.969799999,465903.1579999998 4757164.8133000005,465878.0225999998 4757098.667300001,465887.0939999996 4757033.1401,465868.76209999993 4756946.5316,465872.73089999985 4756872.448100001,465850.15639999975 4756797.2305,465848.4283999996 4756697.8083,465867.4391999999 4756672.6873,465827.7516000001 4756646.2289,465705.03450000007 4756253.5296,465704.72009999957 4756142.196699999,465744.40770000033 4756062.8215,465957.3976999996 4756052.2382,466122.7626 4756107.800799999,466085.7209000001 4756017.8423,466112.17929999996 4755995.352600001,466169.0647999998 4755949.0505,466313.26300000027 4755882.9045,466409.83609999996 4755802.2064,466561.97190000024 4755706.9562,466605.62820000015 4755774.425100001,466634.7324000001 4755751.9355,466638.7012 4755672.5603,466671.77419999987 4755622.2894,466757.76389999967 4755590.5393,466915.19130000006 4755710.925000001,466919.1601 4755812.789799999,466962.2965000002 4755975.7839,467080.55620000046 4756123.675799999,467021.8054999998 4755807.0898,467032.9310999997 4755717.5396,467003.6743999999 4755573.5275,467021.0248999996 4755546.882999999,467116.2751000002 4755520.4246,467179.77520000003 4755533.6537999995,467409.9631000003 4755474.122400001,467532.99459999986 4755544.2371,467529.0258999998 4755462.2162,467596.49480000045 4755327.2784,467789.4422000004 4755139.218599999,467854.4639999997 4755119.58,467835.94319999963 4754880.1317,467788.3180999998 4754784.8815,467678.51580000017 4754698.8917,467708.94290000014 4754665.818700001,467804.9901999999 4754656.1117,468052.7301000003 4754728.08,468171.96470000036 4754795.4648,468222.23560000025 4754739.9022,468399.5067999996 4754671.110400001,468466.9757000003 4754705.5063000005,468497.4028000003 4754665.818700001,468482.8507000003 4754570.568499999,468509.3091000002 4754500.4538,468546.35080000013 4754454.1515999995,468568.84049999993 4754185.598999999,468588.6842 4754192.2136,468678.64279999956 4754329.7972,468821.51800000016 4754390.6515,469078.1644000001 4754645.9749,469160.18539999984 4754759.745999999,469269.9877000004 4754751.808499999,469381.11290000007 4754865.579500001,469325.55030000024 4754996.548599999,469324.5604999997 4755046.8521,469348.0399000002 4755089.152899999,469292.4773000004 4755251.8719999995,469307.02940000035 4755298.1742,469291.15440000035 4755407.976500001,469262.0502000004 4755438.4036,469264.69600000046 4755497.9350000005,469329.51910000015 4755409.2994,469362.7786999997 4755326.770300001,469366.5608000001 4755269.0699000005,469481.65479999967 4755119.58,469492.2380999997 4755052.111199999,469554.1997999996 4754995.1063,469596.7488000002 4755004.486099999,469602.0404000003 4754910.558800001,469644.3739 4754881.454600001,469681.41559999995 4754909.2359,469860.0097000003 4754925.1109,469781.95749999955 4754824.569,469770.05119999964 4754772.975199999,469812.7703999998 4754737.489399999,469874.56180000026 4754602.318600001,469861.3326000003 4754376.099400001,469872.84389999975 4754335.170600001,469920.3866999997 4754311.635,470001.56209999975 4754328.474300001,470033.31209999975 4754386.6828000005,470136.49980000034 4754235.869899999,470276.7292999998 4754205.4428,470328.3230999997 4754230.578299999,470455.3234000001 4754184.2761,470468.55260000005 4754243.807499999,470530.72979999986 4754190.890699999,470570.4173999997 4754205.4428,470735.7823000001 4754094.317600001,470752.9802000001 4754235.869899999,470853.5220999997 4754189.5678,470944.8035000004 4754234.547,471045.3454 4754246.453299999,471050.63709999993 4754294.078400001,471077.0954999998 4754341.703500001,471053.89300000016 4754397.746200001,470960.6786000002 4754454.1515999995,471029.4704 4754479.2871,471055.9287999999 4754530.880999999,471100.04619999975 4754483.686899999,471204.0957000004 4754422.4015999995,471234.5229000002 4754311.2764,471266.2729000002 4754274.2346,471346.9709999999 4754332.4431,471646.13100000005 4754211.0678,471826.9260999998 4754163.903100001,471838.5678000003 4754032.669500001,471783.53440000024 4753869.685900001,471706.2758999998 4753878.1526,471652.3008000003 4753775.494000001,471553.8755999999 4753813.5941,471510.4837999996 4753711.993899999,471434.28369999956 4753758.560699999,471398.30030000024 4753742.6855999995,471361.25850000046 4753801.952400001,471279.52639999986 4753786.0525,471251.1917000003 4753757.5023,471109.1253000004 4753729.910499999,471105.30680000037 4753559.410599999,471069.1579999998 4753463.2851,471015.8839999996 4753561.175799999,470902.99930000026 4753625.2104,470779.17399999965 4753544.776900001,470779.17399999965 4753499.2685,470652.1738 4753478.1018,470635.24039999954 4753395.5516,470747.42399999965 4753283.368000001,470916.75769999996 4753249.5013,471159.11649999954 4753120.384400001,471172.87480000034 4753072.759299999,471127.3663999997 4753106.626,470808.8074000003 4753063.234300001,470793.99069999997 4753038.8926,470821.5075000003 4752952.108999999,470802.4573999997 4752908.7173,470774.94070000015 4752717.158600001,470664.8738000002 4752510.7831999995,470638.4154000003 4752143.5408,470605.24760000035 4752007.9575,470637.3570999997 4751932.932,470675.45720000006 4751908.590299999,470714.61560000014 4751838.7402,470709.3239000002 4751783.706700001,470749.5406999998 4751710.681600001,470819.39080000017 4751648.239800001,470872.30759999994 4751554.047900001,470807.74909999967 4751592.148,470688.15720000025 4751709.623199999,470602.94010000024 4751831.1775,470495.54009999987 4751947.7487,470384.4149000002 4751899.065300001,470342.0815000003 4751856.731899999,470297.6314000003 4751846.148499999,470256.3563000001 4751783.706700001,470223.54789999966 4751793.231699999,470147.34779999964 4751772.0649999995,470077.49760000035 4751693.748199999,469917.68900000025 4751615.431399999,470043.6309000002 4751727.6149,470113.4809999997 4751829.2151,470172.55030000024 4751866.5096,470238.3646 4751881.0736,470310.33139999956 4752072.632300001,470419.33999999985 4752200.6909,470385.4732999997 4752374.2579,470236.2479999997 4752420.8247,470347.37320000026 4752433.524700001,470393.07739999983 4752463.3531,470426.7483000001 4752464.216399999,470464.84839999955 4752531.949899999,470523.0569000002 4752715.0419,470502.94849999994 4752758.433700001,470533.64020000026 4752915.067299999,470507.18180000037 4752958.459100001,470519.8819000004 4752993.384099999,470398.1732999999 4753215.6346,470219.31460000016 4753234.684599999,470111.2213000003 4753308.976199999,470075.38100000005 4753299.243100001,470063.73929999955 4753394.4933,470021.40589999966 4753496.0934999995,469974.83910000045 4753483.3934,469874.2971999999 4753391.318299999,469786.4554000003 4753352.1598000005,469770.5804000003 4753362.7432,469829.8470999999 4753451.6434,469831.9638 4753511.9684999995,469730.3635999998 4753540.5436,469781.1637000004 4753594.5187,469861.5971999997 4753617.801999999,469883.8223000001 4753643.202099999,469858.4221999999 4753720.4606,469677.44680000003 4753736.3356,469632.99679999985 4753710.9355999995,469593.83829999994 4753774.435699999,469481.65479999967 4753801.952400001,469336.66280000005 4753868.6274999995,469128.4353 4754003.0362,469071.54980000015 4754082.4113,468903.5389999999 4754018.9112,468806.9659000002 4753864.1296,468735.52830000035 4753801.952400001,468696.1973000001 4753721.5583999995,468519.89240000024 4753596.899900001,468453.74650000036 4753635.264599999,468380.98589999974 4753640.556299999,468330.71499999985 4753562.504000001,468285.7357000001 4753600.8686999995,468259.2773000002 4753655.1084,468276.47530000005 4753768.8794,468260.60030000005 4753856.1921,468226.20440000016 4753880.0046999995,468235.4648000002 4753931.5985,468267.07189999986 4753975.2447,468267.6972000003 4754047.680199999,468150.7980000004 4754382.714,468062.1442 4754410.7114,467965.5893000001 4754386.6828000005,467842.79339999985 4754140.163699999,467748.63049999997 4754053.3071,467616.33860000037 4754025.525800001,467732.75549999997 4754198.828199999,467753.9221999999 4754302.015900001,467607.0780999996 4754345.6723,467570.03639999963 4754388.0057,467408.64020000026 4754477.964199999,467320.00459999964 4754540.1414,467289.57749999966 4754623.485300001,467222.1085999999 4754664.4958,467257.82739999983 4754727.9958999995,467269.4944000002 4754900.734300001,467320.00459999964 4755011.1007,466673.0970999999 4755343.1534,466552.7114000004 4755349.767999999,466481.2737999996 4755310.080399999,466434.9715999998 4755222.7678,466363.534 4755202.924000001,466370.14859999996 4755246.5803,466321.20050000027 4755417.2369,466125.4084999999 4755489.9975000005,466031.4812000003 4755422.5286,465967.98110000044 4755445.018200001,465952.10610000044 4755554.820499999,465774.4408999998 4755598.485200001,465632.16949999984 4755597.0866,465337.57349999994 4755743.823000001,465248.3130000001 4755751.9355,465262.86510000005 4755851.1544,465197.63460000046 4755896.115599999,465135.86479999963 4756004.6131,465021.05090000015 4756139.1042,464949.3332000002 4756293.009500001,464944.0415000003 4756356.5096,464921.5519000003 4756382.968,464886.23139999993 4756388.213400001,464889.8019000003 4756416.040999999,464858.05179999955 4756446.4681,464794.5516999997 4756429.270199999,464782.6453999998 4756496.7391,464713.85360000003 4756550.978700001,464518.06149999984 4756553.624600001,464413.55090000015 4756488.8015,464376.5092000002 4756495.416099999,464330.2070000004 4756438.5306,464279.9160000002 4756434.044,464205.85259999987 4756385.6138,464201.88379999995 4756334.02,463920.58609999996 4756224.817600001,463674.0389999999 4756401.4889,463597.3097000001 4756429.270199999,463563.77919999976 4756294.044500001,463431.9447999997 4756080.0195,463372.41339999996 4756095.8945,463265.3892000001 4756094.042400001,463232.0516999997 4756044.8298,463173.31400000025 4756165.4801,463084.41390000004 4756173.4176,463119.33889999986 4756260.7302,462952.65110000037 4756559.1808,462735.2198000001 4756614.2707,462571.1595999999 4756711.7787999995,462447.1397000002 4756807.4057,462382.7374999998 4756921.1316,462314.47479999997 4756984.6317,462300.18730000034 4757056.0693,462249.38719999976 4757095.756899999,462231.9247000003 4757144.9695,462180.3136999998 4757183.948000001,462189.06209999975 4757335.469900001,462281.1372999996 4757514.857799999,462168.8404000001 4757646.7622,462120.7993999999 4757787.908299999,462003.3241999997 4757878.396,461881.0865000002 4757810.133300001,461720.7485999996 4757538.670299999,461658.8360000001 4757489.457699999,461619.1484000003 4757378.3325,461557.2357999999 4757330.7074,461469.92310000025 4756970.3442,461427.06060000043 4757025.9068,461408.01049999986 4757086.231899999,461417.53550000023 4757184.6570999995,461349.2729000002 4757171.9571,461263.5477 4757129.0945,461281.0103000002 4757168.7820999995,461398.4855000004 4757237.0447,461461.98560000025 4757324.3574,461477.8607000001 4757403.7325,461589.40780000016 4757694.1831,461719.16110000014 4757859.345899999,461535.0108000003 4757887.921,461442.93560000043 4757810.133300001,461357.2104000002 4757783.1458,461295.2977999998 4757713.295700001,461050.8223000001 4757643.445499999,460936.5245000003 4757649.657299999,460711.78639999963 4757566.296599999,460549.39969999995 4757558.494000001,460417.7056999998 4757593.0724,460360.78610000014 4757583.593800001,460340.1405999996 4757633.5046,460302.1952999998 4757662.503900001,460206.7735000001 4757717.157,460118.6057000002 4757732.2161,460078.42789999954 4757757.311799999,459993.61149999965 4757907.045299999,459937.2511999998 4757924.891799999,459894.8404000001 4757911.509199999,459877.54289999977 4757963.929500001,459751.98840000015 4758049.8123,459731.3431000002 4758107.8093,459663.8224999998 4758134.299699999,459615.8343000002 4758225.1994,459571.19680000003 4758400.583699999,459521.53419999965 4758470.85,459492.5155999996 4758435.7184,459442.84700000007 4758299.930400001,459327.4154000003 4758223.1864,459305.24739999976 4758096.2223000005,459242.74849999975 4758047.502699999,459111.51489999983 4758055.9694,459001.44799999986 4758066.5527,458832.11789999995 4758102.6088,458607.70940000005 4758069.952199999,458480.9572999999 4758089.872099999,458404.4249999998 4758004.632300001,458362.574 4758052.0342999995,458256.37990000006 4758075.019400001,458201.34640000015 4758022.102600001,458072.22950000037 4757954.369200001,458044.97140000015 4757803.479800001,457877.15890000015 4757614.0802,457810.19379999954 4757569.4694,457759.97109999973 4757569.869100001,457680.6500000004 4757532.4285,457645.17530000024 4757530.0397,457473.3839999996 4757607.3199000005,457386.09250000026 4757617.2804000005,457333.4791000001 4757655.919600001,457264.5228000004 4757666.6764,457124.61959999986 4757752.9179,457004.6457000002 4757849.913699999,456952.0338000003 4757930.3773,456868.7284000004 4757951.092599999,456854.53809999954 4757968.8714000005,456769.63790000044 4757975.247099999,456623.7516000001 4757923.0703,456557.58299999963 4757846.5933,456468.69570000004 4757804.771500001,456442.1564999996 4757706.564099999,456360.8417999996 4757654.385600001,456310.61730000004 4757588.0657,456296.6639999999 4757492.866,456251.22080000024 4757373.7675,456243.42590000015 4757484.4682,456177.8091000002 4757499.2849,456086.7922 4757503.518300001,456029.6420999998 4757497.168299999,455987.75459999964 4757501.239399999,455933.1478000004 4757516.775699999,455801.0416000001 4757552.2017,455678.5415000003 4757496.663899999,455613.9687999999 4757471.5711,455536.4578 4757416.7348,455542.8077999996 4757454.834799999,455587.2578999996 4757499.2849,455633.82459999993 4757569.1351,455693.09140000027 4757622.0518,455758.7082000002 4757662.2686,455862.42509999964 4757698.252,455944.3372999998 4757754.0691,455983.0806 4757780.633199999,456131.7807 4757810.657,456192.6468000002 4757802.570900001,456204.9732999997 4757764.073100001,456237.33249999955 4757765.997099999,456290.68489999976 4757835.046399999,456334.98730000015 4757864.303099999,456417.0465000002 4758050.4354,456570.37239999976 4758200.7632,456597.3398000002 4758245.419399999,456667.0673000002 4758271.2108,456722.5405000001 4758265.819599999,456793.0366000002 4758219.6208,456857.7550999997 4758214.9991999995,456957.7326999996 4758111.224199999,457164.21410000045 4758015.744999999,457288.8371000001 4757936.7190000005,457462.19020000007 4757907.8412,457555.80140000023 4757924.3925,457597.4057 4757898.597999999,457662.89460000023 4757891.6667,457728.38549999986 4757952.8758000005,457704.5086000003 4758211.193499999,457766.1480999999 4758303.0078,457755.3624 4758326.1066,457809.29569999967 4758364.217499999,457872.66050000023 4758472.9867,457925.0524000004 4758491.0789,458017.9313000003 4758492.6262,458062.6657999996 4758515.698000001,458066.99629999977 4758569.5348000005,458043.43010000046 4758685.380999999,458101.6288999999 4758563.285,458186.4400000004 4758445.9638,458280.7312000003 4758375.3419,458437.74399999995 4758306.6679,458748.5575000001 4758271.255999999,458857.69039999973 4758297.8157,458983.78330000024 4758300.9023,459095.44710000046 4758352.4013,459099.22750000004 4758379.182399999,459148.3585000001 4758358.9235,459203.2263000002 4758360.201300001,459223.05009999964 4758527.214199999,458998.6185999997 4758836.8912,458986.83579999954 4758897.9157,459018.9752000002 4758902.1973,459079.50239999965 4758825.112299999,459118.06900000013 4758801.558)))"
