geoidentifikator,administrativeunit,name_1,name_2,type,localtype,leastdetailedviewingscale,mostdetailedviewingscale,beginlifespanversion,endlifespanversion,languagegeoname,languageiso_639,script,nativeness,namestatus,standardizationdata,sourceofname,responsibleinstitution,grammaticalgender,grammaticalnumber,note_,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6100219,Прешево,Bushtran,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733687","872","2002",,POINT(562154.6854999997 4686854.1522)
SRBRGI6100220,Прешево,Cakanoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733954","221","2002",,POINT(556181.0609999998 4680523.9056)
SRBRGI6100221,Прешево,Caravajkë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733962","70","2002",,POINT(546755.1403000001 4687257.8759)
SRBRGI6100222,Нови Пазар,Postijenje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730777","3930","2011",,POINT(462166.3690999998 4780472.4268)
SRBRGI6100223,Нови Пазар,Požega,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730726","513","2011",,POINT(452987.02139999997 4777958.465500001)
SRBRGI6100224,Нови Пазар,Prćenova,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730785","177","2011",,POINT(460571.4866000004 4780853.985099999)
SRBRGI6100225,Пријепоље,Gornje Goračići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734519","30","2011",,POINT(408117.6387 4795564.8813000005)
SRBRGI6100226,Пријепоље,Haljinovići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734365","131","2011",,POINT(406644.49700000044 4798921.362600001)
SRBRGI6100227,Пријепоље,Muškovina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734977","19","2011",,POINT(405306.7955 4801055.668199999)
SRBRGI6100228,Пријепоље,Međani,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734888","44","2011",,POINT(403639.2065000003 4800374.1511)
SRBRGI6100229,Пријепоље,Pravoševa,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735051","48","2011",,POINT(402467.76329999976 4802863.5536)
SRBRGI6100230,Пријепоље,Biskupići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734390","12","2011",,POINT(401248.78199999966 4802323.790999999)
SRBRGI6100231,Пријепоље,Kaćevo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734764","59","2011",,POINT(398576.7114000004 4798949.3736000005)
SRBRGI6100232,Пријепоље,Sopotnica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735167","148","2011",,POINT(396977.2806000002 4795798.4374)
SRBRGI6100233,Нови Пазар,Bajevica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730009","537","2011",,POINT(457412.36010000017 4772221.217700001)
SRBRGI6100234,Нови Пазар,Banja,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730017","566","2011",,POINT(463114.63570000045 4778353.0318)
SRBRGI6100235,Нови Пазар,Bare,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730025","39","2011",,POINT(471307.1886999998 4768504.3661)
SRBRGI6100236,Нови Пазар,Bijele Vode,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730050","893","2011",,POINT(440475.5729 4788224.382200001)
SRBRGI6100237,Нови Пазар,Boturovina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730068","198","2011",,POINT(458606.52419999987 4780873.973300001)
SRBRGI6100238,Нови Пазар,Brđani,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730076","137","2011",,POINT(466840.9582000002 4770161.0196)
SRBRGI6100239,Нови Пазар,Brestovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730084","0","2011",,POINT(466827.0672000004 4775991.015799999)
SRBRGI6100240,Нови Пазар,Cokoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","731021","7","2011",,POINT(465416.4307000004 4779945.782299999)
SRBRGI6100241,Нови Пазар,Čašić Dolac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","731030","177","2011",,POINT(453628.98510000017 4766328.587200001)
SRBRGI6100242,Нови Пазар,Deževa,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730254","288","2011",,POINT(457755.42650000006 4783617.415899999)
SRBRGI6100243,Нови Пазар,Dojinoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730262","49","2011",,POINT(449219.2982000001 4783294.6921999995)
SRBRGI6100244,Нови Пазар,Šaronje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","731056","299","2011",,POINT(451435.8437999999 4786556.5853)
SRBRGI6100245,Нови Пазар,Šavci,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","731048","330","2011",,POINT(454447.3015999999 4776295.428300001)
SRBRGI6100246,Нови Пазар,Štitare,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","731064","100","2011",,POINT(445849.0708999997 4785690.6448)
SRBRGI6100247,Нови Пазар,Tenkovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730980","75","2011",,POINT(447825.98929999955 4786856.1741)
SRBRGI6100248,Нови Пазар,Trnava,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730998","946","2011",,POINT(465885.60890000034 4772928.918299999)
SRBRGI6100249,Нови Пазар,Varevo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730092","604","2011",,POINT(456822.5987999998 4775978.0975)
SRBRGI6100250,Нови Пазар,Vjever,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730106","9","2011",,POINT(448792.6116000004 4782291.0437)
SRBRGI6100251,Нови Пазар,Vidovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730114","91","2011",,POINT(456529.5658 4778685.039999999)
SRBRGI6100252,Нови Пазар,Vitkoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730122","36","2011",,POINT(462815.89360000007 4758239.2995)
SRBRGI6100253,Нови Пазар,Vojkoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730149","20","2011",,POINT(464648.8764000004 4764890.6415)
SRBRGI6100254,Нови Пазар,Vojniće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730157","197","2011",,POINT(458162.35809999984 4778410.6614)
SRBRGI6100255,Сјеница,Borišiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739251","52","2011",,POINT(406000.2455000002 4773133.4178)
SRBRGI6100256,Пријепоље,Osoje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735019","466","2011",,POINT(385182.6043999996 4801520.6822)
SRBRGI6100257,Пријепоље,Karoševina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734756","163","2011",,POINT(384402.01939999964 4799366.8982)
SRBRGI6100258,Пријепоље,Kašice,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734772","71","2011",,POINT(385358.84779999964 4794175.8478)
SRBRGI6100259,Тутин,Dolovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743534","389","2011",,POINT(435664.60080000013 4758498.049699999)
SRBRGI6100260,Тутин,Saš,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744042","57","2011",,POINT(438559.0488 4755581.2183)
SRBRGI6100261,Сјеница,Dunišiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739561","169","2011",,POINT(424766.7631999999 4796350.767100001)
SRBRGI6100262,Сјеница,Štavalj,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740241","268","2011",,POINT(428736.2580000004 4791751.4779)
SRBRGI6100263,Сјеница,Stup,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740039","182","2011",,POINT(431174.6303000003 4792990.611500001)
SRBRGI6100264,Сјеница,Vrapci,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739367","35","2011",,POINT(433323.2866000002 4793362.238399999)
SRBRGI6100265,Сјеница,Brnjica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739286","193","2011",,POINT(434664.4650999997 4791967.7959)
SRBRGI6100266,Сјеница,Lijeva Rijeka,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739804","8","2011",,POINT(438104.3761 4794378.7444)
SRBRGI6100267,Сјеница,Milići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739863","38","2011",,POINT(438937.9313000003 4793923.8555)
SRBRGI6100268,Сјеница,Crčevo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740195","49","2011",,POINT(440290.1392999999 4795668.9339000005)
SRBRGI6100269,Сјеница,Koznik,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739723","15","2011",,POINT(439307.1922000004 4792806.865599999)
SRBRGI6100270,Сјеница,Ljutaje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739812","42","2011",,POINT(439008.6085000001 4790061.921800001)
SRBRGI6100271,Сјеница,Zabrđe,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739596","41","2011",,POINT(438612.0119000003 4788495.295499999)
SRBRGI6100272,Сјеница,Duga Poljana,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739545","477","2011",,POINT(437284.40950000007 4788774.5579)
SRBRGI6100273,Сјеница,Draževiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739502","279","2011",,POINT(435147.98620000016 4787190.3915)
SRBRGI6100274,Сјеница,Petrovo Polje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739880","17","2011",,POINT(439073.6387 4783608.4416000005)
SRBRGI6100275,Сјеница,Žabren,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739570","211","2011",,POINT(440265.9603000004 4782483.2075)
SRBRGI6100276,Сјеница,Međugor,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739855","71","2011",,POINT(434088.68090000004 4780857.0898)
SRBRGI6100277,Сјеница,Raspoganče,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739952","126","2011",,POINT(432402.21279999986 4792003.6105)
SRBRGI6100278,Сјеница,Žitniće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739588","296","2011",,POINT(432173.6923000002 4786710.6315)
SRBRGI6100279,Сјеница,Raškoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739987","45","2011",,POINT(432578.0406999998 4779741.664000001)
SRBRGI6100280,Сјеница,Rasno,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739944","262","2011",,POINT(430401.33220000006 4778108.517899999)
SRBRGI6100281,Сјеница,Kijevce,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739693","225","2011",,POINT(426054.07430000044 4782545.411900001)
SRBRGI6100282,Сјеница,Čitluk,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740225","165","2011",,POINT(426466.4360999996 4781560.813100001)
SRBRGI6100283,Сјеница,Cetanoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740179","312","2011",,POINT(427245.65749999974 4779371.6107)
SRBRGI6100284,Сјеница,Buđevo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739294","89","2011",,POINT(423553.73330000043 4776483.676100001)
SRBRGI6100285,Сјеница,Rastenoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739979","116","2011",,POINT(430629.1727 4775401.862)
SRBRGI6100286,Сјеница,Krnja Jela,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739766","33","2011",,POINT(431841.44799999986 4774560.259500001)
SRBRGI6100287,Сјеница,Tuzinje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740080","116","2011",,POINT(428648.23709999956 4775996.1219999995)
SRBRGI6100288,Сјеница,Bioc,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739197","66","2011",,POINT(425585.2198999999 4773892.6548999995)
SRBRGI6100289,Сјеница,Karajukića Bunari,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739685","102","2011",,POINT(426242.08029999956 4771433.545399999)
SRBRGI6100290,Тутин,Raduhovce,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743976","357","2011",,POINT(451286.65419999976 4765462.2466)
SRBRGI6100291,Тутин,Orlje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743879","129","2011",,POINT(453608.75659999996 4761951.5931)
SRBRGI6100292,Тутин,Žuče,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743623","122","2011",,POINT(454033.9009999996 4763170.887499999)
SRBRGI6100293,Тутин,Izrok,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743640","128","2011",,POINT(455272.8624 4761953.851399999)
SRBRGI6100294,Тутин,Vrapče,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743356","48","2011",,POINT(456698.9763000002 4760233.9089)
SRBRGI6100295,Тутин,Jablanica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743666","81","2011",,POINT(458215.5394000001 4761622.308)
SRBRGI6100296,Тутин,Strumce,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744093","23","2011",,POINT(460097.3353000004 4759386.7443)
SRBRGI6100297,Тутин,Starčeviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744085","179","2011",,POINT(459448.54119999986 4756989.6698)
SRBRGI6100298,Пријепоље,Seljašnica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735124","677","2011",,POINT(385978.51850000024 4802914.6555)
SRBRGI6100299,Нови Пазар,Vranovina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730165","284","2011",,POINT(455036.04899999965 4787171.541200001)
SRBRGI6100300,Нови Пазар,Pusta Tušimlja,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730793","18","2011",,POINT(459812.26860000007 4786115.067500001)
SRBRGI6100301,Нови Пазар,Pustovlah,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730807","6","2011",,POINT(452372.2603000002 4782550.524800001)
SRBRGI6100302,Нови Пазар,Radaljica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730815","99","2011",,POINT(444527.2598000001 4789054.5173)
SRBRGI6100303,Пријепоље,Junčevići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734721","229","2011",,POINT(380708.74289999995 4800045.744200001)
SRBRGI6100304,Пријепоље,Zvijezd,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734675","76","2011",,POINT(382233.6283 4801949.1709)
SRBRGI6100305,Пријепоље,Čauševići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735221","149","2011",,POINT(384405.46439999994 4802990.8497)
SRBRGI6100306,Пријепоље,Zastup,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734667","101","2011",,POINT(396866.7690000003 4782389.4683)
SRBRGI6100307,Сјеница,Doliće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739456","290","2011",,POINT(420923.07969999965 4771078.0671999995)
SRBRGI6100308,Сјеница,Goševo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739413","54","2011",,POINT(410457.2664999999 4775917.155300001)
SRBRGI6100309,Сјеница,Višnjeva,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739332","32","2011",,POINT(410011.77329999954 4778253.012800001)
SRBRGI6100310,Сјеница,Crešnjevica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740063","56","2011",,POINT(407164.9480999997 4776762.181299999)
SRBRGI6100311,Сјеница,Krajinoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739740","54","2011",,POINT(408519.3216000004 4781021.5831)
SRBRGI6100312,Сјеница,Blato,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739219","46","2011",,POINT(406258.50569999963 4779073.250700001)
SRBRGI6100313,Сјеница,Jezero,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739634","10","2011",,POINT(405939.8627000004 4777166.833799999)
SRBRGI6100314,Сјеница,Plana,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739898","18","2011",,POINT(403771.7575000003 4778397.9793)
SRBRGI6100315,Сјеница,Tutiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740098","22","2011",,POINT(402723.07880000025 4780929.356799999)
SRBRGI6100316,Пријепоље,Vrbovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734462","63","2011",,POINT(376723.7056999998 4811218.857899999)
SRBRGI6100317,Пријепоље,Zabrnji Toci,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734624","80","2011",,POINT(380141.6963999998 4814078.0812)
SRBRGI6100318,Пријепоље,Bare,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734381","42","2011",,POINT(398410.5234000003 4780923.536599999)
SRBRGI6100319,Сјеница,Vrbnica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739375","136","2011",,POINT(401747.0071999999 4779159.1492)
SRBRGI6100320,Пријепоље,Balići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734373","585","2011",,POINT(394052.4269000003 4787145.5671999995)
SRBRGI6100321,Пријепоље,Mileševo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734926","90","2011",,POINT(393793.4611999998 4801689.025699999)
SRBRGI6100322,Пријепоље,Sedobro,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735108","304","2011",,POINT(394985.37880000006 4804444.5449)
SRBRGI6100323,Пријепоље,Ivanje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734683","1145","2011",,POINT(390495.5114000002 4799998.3956)
SRBRGI6100324,Пријепоље,Koševine,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734837","966","2011",,POINT(391498.68290000036 4802198.769200001)
SRBRGI6100325,Пријепоље,Taševo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735175","1974","2011",,POINT(393645.051 4805273.8083999995)
SRBRGI6100326,Пријепоље,Rasno,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735086","379","2011",,POINT(391789.49399999995 4806786.8682)
SRBRGI6100327,Пријепоље,Čadinje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735213","303","2011",,POINT(388162.5173000004 4803448.423699999)
SRBRGI6100328,Пријепоље,Orovac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734985","254","2011",,POINT(385868.4670000002 4804369.786800001)
SRBRGI6100329,Пријепоље,Dušmanići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734608","270","2011",,POINT(388027.6667999998 4805330.1833999995)
SRBRGI6100330,Пријепоље,Zalug,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734659","1205","2011",,POINT(388905.24650000036 4807264.272299999)
SRBRGI6100331,Пријепоље,Prijepolje,,"6","6002","500000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735078","13330","2011",,POINT(390863.13210000005 4805014.085100001)
SRBRGI6100332,Пријепоље,Izbičanj,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734705","31","2011",,POINT(388420.12820000015 4809607.193399999)
SRBRGI6100333,Пријепоље,Đurašići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734616","194","2011",,POINT(385108.75179999974 4809984.2294)
SRBRGI6100334,Нови Пазар,Vučiniće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730173","146","2011",,POINT(448629.23610000033 4778643.8881)
SRBRGI6100335,Нови Пазар,Vučija Lokva,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730181","7","2011",,POINT(473040.7806000002 4772971.306)
SRBRGI6100336,Нови Пазар,Zabrđe,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730343","41","2011",,POINT(450597.4932000004 4775859.1733)
SRBRGI6100337,Нови Пазар,Zlatare,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730351","9","2011",,POINT(468912.5864000004 4762051.899900001)
SRBRGI6100338,Нови Пазар,Žunjeviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730335","363","2011",,POINT(459605.2943000002 4765227.265900001)
SRBRGI6100339,Нови Пазар,Dramiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730327","50","2011",,POINT(450870.1644000001 4789779.1304)
SRBRGI6100340,Нови Пазар,Tunovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","731005","90","2011",,POINT(452962.2871000003 4792591.509299999)
SRBRGI6100341,Пријепоље,Brajkovac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734411","65","2011",,POINT(386097.6381000001 4790851.5)
SRBRGI6100342,Пријепоље,Gojakoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734489","105","2011",,POINT(390319.0245000003 4788797.199899999)
SRBRGI6100343,Пријепоље,Ivezići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734691","98","2011",,POINT(389663.9252000004 4786421.4682)
SRBRGI6100344,Пријепоље,Brvine,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734420","157","2011",,POINT(392421.86980000045 4785449.0008000005)
SRBRGI6100345,Пријепоље,Divci,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734560","311","2011",,POINT(392753.58770000003 4798366.8857)
SRBRGI6100346,Пријепоље,Hisardžik,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735183","220","2011",,POINT(396377.63999999966 4801320.056700001)
SRBRGI6100347,Пријепоље,Kosatica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734829","296","2011",,POINT(397990.8558 4808064.6668)
SRBRGI6100348,Пријепоље,Drenova,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734594","162","2011",,POINT(392056.75829999987 4809175.1625)
SRBRGI6100349,Пријепоље,Donje Babine,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734578","223","2011",,POINT(381160.18290000036 4808008.0581)
SRBRGI6100350,Пријепоље,Kruševo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734845","26","2011",,POINT(393462.6513 4793969.399700001)
SRBRGI6100351,Пријепоље,Gračanica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734543","168","2011",,POINT(394119.2511 4795928.6985)
SRBRGI6100352,Пријепоље,Lučice,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734861","156","2011",,POINT(394464.3013000004 4795854.4684)
