geoidentifikator,administrativeunit,name_1,name_2,type,localtype,leastdetailedviewingscale,mostdetailedviewingscale,beginlifespanversion,endlifespanversion,languagegeoname,languageiso_639,script,nativeness,namestatus,standardizationdata,sourceofname,responsibleinstitution,grammaticalgender,grammaticalnumber,note_,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6100719,Нови Пазар,Jablanica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730386","17","2011",,POINT(467443.87789999973 4781527.822000001)
SRBRGI6100720,Сјеница,Grgaje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739448","67","2011",,POINT(409266.98230000027 4773969.0666000005)
SRBRGI6100721,Пријепоље,Seljane,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735116","160","2011",,POINT(383785.8490000004 4804400.653999999)
SRBRGI6100722,Сјеница,Bare,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739162","46","2011",,POINT(406791.00009999983 4774369.1405)
SRBRGI6100723,Тутин,Tutin,,"6","6002","500000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744123","10094","2011",,POINT(445859.78369999956 4760002.6054)
SRBRGI6100724,Тутин,Točilovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744115","113","2011",,POINT(437042.35170000046 4774758.9191)
SRBRGI6100725,Тутин,Gujiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743453","140","2011",,POINT(438652.0597000001 4773832.9792)
SRBRGI6100726,Тутин,Bovanj,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743275","37","2011",,POINT(444237.3086000001 4752452.329299999)
SRBRGI6100727,Тутин,Raduša,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743984","75","2011",,POINT(440353.7681999998 4759278.815099999)
SRBRGI6100728,Тутин,Ramoševo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743992","217","2011",,POINT(435674.3272000002 4771648.147500001)
SRBRGI6100729,Тутин,Reževiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744000","110","2011",,POINT(434344.8914000001 4769873.2656)
SRBRGI6100730,Тутин,Ribariće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744018","947","2011",,POINT(455563.3332000002 4757832.6469)
SRBRGI6100731,Тутин,Ruđe,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744034","74","2011",,POINT(448076.51680000033 4765042.901799999)
SRBRGI6100732,Тутин,Pružanj,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743968","142","2011",,POINT(442097.3565999996 4778048.8116)
SRBRGI6100733,Тутин,Čarovina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744158","233","2011",,POINT(444880.9737999998 4775862.0945999995)
SRBRGI6100734,Тутин,Baljen,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743216","72","2011",,POINT(446358.3951000003 4774868.353800001)
SRBRGI6100735,Тутин,Glogovik,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743372","186","2011",,POINT(446285.69579999987 4772618.2739)
SRBRGI6100736,Тутин,Brniševo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743313","37","2011",,POINT(448822.5663999999 4770917.7480999995)
SRBRGI6100737,Тутин,Gluhavica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743399","249","2011",,POINT(450110.6185999997 4767977.1086)
SRBRGI6100738,Тутин,Pokrvenik,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743925","245","2011",,POINT(451630.6880000001 4767886.3236)
SRBRGI6100739,Тутин,Piskopovce,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743909","105","2011",,POINT(453010.4921000004 4767948.3332)
SRBRGI6100740,Тутин,Gurdijelje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743461","101","2011",,POINT(440594.18429999985 4771670.7301)
SRBRGI6100741,Тутин,Istočni Mojstir,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743658","105","2011",,POINT(454446.12710000016 4751599.323999999)
SRBRGI6100742,Тутин,Špiljane,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744212","275","2011",,POINT(446429.4874999998 4752002.851600001)
SRBRGI6100743,Тутин,Smoluća,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744077","308","2011",,POINT(447804.72580000013 4766928.301100001)
SRBRGI6100744,Тутин,Šipče,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744204","95","2011",,POINT(433273.59410000034 4765625.5677000005)
SRBRGI6100745,Тутин,Sjeverni Kočarnik,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744069","1070","2011",,POINT(445283.21750000026 4759368.743100001)
SRBRGI6100746,Тутин,Šaronje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744182","221","2011",,POINT(437549.73319999967 4767330.9701000005)
SRBRGI6100747,Тутин,Rudnica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744026","71","2011",,POINT(440015.4162999997 4762702.9723000005)
SRBRGI6100748,Тутин,Ervenice,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743593","54","2011",,POINT(435026.6239 4761291.2906)
SRBRGI6100749,Тутин,Gnjila,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743402","6","2011",,POINT(446649.7999999998 4754778.884)
SRBRGI6100750,Тутин,Godovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743429","124","2011",,POINT(442962.5843000002 4755519.057)
SRBRGI6100751,Тутин,Gornji Crniš,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743437","98","2011",,POINT(452547.84130000044 4758281.9717)
SRBRGI6100752,Тутин,Gradac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743445","72","2011",,POINT(430542.39180000033 4768494.7936)
SRBRGI6100753,Тутин,Guceviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743470","94","2011",,POINT(442455.09800000023 4770710.4211)
SRBRGI6100754,Тутин,Čukote,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744174","123","2011",,POINT(441021.18840000033 4771004.444800001)
SRBRGI6100755,Тутин,Boroštica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743283","312","2011",,POINT(427466.9491999997 4767857.161)
SRBRGI6100756,Тутин,Braćak,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743291","202","2011",,POINT(431976.1018000003 4771268.1709)
SRBRGI6100757,Нови Пазар,Haluloviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","729990","314","2011",,POINT(457044.9025999997 4784246.569)
SRBRGI6100758,Нови Пазар,Rajčinoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730840","659","2011",,POINT(454967.7581000002 4778507.5967)
SRBRGI6100759,Нови Пазар,Rajčinovićka Trnava,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730858","189","2011",,POINT(454445.3679999998 4780542.6536)
SRBRGI6100760,Нови Пазар,Rajetiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730823","30","2011",,POINT(469915.78089999966 4767260.9794)
SRBRGI6100761,Медвеђа,Gurgutovë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727393","52","2011",,POINT(553245.0899 4750349.550899999)
SRBRGI6100762,Медвеђа,Rukoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727628","191","2011",,POINT(552388.7731999997 4748985.5535)
SRBRGI6100763,Медвеђа,Llapashticë e Epërme,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727334","82","2011",,POINT(554386.6180999996 4744385.752900001)
SRBRGI6100764,Медвеђа,Gjylekresht,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727440","68","2011",,POINT(554544.3520999998 4741910.6051)
SRBRGI6100765,Медвеђа,Tupallë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727725","64","2011",,POINT(550546.3437000001 4741021.7325)
SRBRGI6100766,Медвеђа,Sijarinë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727644","133","2011",,POINT(551641.2533 4738269.748400001)
SRBRGI6100767,Медвеђа,Rama Bajë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727601","225","2011",,POINT(553319.2313000001 4732807.337099999)
SRBRGI6100768,Медвеђа,Marec,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727482","74","2011",,POINT(554350.6157999998 4726136.9980999995)
SRBRGI6100769,Прешево,Shoshajë e Poshtme,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733741","342","2002",,POINT(556651.3174999999 4688760.512399999)
SRBRGI6100770,Прешево,Gare,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733695","0","2002",,POINT(551447.5625 4692166.4945)
SRBRGI6100771,Прешево,Golemidoll,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733709","294","2002",,POINT(560741.4939000001 4683375.7798999995)
SRBRGI6100772,Прешево,Shoshajë e Epërme,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733717","101","2002",,POINT(555213.3224 4690725.192399999)
SRBRGI6100773,Прешево,Gosponicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733725","41","2002",,POINT(551556.5037000002 4690209.3939)
SRBRGI6100774,Прешево,Ilincë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733768","136","2002",,POINT(549068.9217999997 4688967.1358)
SRBRGI6100775,Прешево,Kurbali,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733776","146","2002",,POINT(549008.0665999996 4684426.203500001)
SRBRGI6100776,Прешево,Maxhere,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733792","174","2002",,POINT(549091.4128999999 4690027.728700001)
SRBRGI6100777,Прешево,Norçë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733814","992","2002",,POINT(552858.3152000001 4683060.0163)
SRBRGI6100778,Бујановац,Maltërnoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708011","343","2002",,POINT(557777.1725000003 4705512.4405000005)
SRBRGI6100779,Бујановац,Muhoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708020","570","2002",,POINT(561903.6687000003 4713166.018100001)
SRBRGI6100780,Бујановац,Negoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708038","39","2002",,POINT(561962.1606999999 4691342.6776)
SRBRGI6100781,Бујановац,Nasalcë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708046","1203","2002",,POINT(558268.6870999997 4696560.8212)
SRBRGI6100782,Бујановац,Novosellë e Epërme,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707759","437","2002",,POINT(567534.0674 4715481.403899999)
SRBRGI6100783,Прешево,Ranatoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733873","65","2002",,POINT(548562.9643000001 4691483.4857)
SRBRGI6100784,Прешево,Leran,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733881","694","2002",,POINT(560697.0131999999 4684436.971899999)
SRBRGI6100785,Прешево,Sefer,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733903","57","2002",,POINT(545092.943 4686060.7454)
SRBRGI6100786,Прешево,Stanec,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733920","68","2002",,POINT(547414.4907 4685597.08)
SRBRGI6100787,Бујановац,Kosharnë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707929","105","2002",,POINT(567442.7866000002 4695045.882200001)
SRBRGI6100788,Бујановац,Krshevicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707937","486","2002",,POINT(570888.4807000002 4698992.1414)
SRBRGI6100789,Бујановац,Kushticë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707945","175","2002",,POINT(571297.0820000004 4692003.491699999)
SRBRGI6100790,Бујановац,Levosojë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707953","840","2002",,POINT(561047.1788999997 4698461.353599999)
SRBRGI6100791,Бујановац,Llapardincë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707970","825","2002",,POINT(563291.6045000004 4705000.2729)
SRBRGI6100792,Бујановац,Lluçan,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707996","1091","2002",,POINT(557914.5174000002 4699668.6646)
SRBRGI6100793,Прешево,Zhunicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733750","1248","2002",,POINT(557881.6301999995 4685010.505100001)
SRBRGI6100794,Прешево,Preshevë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733857","13426","2002",,POINT(553353.1463000001 4684405.4353)
SRBRGI6100795,Медвеђа,Poroshticë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727580","33","2011",,POINT(538269.8869000003 4734310.0601)
SRBRGI6100796,Медвеђа,Shillovë e Shkretë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727598","65","2011",,POINT(545571.9347999999 4746905.9605)
SRBRGI6100797,Медвеђа,Retkocer,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727610","94","2011",,POINT(541106.0471999999 4744107.089199999)
SRBRGI6100798,Медвеђа,Bajë e Sijarinës,,"6","6002","500000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727652","376","2011",,POINT(549213.7626 4736223.6207)
SRBRGI6100799,Медвеђа,Bajë e Vjetër,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727695","33","2011",,POINT(551188.0811000001 4730407.1021)
SRBRGI6100800,Медвеђа,Svircë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727636","77","2011",,POINT(548764.9903999995 4733430.2678)
SRBRGI6100801,Медвеђа,Tullar,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727717","162","2011",,POINT(537847.2801999999 4737831.698999999)
SRBRGI6100802,Медвеђа,Varadinë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727296","70","2011",,POINT(539981.3508000001 4744499.6033)
SRBRGI6100803,Медвеђа,Brahina e Madhe,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727300","28","2011",,POINT(535191.8550000004 4739186.8002)
SRBRGI6100804,Медвеђа,Vrabcë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727318","45","2011",,POINT(545136.9501999998 4734479.6768)
SRBRGI6100805,Прешево,Corroticë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733989","1454","2002",,POINT(557647.0575000001 4689710.6961)
SRBRGI6100806,Прешево,Çukarkë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733997","512","2002",,POINT(557685.4918999998 4681479.3892)
SRBRGI6100807,Прешево,Depcë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733733","441","2002",,POINT(545797.8218 4689402.909499999)
SRBRGI6100808,Бујановац,Llukarcë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707988","31","2002",,POINT(567400.4764 4691324.177100001)
SRBRGI6100809,Бујановац,Osllarë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708054","904","2002",,POINT(560008.5399000002 4698262.134099999)
SRBRGI6100810,Бујановац,Pretinë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708089","53","2002",,POINT(570427.9896999998 4689002.5251)
SRBRGI6100811,Бујановац,Priboc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708097","348","2002",,POINT(563080.4747000001 4718263.290200001)
SRBRGI6100812,Бујановац,Rakoe,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708127","977","2002",,POINT(564691.8842000002 4702364.9846)
SRBRGI6100813,Бујановац,Ratabuçë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708119","393","2002",,POINT(563705.8546000002 4715524.351600001)
SRBRGI6100814,Бујановац,Spançes,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708178","533","2002",,POINT(570563.5388000002 4690619.2794)
SRBRGI6100815,Бујановац,Srpska kuqë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708186","284","2002",,POINT(566488.6419000002 4702589.5121)
SRBRGI6100816,Бујановац,Suharnë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708208","309","2002",,POINT(567835.5021000002 4717792.055)
SRBRGI6100817,Бујановац,Shënpetka,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708062","334","2002",,POINT(573041.0131999999 4694061.906099999)
SRBRGI6100818,Бујановац,Trejak,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708216","255","2002",,POINT(570684.8839999996 4694200.5986)
SRBRGI6100819,Бујановац,Turijë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708224","400","2002",,POINT(559099.7465000004 4700949.0056)
SRBRGI6100820,Бујановац,Tërnoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707716","6762","2002",,POINT(560772.1328999996 4703120.717499999)
SRBRGI6100821,Бујановац,Vërban,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707732","123","2002",,POINT(555390.4263000004 4695789.760299999)
SRBRGI6100822,Бујановац,Zarbincë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707830","652","2002",,POINT(565276.7861000001 4718973.264900001)
SRBRGI6100823,Бујановац,Zhbecë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707813","804","2002",,POINT(568688.0414000005 4699910.6599)
SRBRGI6100824,Бујановац,Zhuzhelicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707821","166","2002",,POINT(565207.9138000002 4699083.5145)
SRBRGI6100825,Бујановац,Lilancë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708003","535","2002",,POINT(566410.8334999997 4698161.8695)
SRBRGI6100826,Бујановац,Letovicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707961","1126","2002",,POINT(556804.7255999995 4693633.606899999)
SRBRGI6100827,Бујановац,Samolicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708143","893","2002",,POINT(561398.1431 4693101.355699999)
SRBRGI6100828,Бујановац,Bilaç,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707627","2036","2002",,POINT(561916.4934 4689525.1251)
SRBRGI6100829,Бујановац,Bratisellë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707660","71","2002",,POINT(561676.9022000004 4688075.011)
SRBRGI6100830,Бујановац,Serbrat,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708151","105","2002",,POINT(567689.5652999999 4689566.607000001)
SRBRGI6100831,Бујановац,Sejac,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708160","246","2002",,POINT(576753.0577999996 4691924.2051)
SRBRGI6100832,Бујановац,Bërnjare,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707686","114","2002",,POINT(575421.5257000001 4694027.7555)
SRBRGI6100833,Бујановац,Ruscë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708135","37","2002",,POINT(577677.1974999998 4694890.498)
SRBRGI6100834,Прешево,Miratoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733806","2774","2002",,POINT(554749.1869000001 4678965.7202)
SRBRGI6100835,Прешево,Strezoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733938","995","2002",,POINT(560182.1224999996 4680601.187100001)
SRBRGI6100836,Прешево,Bugarinë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733911","482","2002",,POINT(563167.7090999996 4680262.104699999)
SRBRGI6100837,Прешево,Svinjishtë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733890","103","2002",,POINT(565942.6469 4686542.6066)
SRBRGI6100838,Прешево,Lanik,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733784","29","2002",,POINT(567474.0290999999 4684773.7404)
SRBRGI6100839,Бујановац,Uzovë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708232","10","2002",,POINT(568603.5379999997 4686858.523700001)
SRBRGI6100840,Бујановац,Starac,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708194","260","2002",,POINT(571552.6383999996 4687039.308499999)
SRBRGI6100841,Бујановац,Vogancë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707724","51","2002",,POINT(575817.7637999998 4688417.3204)
SRBRGI6100842,Прешево,Tërnavë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70963","733946","1160","2002",,POINT(553241.3756999997 4681180.5612)
SRBRGI6100843,Тутин,Koniče,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743747","233","2011",,POINT(442149.72420000006 4767630.368799999)
SRBRGI6100844,Нови Пазар,Slatina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730939","254","2011",,POINT(451358.29669999983 4772086.728)
SRBRGI6100845,Нови Пазар,Smilov Laz,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730947","0","2011",,POINT(470380.74899999984 4763667.693)
SRBRGI6100846,Нови Пазар,Sudsko Selo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730971","67","2011",,POINT(458664.77990000043 4784380.705800001)
SRBRGI6100847,Нови Пазар,Kuzmičevo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730491","99","2011",,POINT(449743.28280000016 4788070.4021000005)
SRBRGI6100848,Тутин,Harapoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743208","63","2011",,POINT(439074.7923999997 4774692.5119)
SRBRGI6100849,Тутин,Baćica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743232","452","2011",,POINT(434772.71970000025 4775463.190400001)
SRBRGI6100850,Тутин,Batrage,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743224","71","2011",,POINT(450673.0477 4753853.866900001)
SRBRGI6100851,Нови Пазар,Rajkoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730831","17","2011",,POINT(457991.3682000004 4785400.375700001)
SRBRGI6100852,Нови Пазар,Rakovac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730866","7","2011",,POINT(445855.8995000003 4784555.8912)
SRBRGI6100853,Нови Пазар,Rast,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730874","50","2011",,POINT(447072.18790000025 4788151.608999999)
