geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,geometry
SRBRGI5102475,Трајлуцова глава,Trajlucova glava,"5101","4","70530",2017/02/01 01:00:00+01,POINT(566512.7330999998 4888849.230799999)
SRBRGI5102476,Велика главица,Velika glavica,"5101","4","70530",2017/02/01 01:00:00+01,POINT(568788.8157000002 4889696.428200001)
SRBRGI5102477,Шиљата глава,Šiljata glava,"5101","4","70530",2017/02/01 01:00:00+01,POINT(562207.0011 4889249.598999999)
SRBRGI5102598,Главица,Glavica,"5101","4","70882",2017/02/01 01:00:00+01,POINT(394500.3534000004 4919686.396400001)
SRBRGI5102478,Стењкин камен,Stenjkin kamen,"5101","4","70530",2017/02/01 01:00:00+01,POINT(560317.3803000003 4887486.3116)
SRBRGI5102479,Клик,Klik,"5101","4","70653",2017/02/01 01:00:00+01,POINT(474240.96410000045 4848436.622300001)
SRBRGI5102480,Велика градина,Velika gradina,"5101","4","70653",2017/02/01 01:00:00+01,POINT(473841.4955000002 4850645.6329)
SRBRGI5102481,Орлово,Orlovo,"5101","5","70653",2017/02/01 01:00:00+01,POINT(475018.75239999965 4852790.9406)
SRBRGI5102482,Недовка,Nedovka,"5101","4","70599",2017/02/01 01:00:00+01,POINT(476324.47389999963 4851796.237500001)
SRBRGI5102483,Чукар,Čukar,"5101","4","70599",2017/02/01 01:00:00+01,POINT(478605.93290000036 4850030.272600001)
SRBRGI5102484,Чукара,Čukara,"5101","4","70653",2017/02/01 01:00:00+01,POINT(485957.6601 4847598.7468)
SRBRGI5102485,Чукар,Čukar,"5101","4","70653",2017/02/01 01:00:00+01,POINT(481093.9472000003 4845435.112299999)
SRBRGI5102486,Мала Борча,Mala Borča,"5101","4","70653",2017/02/01 01:00:00+01,POINT(479395.05420000013 4845349.122400001)
SRBRGI5102487,Чемерница,Čemernica,"5101","4","70653",2017/02/01 01:00:00+01,POINT(480474.0270999996 4843259.042300001)
SRBRGI5102488,Грбак,Grbak,"5101","4","71170",2017/02/01 01:00:00+01,POINT(512391.1616000002 4833553.0309999995)
SRBRGI5102489,Торничка Бобија,Tornička Bobija,"5101","4","70777",2017/02/01 01:00:00+01,POINT(384492.8881999999 4894749.173800001)
SRBRGI5102490,Крушик,Krušik,"5101","4","70777",2017/02/01 01:00:00+01,POINT(384170.1951000001 4896202.6655)
SRBRGI5102491,Чучук,Čučuk,"5101","4","70777",2017/02/01 01:00:00+01,POINT(386311.0752999997 4896127.126800001)
SRBRGI5102492,Орловац,Orlovac,"5101","4","71170",2017/02/01 01:00:00+01,POINT(503444.9857000001 4831971.282199999)
SRBRGI5102493,Чукара,Čukara,"5101","4","71170",2017/02/01 01:00:00+01,POINT(506580.21640000027 4819398.610099999)
SRBRGI5102494,Илијина глава,Ilijina glava,"5101","4","70017",2017/02/01 01:00:00+01,POINT(507405.1358000003 4818167.567399999)
SRBRGI5102495,Чукара,Čukara,"5101","4","70017",2017/02/01 01:00:00+01,POINT(508967.87399999984 4816631.710899999)
SRBRGI5102496,Васинка,Vasinka,"5101","4","70017",2017/02/01 01:00:00+01,POINT(510268.0390999997 4816002.001499999)
SRBRGI5102497,Пањак,Panjak,"5101","4","70017",2017/02/01 01:00:00+01,POINT(511717.4929999998 4814397.395500001)
SRBRGI5102498,Чука,Čuka,"5101","4","70017",2017/02/01 01:00:00+01,POINT(513439.40479999967 4816825.746200001)
SRBRGI5102499,Јазинац,Jazinac,"5101","4","70017",2017/02/01 01:00:00+01,POINT(515540.3328999998 4814570.9625)
SRBRGI5102500,Камиџор,Kamidžor,"5101","4","70670",2017/02/01 01:00:00+01,POINT(518626.96839999966 4812218.0514)
SRBRGI5102501,Грот,Grot,"5101","4","70017",2017/02/01 01:00:00+01,POINT(515508.0537999999 4810688.227299999)
SRBRGI5102502,Деспинац,Despinac,"5101","4","70670",2017/02/01 01:00:00+01,POINT(515665.3223000001 4808618.0176)
SRBRGI5102503,Миленковица,Milenkovica,"5101","4","70343",2017/02/01 01:00:00+01,POINT(513011.9433000004 4806008.7708)
SRBRGI5102504,Јелењак,Jelenjak,"5101","4","70017",2017/02/01 01:00:00+01,POINT(508573.1518000001 4806187.3649)
SRBRGI5102505,Гложане,Gložane,"5101","4","70017",2017/02/01 01:00:00+01,POINT(507829.8300999999 4809617.297800001)
SRBRGI5102506,Јелењак,Jelenjak,"5101","4","70017",2017/02/01 01:00:00+01,POINT(508872.2905000001 4807976.3487)
SRBRGI5102507,Војволица,Vojvolica,"5101","4","70343",2017/02/01 01:00:00+01,POINT(504250.93649999984 4807486.140900001)
SRBRGI5102508,Дуб,Dub,"5101","4","70343",2017/02/01 01:00:00+01,POINT(505439.9763000002 4806345.2553)
SRBRGI5102509,Космаче,Kosmače,"5101","4","70343",2017/02/01 01:00:00+01,POINT(495074.63879999984 4810296.6632)
SRBRGI5102510,Равњак,Ravnjak,"5101","4","70670",2017/02/01 01:00:00+01,POINT(522923.84979999997 4816952.3496)
SRBRGI5102511,Црни врх,Crni vrh,"5101","4","70670",2017/02/01 01:00:00+01,POINT(525029.8051000005 4820284.2541000005)
SRBRGI5102512,Чукар,Čukar,"5101","4","70670",2017/02/01 01:00:00+01,POINT(529418.2702000001 4819781.3463)
SRBRGI5102513,Дошинац,Došinac,"5101","4","70025",2017/02/01 01:00:00+01,POINT(545528.5632999996 4816638.603800001)
SRBRGI5102514,Зобалац,Zobalac,"5101","2","70831",2017/02/01 01:00:00+01,POINT(423288.95999999996 4885220.834100001)
SRBRGI5102515,Руст,Rust,"5101","2","70629",2017/02/01 01:00:00+01,POINT(407613.7993999999 4871049.8226)
SRBRGI5102516,Шанац,Šanac,"5101","4","70025",2017/02/01 01:00:00+01,POINT(544870.6756999996 4814306.826300001)
SRBRGI5102517,Ржиште,Ržište,"5101","4","70670",2017/02/01 01:00:00+01,POINT(539747.6705 4812809.502)
SRBRGI5102518,Божурна,Božurna,"5101","4","70025",2017/02/01 01:00:00+01,POINT(574093.3679999998 4819188.8946)
SRBRGI5102519,Латински врх,Latinski vrh,"5101","4","71129",2017/02/01 01:00:00+01,POINT(574394.0455 4820153.170600001)
SRBRGI5102520,Големи врх,Golemi vrh,"5101","4","71129",2017/02/01 01:00:00+01,POINT(576094.7904000003 4821228.7039)
SRBRGI5102521,Рудина,Rudina,"5101","5","71064",2017/02/01 01:00:00+01,POINT(578698.1106000002 4819076.0320999995)
SRBRGI5102522,Јасеновица,Jasenovica,"5101","5","71064",2017/02/01 01:00:00+01,POINT(580634.3563999999 4818777.0998)
SRBRGI5102523,Плејница,Plejnica,"5101","4","71064",2017/02/01 01:00:00+01,POINT(582789.8947999999 4817473.5745)
SRBRGI5102524,Трапчићи,Trapčići,"5101","4","70602",2017/02/01 01:00:00+01,POINT(584198.6714000003 4820412.968900001)
SRBRGI5102525,Големи камен,Golemi kamen,"5101","4","70602",2017/02/01 01:00:00+01,POINT(595350.2198000001 4820776.0660999995)
SRBRGI5102526,Главичица,Glavičica,"5101","4","70602",2017/02/01 01:00:00+01,POINT(599624.3957000002 4823275.1931)
SRBRGI5102527,Липовица,Lipovica,"5101","4","70602",2017/02/01 01:00:00+01,POINT(601551.2012 4821110.9394000005)
SRBRGI5102528,Мриш,Mriš,"5101","4","70602",2017/02/01 01:00:00+01,POINT(604261.0160999997 4821124.0099)
SRBRGI5102529,Драгин дел,Dragin del,"5101","4","70602",2017/02/01 01:00:00+01,POINT(608478.8689000001 4825031.770099999)
SRBRGI5102530,Ђумиш чука,Đumiš čuka,"5101","4","70602",2017/02/01 01:00:00+01,POINT(605531.9780000001 4826739.8796)
SRBRGI5102531,Клокочева чука,Klokočeva čuka,"5101","4","70602",2017/02/01 01:00:00+01,POINT(617384.6403000001 4827573.682399999)
SRBRGI5102532,Лаз,Laz,"5101","3","70742",2017/02/01 01:00:00+01,POINT(439175.43090000004 4858732.742799999)
SRBRGI5102533,Тумба,Tumba,"5101","4","70602",2017/02/01 01:00:00+01,POINT(614482.2876000004 4831034.7149)
SRBRGI5102534,Големи Тумбер,Golemi Tumber,"5101","4","70602",2017/02/01 01:00:00+01,POINT(616562.7105999999 4831827.9373)
SRBRGI5102535,Милин чукар,Milin čukar,"5101","4","70602",2017/02/01 01:00:00+01,POINT(614654.5705000004 4833717.3969)
SRBRGI5102536,Здравча,Zdravča,"5101","4","70602",2017/02/01 01:00:00+01,POINT(614367.2322000004 4835157.593)
SRBRGI5102537,Биглен,Biglen,"5101","4","70602",2017/02/01 01:00:00+01,POINT(600763.1239 4839427.3149999995)
SRBRGI5102538,Овчибаба,Ovčibaba,"5101","4","70602",2017/02/01 01:00:00+01,POINT(596517.6112000002 4836166.5836)
SRBRGI5102539,Рапина,Rapina,"5101","4","70602",2017/02/01 01:00:00+01,POINT(600599.2141000004 4833718.2568)
SRBRGI5102540,Јерновица,Jernovica,"5101","4","70602",2017/02/01 01:00:00+01,POINT(593571.1447999999 4831276.0594999995)
SRBRGI5102541,Шиљак,Šiljak,"5101","4","71129",2017/02/01 01:00:00+01,POINT(584913.1668999996 4834876.2523)
SRBRGI5102542,Станков трап,Stankov trap,"5101","4","70602",2017/02/01 01:00:00+01,POINT(588088.7024999997 4834256.5967999995)
SRBRGI5102543,Перша,Perša,"5101","4","71129",2017/02/01 01:00:00+01,POINT(581030.3986999998 4834806.137399999)
SRBRGI5102544,Ветрила,Vetrila,"5101","4","71129",2017/02/01 01:00:00+01,POINT(578916.8585999999 4833220.6186999995)
SRBRGI5102545,Високи дел,Visoki del,"5101","4","71129",2017/02/01 01:00:00+01,POINT(577642.0937999999 4835535.066)
SRBRGI5102546,Гуђерина,Guđerina,"5101","4","71129",2017/02/01 01:00:00+01,POINT(576815.9305999996 4838002.971999999)
SRBRGI5102547,Лом,Lom,"5101","4","71129",2017/02/01 01:00:00+01,POINT(579360.1688999999 4837729.921399999)
SRBRGI5102548,Смрдански врх,Smrdanski vrh,"5101","4","70319",2017/02/01 01:00:00+01,POINT(565891.1086999997 4857208.0342999995)
SRBRGI5102549,Липов врх,Lipov vrh,"5101","4","70319",2017/02/01 01:00:00+01,POINT(562533.2218000004 4857668.1985)
SRBRGI5102550,Беловодски врх,Belovodski vrh,"5101","4","70319",2017/02/01 01:00:00+01,POINT(561335.7153000003 4860352.3576)
SRBRGI5102551,Здравков врх,Zdravkov vrh,"5101","4","70319",2017/02/01 01:00:00+01,POINT(564388.8808000004 4862053.6318)
SRBRGI5102552,Талабинска чука,Talabinska čuka,"5101","4","70319",2017/02/01 01:00:00+01,POINT(574536.2011000002 4857130.9168)
SRBRGI5102553,Чолаков камен,Čolakov kamen,"5101","4","70319",2017/02/01 01:00:00+01,POINT(576341.4567999998 4858101.278000001)
SRBRGI5102554,Црни врх,Crni vrh,"5101","4","70319",2017/02/01 01:00:00+01,POINT(582187.8340999996 4852478.2096)
SRBRGI5102555,Стрњак,Strnjak,"5101","4","70319",2017/02/01 01:00:00+01,POINT(583827.1957 4849405.4209)
SRBRGI5102556,Бордељ,Bordelj,"5101","4","70556",2017/02/01 01:00:00+01,POINT(609283.0735999998 4853218.603499999)
SRBRGI5102557,Мала чука,Mala čuka,"5101","4","70556",2017/02/01 01:00:00+01,POINT(607645.5641999999 4854526.176999999)
SRBRGI5102558,Јаворак,Javorak,"5101","4","70904",2017/02/01 01:00:00+01,POINT(552252.0883 4862286.6861000005)
SRBRGI5102559,Јаворачки врх,Javorački vrh,"5101","4","70904",2017/02/01 01:00:00+01,POINT(554494.1719000004 4862192.229699999)
SRBRGI5102560,Црни врх,Crni vrh,"5101","4","70904",2017/02/01 01:00:00+01,POINT(554575.1346000005 4860700.505799999)
SRBRGI5102561,Чукара,Čukara,"5101","4","71048",2017/02/01 01:00:00+01,POINT(522637.4809999997 4863826.0351)
SRBRGI5102562,Дрен,Dren,"5101","4","70645",2017/02/01 01:00:00+01,POINT(491446.4835000001 4860684.1017)
SRBRGI5102563,Будимац,Budimac,"5101","4","70599",2017/02/01 01:00:00+01,POINT(484946.58380000014 4861130.296)
SRBRGI5102564,Клик,Klik,"5101","4","70629",2017/02/01 01:00:00+01,POINT(417158.2933 4869863.750600001)
SRBRGI5102565,Вучја гора,Vučja gora,"5101","4","70629",2017/02/01 01:00:00+01,POINT(409394.42289999966 4872248.7183)
SRBRGI5102566,Тисовик,Tisovik,"5101","4","70882",2017/02/01 01:00:00+01,POINT(386574.61569999997 4898425.928099999)
SRBRGI5102567,Пајковача,Pajkovača,"5101","5","70360",2017/02/01 01:00:00+01,POINT(389333.5022999998 4898270.8202)
SRBRGI5102568,Црвена пећина,Crvena pećina,"5102","4","70360",2017/02/01 01:00:00+01,POINT(390843.5087000001 4899991.9648)
SRBRGI5102569,Вележ,Velež,"5101","4","70360",2017/02/01 01:00:00+01,POINT(393318.8496000003 4898589.4058)
SRBRGI5102570,Буцурска пећина,Bucurska pećina,"5102","4","70360",2017/02/01 01:00:00+01,POINT(392327.61259999964 4898820.9166)
SRBRGI5102571,Толетина,Toletina,"5101","4","70360",2017/02/01 01:00:00+01,POINT(394853.03920000046 4896184.8675)
SRBRGI5102572,Кик,Kik,"5101","4","70360",2017/02/01 01:00:00+01,POINT(395897.9425999997 4898837.6031)
SRBRGI5102573,Копиловићи,Kopilovići,"5101","4","70360",2017/02/01 01:00:00+01,POINT(390017.4868000001 4901786.8576)
SRBRGI5102574,Прослоп,Proslop,"5101","4","70882",2017/02/01 01:00:00+01,POINT(381454.3844999997 4901986.287599999)
SRBRGI5102575,Дражница,Dražnica,"5101","4","70882",2017/02/01 01:00:00+01,POINT(379340.4916000003 4903715.6077)
SRBRGI5102576,Корита,Korita,"5101","4","70661",2017/02/01 01:00:00+01,POINT(372688.77080000006 4906958.3312)
SRBRGI5102577,Перуника,Perunika,"5101","4","70777",2017/02/01 01:00:00+01,POINT(364117.72530000005 4908925.5342)
SRBRGI5102578,Липник,Lipnik,"5101","4","70777",2017/02/01 01:00:00+01,POINT(362556.59449999966 4906638.8747000005)
SRBRGI5102579,Бодњик,Bodnjik,"5101","4","70777",2017/02/01 01:00:00+01,POINT(366826.3431000002 4905443.3791000005)
SRBRGI5102580,Ћувер,Ćuver,"5101","4","70777",2017/02/01 01:00:00+01,POINT(369702.2374999998 4903983.8462000005)
SRBRGI5102581,Оштрељ,Oštrelj,"5101","4","70793",2017/02/01 01:00:00+01,POINT(356949.9478000002 4907160.74)
SRBRGI5102582,Ребељ,Rebelj,"5101","4","70793",2017/02/01 01:00:00+01,POINT(359026.7193999998 4905522.225199999)
SRBRGI5102583,Капела,Kapela,"5101","4","70793",2017/02/01 01:00:00+01,POINT(353150.3119000001 4912266.3618)
SRBRGI5102584,Бобије,Bobije,"5101","4","70793",2017/02/01 01:00:00+01,POINT(354041.8797000004 4914313.9975000005)
SRBRGI5102585,Алибеговац,Alibegovac,"5101","4","70793",2017/02/01 01:00:00+01,POINT(356513.69710000046 4913947.2667)
SRBRGI5102586,Јастребовац,Jastrebovac,"5101","4","70793",2017/02/01 01:00:00+01,POINT(352162.39329999965 4914207.4266)
SRBRGI5102587,Клек,Klek,"5101","4","70793",2017/02/01 01:00:00+01,POINT(351452.7796 4917957.109099999)
SRBRGI5102588,Лисина,Lisina,"5101","4","70793",2017/02/01 01:00:00+01,POINT(354813.9469999997 4917043.8714000005)
SRBRGI5102589,Сугреб,Sugreb,"5101","4","70734",2017/02/01 01:00:00+01,POINT(358548.8570999997 4921894.1567)
SRBRGI5102590,Стражило,Stražilo,"5101","4","70734",2017/02/01 01:00:00+01,POINT(358954.19930000044 4924023.130799999)
SRBRGI5102591,Лисина,Lisina,"5101","4","70734",2017/02/01 01:00:00+01,POINT(363440.8537999997 4922586.271)
SRBRGI5102592,Рудине,Rudine,"5101","4","70661",2017/02/01 01:00:00+01,POINT(368761.50289999973 4922709.081900001)
SRBRGI5102593,Разбојиште,Razbojište,"5101","4","70661",2017/02/01 01:00:00+01,POINT(372221.20160000026 4921468.977600001)
SRBRGI5102594,Логор,Logor,"5101","4","70661",2017/02/01 01:00:00+01,POINT(374449.8443999998 4922804.067600001)
SRBRGI5102595,Пртолис,Prtolis,"5101","4","70661",2017/02/01 01:00:00+01,POINT(377939.7054000003 4922764.9092999995)
SRBRGI5102596,Парлог,Parlog,"5101","4","70661",2017/02/01 01:00:00+01,POINT(382342.2485999996 4925672.818)
SRBRGI5102597,Орловац,Orlovac,"5101","4","70661",2017/02/01 01:00:00+01,POINT(384851.98539999966 4924390.9092999995)
SRBRGI5102599,Оштриковача,Oštrikovača,"5101","4","70360",2017/02/01 01:00:00+01,POINT(396707.93090000004 4921575.238700001)
SRBRGI5102600,Коњски гроб,Konjski grob,"5101","4","70637",2017/02/01 01:00:00+01,POINT(400866.9576000003 4921959.094900001)
SRBRGI5102601,Песак,Pesak,"5101","4","70360",2017/02/01 01:00:00+01,POINT(402286.84700000007 4920929.466700001)
SRBRGI5102602,Бобија,Bobija,"5101","4","70637",2017/02/01 01:00:00+01,POINT(405085.61510000005 4920841.0956)
SRBRGI5102603,Бобија,Bobija,"5101","4","71218",2017/02/01 01:00:00+01,POINT(416386.81740000006 4916015.8269)
SRBRGI5102604,Караула,Karaula,"5101","4","71218",2017/02/01 01:00:00+01,POINT(420777.8512000004 4913790.147399999)
SRBRGI5102605,Виш,Viš,"5101","4","71218",2017/02/01 01:00:00+01,POINT(433908.40749999974 4920765.5304000005)
SRBRGI5102606,Коиловица,Koilovica,"5101","4","70165",2017/02/01 01:00:00+01,POINT(452299.65830000024 4921641.699999999)
SRBRGI5102607,Венац,Venac,"5101","4","0",2019/10/14 14:25:06+02,POINT(458494.88939999975 4922889.5436)
SRBRGI5102608,Орловац,Orlovac,"5101","4","0",2019/10/14 14:25:06+02,POINT(457282.04789999966 4925598.5956)
SRBRGI5102609,Кошутица,Košutica,"5101","4","70173",2017/02/01 01:00:00+01,POINT(467981.87239999976 4923684.6491)
SRBRGI5102610,Рт,Rt,"5101","4","70173",2017/02/01 01:00:00+01,POINT(479871.74179999996 4924319.544399999)
SRBRGI5102611,Чот,Čot,"5101","4","71102",2017/02/01 01:00:00+01,POINT(484696.48139999993 4920962.9277)
SRBRGI5102612,Огрез,Ogrez,"5101","4","70696",2017/02/01 01:00:00+01,POINT(540257.6187000005 4931613.639799999)
SRBRGI5102613,Прљак,Prljak,"5101","3","70696",2017/02/01 01:00:00+01,POINT(544798.6583000002 4930621.9396)
SRBRGI5102614,Оштри клик,Oštri klik,"5101","4","71242",2017/02/01 01:00:00+01,POINT(464674.676 4861921.6755)
SRBRGI5102615,Кулина,Kulina,"5101","4","70360",2017/02/01 01:00:00+01,POINT(392799.4545 4895063.5627999995)
SRBRGI5102616,Миљачки вис,Miljački vis,"5101","4","70360",2017/02/01 01:00:00+01,POINT(391625.6283 4894044.914999999)
SRBRGI5102617,Мајдан,Majdan,"5101","4","70734",2017/02/01 01:00:00+01,POINT(372257.2402999997 4925330.584100001)
SRBRGI5102618,Шурички градац,Šurički gradac,"5101","4","70734",2017/02/01 01:00:00+01,POINT(371650.14159999974 4927685.066299999)
SRBRGI5102619,Мала Бобија,Mala Bobija,"5101","4","70734",2017/02/01 01:00:00+01,POINT(361477.8180999998 4927082.3003)
SRBRGI5102620,Кадина глава,Kadina glava,"5101","4","70734",2017/02/01 01:00:00+01,POINT(358584.39520000014 4927320.469900001)
SRBRGI5102621,Кулиште,Kulište,"5101","4","70734",2017/02/01 01:00:00+01,POINT(357639.8705000002 4925042.521600001)
SRBRGI5102622,Прљуша,Prljuša,"5101","4","70734",2017/02/01 01:00:00+01,POINT(376169.7719999999 4933856.780200001)
SRBRGI5102623,Браћинац,Braćinac,"5101","4","70734",2017/02/01 01:00:00+01,POINT(385286.9614000004 4932370.6128)
SRBRGI5102624,Бајна главица,Bajna glavica,"5101","4","71269",2017/02/01 01:00:00+01,POINT(390299.3518000003 4929672.2621)
SRBRGI5102625,Главчић,Glavčić,"5101","4","70637",2017/02/01 01:00:00+01,POINT(393845.3929000003 4930981.985300001)
SRBRGI5102626,Умка,Umka,"5101","4","71218",2017/02/01 01:00:00+01,POINT(413289.4495000001 4932518.4768)
SRBRGI5102627,Главица,Glavica,"5101","4","70408",2017/02/01 01:00:00+01,POINT(409073.98699999973 4940105.6108)
SRBRGI5102628,Шећеровац,Šećerovac,"5101","4","71269",2017/02/01 01:00:00+01,POINT(404186.68200000003 4950274.8917)
SRBRGI5102629,Церић,Cerić,"5101","4","71269",2017/02/01 01:00:00+01,POINT(406049.1194000002 4949296.0371)
SRBRGI5102630,Садич,Sadič,"5101","4","70190",2017/02/01 01:00:00+01,POINT(437759.6010999996 4940873.909499999)
SRBRGI5102631,Петров гроб,Petrov grob,"5101","4","70254",2017/02/01 01:00:00+01,POINT(455083.6266000001 4945321.4319)
SRBRGI5102632,Рт,Rt,"5101","4","70106",2017/02/01 01:00:00+01,POINT(463737.6542999996 4944869.329299999)
SRBRGI5102633,Таванчић,Tavančić,"5101","4","70122",2017/02/01 01:00:00+01,POINT(469020.6001000004 4942906.9109000005)
SRBRGI5102634,Гумниште,Gumnište,"5101","4","70173",2017/02/01 01:00:00+01,POINT(479363.0423999997 4933245.9925999995)
SRBRGI5102635,Бела главица,Bela glavica,"5101","4","70912",2017/02/01 01:00:00+01,POINT(531183.5027999999 4924955.001599999)
SRBRGI5102636,Фусуљев чукар,Fusuljev čukar,"5101","4","70912",2017/02/01 01:00:00+01,POINT(536754.5102000004 4922951.642999999)
SRBRGI5102637,Огрез,Ogrez,"5101","4","70912",2017/02/01 01:00:00+01,POINT(539980.4489000002 4924085.7818)
SRBRGI5102638,Млашњаков чукар,Mlašnjakov čukar,"5101","4","70912",2017/02/01 01:00:00+01,POINT(542494.7893000003 4923193.075999999)
SRBRGI5102639,Лалина чука,Lalina čuka,"5101","4","70912",2017/02/01 01:00:00+01,POINT(542342.9182000002 4924602.037900001)
SRBRGI5102640,Интревеј,Intrevej,"5101","4","70912",2017/02/01 01:00:00+01,POINT(540663.8689000001 4926676.798800001)
SRBRGI5102641,Кукавичка чука,Kukavička čuka,"5101","4","70912",2017/02/01 01:00:00+01,POINT(544738.4603000004 4925483.6578)
SRBRGI5102642,Шерет,Šeret,"5101","4","70696",2017/02/01 01:00:00+01,POINT(546933.9771999996 4926723.603599999)
SRBRGI5102643,Чука,Čuka,"5101","2","70599",2017/02/01 01:00:00+01,POINT(468206.1431 4863193.9768)
SRBRGI5102644,Главица,Glavica,"5101","2","71242",2017/02/01 01:00:00+01,POINT(454258.5893000001 4848272.8839)
SRBRGI5102645,Корњецел,Kornjecel,"5101","4","70696",2017/02/01 01:00:00+01,POINT(547994.8262 4926104.874299999)
SRBRGI5102646,Тилва,Tilva,"5101","4","70696",2017/02/01 01:00:00+01,POINT(546468.5301999999 4924038.9595)
SRBRGI5102647,Мала Липовача,Mala Lipovača,"5101","4","70696",2017/02/01 01:00:00+01,POINT(548633.1964999996 4923346.1642)
SRBRGI5102648,Говедарница,Govedarnica,"5101","5","70912",2017/02/01 01:00:00+01,POINT(545659.5914000003 4919967.4969)
SRBRGI5102649,Петриш,Petriš,"5101","4","70696",2017/02/01 01:00:00+01,POINT(551340.4715 4926794.775)
SRBRGI5102650,Челенац,Čelenac,"5101","4","70696",2017/02/01 01:00:00+01,POINT(550729.4944000002 4928423.394400001)
SRBRGI5102651,Брашњена,Brašnjena,"5101","4","70696",2017/02/01 01:00:00+01,POINT(549446.1304000001 4929339.859999999)
SRBRGI5102652,Турска чука,Turska čuka,"5101","4","70696",2017/02/01 01:00:00+01,POINT(551463.2937000003 4933879.8038)
SRBRGI5102653,Липовача,Lipovača,"5101","4","70475",2017/02/01 01:00:00+01,POINT(554121.0526999999 4937275.4059)
SRBRGI5102654,Велико церје,Veliko cerje,"5101","4","70475",2017/02/01 01:00:00+01,POINT(552544.5828 4940521.5853)
SRBRGI5102655,Капуфећи,Kapufeći,"5101","4","70696",2017/02/01 01:00:00+01,POINT(555961.3446000004 4932782.9958)
SRBRGI5102656,Корњецел,Kornjecel,"5101","4","70696",2017/02/01 01:00:00+01,POINT(564111.8063000003 4936713.5656)
SRBRGI5102657,Чока Пољчин,Čoka Poljčin,"5101","4","70696",2017/02/01 01:00:00+01,POINT(568548.6129999999 4936025.700300001)
SRBRGI5102658,Караула,Karaula,"5101","4","70475",2017/02/01 01:00:00+01,POINT(572012.4392999997 4937405.1349)
SRBRGI5102659,Сињерски вис,Sinjerski vis,"5101","4","70475",2017/02/01 01:00:00+01,POINT(574469.3651 4935275.719699999)
SRBRGI5102660,Кулмеа добри,Kulmea dobri,"5101","4","70475",2017/02/01 01:00:00+01,POINT(577380.4137000004 4935538.416200001)
SRBRGI5102661,Клик,Klik,"5101","2","70653",2017/02/01 01:00:00+01,POINT(474882.2133999998 4847782.292400001)
SRBRGI5102662,Рисимук,Risimuk,"5101","2","70653",2017/02/01 01:00:00+01,POINT(475346.29360000044 4848019.888699999)
SRBRGI5102663,Чока Налта,Čoka Nalta,"5101","4","70785",2017/02/01 01:00:00+01,POINT(579941.9116000002 4937418.9197)
SRBRGI5102664,Манђукин врх,Manđukin vrh,"5101","4","70475",2017/02/01 01:00:00+01,POINT(578062.5728000002 4939834.5437)
SRBRGI5102665,Кугљев врх,Kugljev vrh,"5101","4","70475",2017/02/01 01:00:00+01,POINT(577750.4957999997 4941445.568499999)
SRBRGI5102666,Велики слански врх,Veliki slanski vrh,"5101","4","70475",2017/02/01 01:00:00+01,POINT(570440.5729 4942020.0242)
SRBRGI5102667,Мијуцин врх,Mijucin vrh,"5101","4","70475",2017/02/01 01:00:00+01,POINT(566962.8384999996 4941956.8769000005)
SRBRGI5102668,Посушац,Posušac,"5101","4","70696",2017/02/01 01:00:00+01,POINT(556379.7487000003 4928440.8747000005)
SRBRGI5102669,Дебела чука,Debela čuka,"5101","2","70050",2017/02/01 01:00:00+01,POINT(618120.3424000004 4755764.6009)
SRBRGI5102670,Хајдучка чука,Hajdučka čuka,"5101","2","71226",2017/02/01 01:00:00+01,POINT(600482.6471999995 4750621.479699999)
SRBRGI5102671,Чукар,Čukar,"5101","4","70696",2017/02/01 01:00:00+01,POINT(558641.3982999995 4928847.337400001)
SRBRGI5102672,Узновача,Uznovača,"5101","2","70661",2017/02/01 01:00:00+01,POINT(372606.6130999997 4914172.899900001)
SRBRGI5102673,Градац,Gradac,"5101","2","70661",2017/02/01 01:00:00+01,POINT(373601.9040000001 4915656.5569)
SRBRGI5102674,Јасиковача,Jasikovača,"5101","2","70661",2017/02/01 01:00:00+01,POINT(371010.4411000004 4915969.858999999)
SRBRGI5102675,Бандера,Bandera,"5101","4","70696",2017/02/01 01:00:00+01,POINT(559556.2101999996 4926405.0166)
SRBRGI5102676,Чукар,Čukar,"5101","4","70696",2017/02/01 01:00:00+01,POINT(564809.6551999999 4926925.1884)
SRBRGI5102677,Крст,Krst,"5101","4","70696",2017/02/01 01:00:00+01,POINT(570245.9892999995 4922632.712200001)
SRBRGI5102678,Краку Вантуриш,Kraku Vanturiš,"5101","4","70696",2017/02/01 01:00:00+01,POINT(572456.6314000003 4923280.0166)
SRBRGI5102679,Железник,Železnik,"5101","4","70696",2017/02/01 01:00:00+01,POINT(572038.9858999997 4925059.872300001)
SRBRGI5102680,Главчина,Glavčina,"5101","4","70785",2017/02/01 01:00:00+01,POINT(581113.3788999999 4928391.8826)
SRBRGI5102681,Рајкова пећина,Rajkova pećina,"5102","7","70785",2017/02/01 01:00:00+01,POINT(576461.0421000002 4921250.1646)
SRBRGI5102682,Чока љорда,Čoka ljorda,"5101","4","70785",2017/02/01 01:00:00+01,POINT(596220.1649000002 4919837.286599999)
SRBRGI5102683,Чукар,Čukar,"5101","4","70785",2017/02/01 01:00:00+01,POINT(594825.4111000001 4915051.9702)
