geoidentifikator,name_1,name_2,localtype,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6000360,Бучје,Bučje,"6003","6","70327","706434","579","2011",2020/10/16 15:07:04+02,POINT(591996.6149000004 4887750.585999999)
SRBRGI6000361,Думбија,Dumbija,"6003","5","71161","742384","8","2011",2017/02/01 01:00:00+01,POINT(584067.1322999997 4691111.0649999995)
SRBRGI6000362,Ђерекарце,Đerekarce,"6003","5","71161","742392","97","2011",2017/02/01 01:00:00+01,POINT(591819.5085000005 4690706.477499999)
SRBRGI6000363,Ново Село,Novo Selo,"6003","7","71161","742481","131","2011",2017/02/01 01:00:00+01,POINT(579941.4244999997 4691976.923900001)
SRBRGI6000364,Барбаце,Barbace,"6003","5","71161","742279","125","2011",2017/02/01 01:00:00+01,POINT(579088.2956999997 4691221.4509)
SRBRGI6000365,Горња Трница,Gornja Trnica,"6003","5","71161","742317","51","2011",2017/02/01 01:00:00+01,POINT(593725.8389999997 4690890.6543000005)
SRBRGI6000366,Шајинце,Šajince,"6003","5","71161","742597","60","2011",2017/02/01 01:00:00+01,POINT(584530.0226999996 4693083.116)
SRBRGI6000367,Велика Иванча,Velika Ivanča,"6003","9","70173","704334","1532","2011",2017/02/01 01:00:00+01,POINT(466464.91789999977 4919213.441400001)
SRBRGI6000368,Кораћица,Koraćica,"6003","7","70173","704415","1989","2011",2017/02/01 01:00:00+01,POINT(468741.24039999954 4921272.5854)
SRBRGI6000369,Амерић,Amerić,"6003","5","70173","704300","835","2011",2017/02/01 01:00:00+01,POINT(471270.3724999996 4924211.820800001)
SRBRGI6000370,Влашка,Vlaška,"6003","7","70173","704369","2440","2011",2017/02/01 01:00:00+01,POINT(473752.21630000044 4927138.648700001)
SRBRGI6000371,Сенаја,Senaja,"6003","5","70173","704512","405","2011",2017/02/01 01:00:00+01,POINT(473767.61390000023 4932226.4947999995)
SRBRGI6000372,Шепшин,Šepšin,"6003","7","70173","704547","736","2011",2017/02/01 01:00:00+01,POINT(476581.42179999966 4931987.209100001)
SRBRGI6000373,Бубањ,Bubanj,"6003","5","71323","728942","548","2011",2017/02/01 01:00:00+01,POINT(568053.5005999999 4793740.530200001)
SRBRGI6000374,Паси Пољана,Pasi Poljana,"6003","6","71323","729434","2938","2011",2017/02/01 01:00:00+01,POINT(570416.7707000002 4793727.122400001)
SRBRGI6000375,Брзи Брод,Brzi Brod,"6003","6","71331","728934","4642","2011",2017/02/01 01:00:00+01,POINT(578318.5768999998 4795532.416999999)
SRBRGI6000376,Пиносава,Pinosava,"6002","5","70106","703648","3151","2011",2017/02/01 01:00:00+01,POINT(459038.1886 4949404.2389)
SRBRGI6000377,Шуме,Šume,"6003","6","71153","742244","508","2011",2017/02/01 01:00:00+01,POINT(482192.3311999999 4896959.0743)
SRBRGI6000378,Манојловци,Manojlovci,"6003","5","71153","742147","132","2011",2017/02/01 01:00:00+01,POINT(464829.41729999986 4892772.408)
SRBRGI6000379,Винча,Vinča,"6003","6","71153","741957","1097","2011",2017/02/01 01:00:00+01,POINT(471710.43400000036 4895374.5601)
SRBRGI6000380,Пласковац,Plaskovac,"6003","6","71153","742198","516","2011",2017/02/01 01:00:00+01,POINT(473501.1595999999 4893157.485300001)
SRBRGI6000381,Трњана,Trnjana,"6003","5","70939","732788","142","2011",2017/02/01 01:00:00+01,POINT(634531.1182000004 4775503.643100001)
SRBRGI6000382,Расница,Rasnica,"6003","7","70939","732648","325","2011",2017/02/01 01:00:00+01,POINT(624893.4550000001 4774773.967700001)
SRBRGI6000383,Пољска Ржана,Poljska Ržana,"6003","6","70939","732605","1276","2011",2017/02/01 01:00:00+01,POINT(632400.7631000001 4776233.207)
SRBRGI6000384,Барје Чифлик,Barje Čiflik,"6003","5","70939","732079","594","2011",2017/02/01 01:00:00+01,POINT(625440.3485000003 4777459.926899999)
SRBRGI6000385,Милентија,Milentija,"6003","5","70343","707449","184","2011",2017/02/01 01:00:00+01,POINT(499257.51159999985 4809176.180400001)
SRBRGI6000386,Рибари,Ribari,"6003","5","70343","707520","308","2011",2017/02/01 01:00:00+01,POINT(499368.77139999997 4807051.227700001)
SRBRGI6000387,Кобиље,Kobilje,"6003","5","70343","707341","370","2011",2017/02/01 01:00:00+01,POINT(502490.82490000036 4805658.3927)
SRBRGI6000388,Ботуња,Botunja,"6003","5","70343","707031","307","2011",2020/10/16 15:14:44+02,POINT(503959.13769999985 4807807.4056)
SRBRGI6000389,Мала Врбница,Mala Vrbnica,"6003","5","70343","707414","187","2011",2017/02/01 01:00:00+01,POINT(504914.67929999996 4805636.1099)
SRBRGI6000390,Тршановци,Tršanovci,"6003","5","70343","707562","577","2011",2017/02/01 01:00:00+01,POINT(504618.4293999998 4801918.207599999)
SRBRGI6000391,Игрош,Igroš,"6003","5","70343","707317","559","2011",2020/10/16 15:15:11+02,POINT(508009.06769999955 4803081.6653)
SRBRGI6000392,Стројинци,Strojinci,"6003","5","70343","707546","417","2011",2017/02/01 01:00:00+01,POINT(509591.95320000034 4801517.8748)
SRBRGI6000393,Жилинци,Žilinci,"6003","5","70343","707279","113","2011",2017/02/01 01:00:00+01,POINT(510909.64460000023 4804203.354)
SRBRGI6000394,Велика Врбница,Velika Vrbnica,"6003","5","70017","700070","441","2011",2017/02/01 01:00:00+01,POINT(497415.3468000004 4815207.416300001)
SRBRGI6000395,Лесковица,Leskovica,"6003","5","70017","700363","248","2011",2017/02/01 01:00:00+01,POINT(500766.55709999986 4819100.316299999)
SRBRGI6000396,Пепељевац,Pepeljevac,"6003","7","70670","721387","2175","2011",2017/02/01 01:00:00+01,POINT(520719.9099000003 4823617.138)
SRBRGI6000397,Петина,Petina,"6003","5","70670","721395","341","2011",2017/02/01 01:00:00+01,POINT(533919.8652999997 4815537.1436)
SRBRGI6000398,Пољаци,Poljaci,"6003","5","70670","721417","399","2011",2017/02/01 01:00:00+01,POINT(535284.6050000004 4815970.4794)
SRBRGI6000399,Позлата,Pozlata,"6003","5","70670","721409","119","2011",2017/02/01 01:00:00+01,POINT(539284.3202999998 4816924.1315)
SRBRGI6000400,Рибаре,Ribare,"6003","7","70670","721425","613","2011",2017/02/01 01:00:00+01,POINT(543317.1717999997 4809821.4421999995)
SRBRGI6000401,Рибарска Бања,Ribarska Banja,"6003","9","70670","721433","189","2011",2017/02/01 01:00:00+01,POINT(540977.1112000002 4808198.3609)
SRBRGI6000402,Рлица,Rlica,"6003","5","70670","721441","26","2011",2017/02/01 01:00:00+01,POINT(538516.2752999999 4810931.623299999)
SRBRGI6000403,Росица,Rosica,"6003","5","70670","721450","195","2011",2017/02/01 01:00:00+01,POINT(544733.7200999996 4809495.700099999)
SRBRGI6000404,Шашиловац,Šašilovac,"6003","7","70670","721646","373","2011",2017/02/01 01:00:00+01,POINT(519116.0992999999 4833139.9684999995)
SRBRGI6000405,Рајковац,Rajkovac,"6003","6","70173","704504","1932","2011",2017/02/01 01:00:00+01,POINT(474959.53170000017 4923639.477600001)
SRBRGI6000406,Црквине,Crkvine,"6003","5","70173","704539","195","2011",2017/02/01 01:00:00+01,POINT(471689.3103 4915424.4519)
SRBRGI6000407,Степојевац,Stepojevac,"6003","9","70165","704229","2894","2011",2017/02/01 01:00:00+01,POINT(443915.9759999998 4929170.4475)
SRBRGI6000408,Велики Црљени,Veliki Crljeni,"6003","9","70165","703982","4318","2011",2017/02/01 01:00:00+01,POINT(443343.8158999998 4924191.0052000005)
SRBRGI6000409,Соколово,Sokolovo,"6003","5","70165","704202","562","2011",2017/02/01 01:00:00+01,POINT(447254.10360000003 4926057.0754)
SRBRGI6000410,Лесковац,Leskovac,"6003","6","70165","704105","779","2011",2017/02/01 01:00:00+01,POINT(446880.38069999963 4930263.611)
SRBRGI6000411,Јунковац,Junkovac,"6003","7","70165","704075","834","2011",2017/02/01 01:00:00+01,POINT(448228.3649000004 4922236.7338)
SRBRGI6000412,Барзиловица,Barzilovica,"6003","7","70165","703931","844","2011",2017/02/01 01:00:00+01,POINT(443266.9670000002 4906416.5265)
SRBRGI6000413,Лукавица,Lukavica,"6003","5","70165","704113","442","2011",2017/02/01 01:00:00+01,POINT(443105.0482999999 4913160.210200001)
SRBRGI6000414,Пркосава,Prkosava,"6003","5","70165","704164","259","2011",2017/02/01 01:00:00+01,POINT(454272.19039999973 4915892.5524)
SRBRGI6000415,Јастребац,Jastrebac,"6003","5","70351","707856","19","2002",2017/02/01 01:00:00+01,POINT(568901.5130000003 4694731.2480999995)
SRBRGI6000416,Карадник,Karadnik,"6003","5","70351","707864","455","2002",2017/02/01 01:00:00+01,POINT(567000.7522 4704031.1873)
SRBRGI6000417,Кленике,Klenike,"6003","9","70351","707872","268","2002",2017/02/01 01:00:00+01,POINT(573158.0395 4693387.7696)
SRBRGI6000418,Клиновац,Klinovac,"6003","5","70351","707899","539","2002",2017/02/01 01:00:00+01,POINT(571370.0235000001 4696550.1415)
SRBRGI6000419,Кончуљ,Končulj,"6003","6","70351","707902","1306","2002",2017/02/01 01:00:00+01,POINT(556778.0944999997 4702810.7925)
SRBRGI6000420,Доганица,Doganica,"6003","5","70335","706728","28","2011",2017/02/01 01:00:00+01,POINT(609859.1105000004 4694357.0370000005)
SRBRGI6000421,Рикачево,Rikačevo,"6003","5","70335","706957","87","2011",2017/02/01 01:00:00+01,POINT(620795.6025 4695865.808599999)
SRBRGI6000422,Јарешник,Jarešnik,"6003","5","70335","706825","50","2011",2017/02/01 01:00:00+01,POINT(614042.4913999997 4694856.0689)
SRBRGI6000423,Назарица,Nazarica,"6003","5","70335","706876","28","2011",2020/10/16 15:14:44+02,POINT(612006.1948999995 4695556.677300001)
SRBRGI6000424,Зли Дол,Zli Dol,"6003","5","70335","706809","129","2011",2017/02/01 01:00:00+01,POINT(617649.7165999999 4698617.054199999)
SRBRGI6000425,Бресница,Bresnica,"6003","5","70335","706639","45","2011",2017/02/01 01:00:00+01,POINT(620319.4296000004 4700078.8665)
SRBRGI6000426,Млекоминци,Mlekominci,"6003","5","70335","706850","88","2011",2017/02/01 01:00:00+01,POINT(623464.2402999997 4701093.0386)
SRBRGI6000427,Буцељево,Buceljevo,"6003","5","70335","706647","14","2011",2017/02/01 01:00:00+01,POINT(620929.9541999996 4701407.0516)
SRBRGI6000428,Дукат,Dukat,"6003","7","70335","706787","260","2011",2017/02/01 01:00:00+01,POINT(609376.3459000001 4699752.777899999)
SRBRGI6000429,Радичевци,Radičevci,"6003","5","70335","706906","155","2011",2017/02/01 01:00:00+01,POINT(621977.1338999998 4702841.5320999995)
SRBRGI6000430,Мали Бошњак,Mali Bošnjak,"6003","5","70637","718530","236","2011",2017/02/01 01:00:00+01,POINT(402233.5031000003 4927744.8255)
SRBRGI6000431,Суботица,Subotica,"6003","5","70637","718556","272","2011",2017/02/01 01:00:00+01,POINT(402448.75349999964 4925272.6888)
SRBRGI6000432,Зукве,Zukve,"6003","5","70637","718491","216","2011",2017/02/01 01:00:00+01,POINT(410322.1107999999 4926092.838500001)
SRBRGI6000433,Баталаге,Batalage,"6003","7","70637","718394","393","2011",2017/02/01 01:00:00+01,POINT(410398.0263 4929672.722999999)
SRBRGI6000434,Свилеува,Svileuva,"6003","9","70637","718548","1464","2011",2017/02/01 01:00:00+01,POINT(406826.19120000023 4930484.0811)
SRBRGI6000435,Кониче,Koniče,"6003","5","71188","743747","233","2011",2017/02/01 01:00:00+01,POINT(442149.72420000006 4767630.368799999)
SRBRGI6000436,Крстац,Krstac,"6003","5","70742","726010","522","2011",2017/02/01 01:00:00+01,POINT(431448.80429999996 4854406.260199999)
SRBRGI6000437,Таково,Takovo,"6003","9","70483","713732","458","2011",2017/02/01 01:00:00+01,POINT(450892.32969999965 4876796.2051)
SRBRGI6000438,Лочевци,Ločevci,"6003","5","70483","713520","76","2011",2017/02/01 01:00:00+01,POINT(448177.83490000013 4877903.075200001)
SRBRGI6000439,Љеваја,Ljevaja,"6003","5","70483","713546","93","2011",2017/02/01 01:00:00+01,POINT(448508.97300000023 4879509.656400001)
SRBRGI6000440,Синошевићи,Sinoševići,"6003","5","70483","713716","174","2011",2017/02/01 01:00:00+01,POINT(451038.6442999998 4879016.000600001)
SRBRGI6000441,Озрем,Ozrem,"6003","5","70483","713627","250","2011",2017/02/01 01:00:00+01,POINT(445545.7307000002 4881359.883099999)
SRBRGI6000442,Брђани,Brđani,"6003","9","70483","713180","1041","2011",2017/02/01 01:00:00+01,POINT(451708.91789999977 4868422.7447999995)
SRBRGI6000443,Семедраж,Semedraž,"6003","5","70483","713708","243","2011",2017/02/01 01:00:00+01,POINT(451878.5999999996 4872164.8288)
SRBRGI6000444,Враћевшница,Vraćevšnica,"6003","9","70483","713244","85","2011",2017/02/01 01:00:00+01,POINT(469463.2001 4876466.9694)
SRBRGI6000445,Доњи Бранетићи,Donji Branetići,"6003","5","70483","713376","104","2011",2017/02/01 01:00:00+01,POINT(447398.8317999998 4882358.8037)
SRBRGI6000446,Бољковци,Boljkovci,"6003","7","70483","713163","366","2011",2017/02/01 01:00:00+01,POINT(447637.70040000044 4888056.032299999)
SRBRGI6000447,Ручићи,Ručići,"6003","5","70483","713686","89","2011",2017/02/01 01:00:00+01,POINT(449058.95749999955 4884831.638900001)
SRBRGI6000448,Крива Река,Kriva Reka,"6003","5","70483","713481","71","2011",2017/02/01 01:00:00+01,POINT(451719.2687999997 4885416.8704)
SRBRGI6000449,Рељинци,Reljinci,"6003","5","70483","713660","197","2011",2017/02/01 01:00:00+01,POINT(453392.0144999996 4889893.108899999)
SRBRGI6000450,Давидовица,Davidovica,"6003","5","70483","713341","54","2011",2017/02/01 01:00:00+01,POINT(452951.6453 4888037.595799999)
SRBRGI6000451,Церова,Cerova,"6003","5","70483","713783","71","2011",2017/02/01 01:00:00+01,POINT(454460.26099999994 4886017.089400001)
SRBRGI6000452,Мутањ,Mutanj,"6003","5","70483","713589","46","2011",2017/02/01 01:00:00+01,POINT(456791.92729999963 4885362.8335)
SRBRGI6000453,Угриновци,Ugrinovci,"6003","9","70483","713775","371","2011",2017/02/01 01:00:00+01,POINT(450917.7763 4891265.5998)
SRBRGI6000454,Трудељ,Trudelj,"6003","5","70483","713767","336","2011",2017/02/01 01:00:00+01,POINT(453232.9656999996 4895443.8281)
SRBRGI6000455,Доња Отуља,Donja Otulja,"6003","5","70432","711446","86","2011",2017/02/01 01:00:00+01,POINT(575565.1875999998 4703386.0395)
SRBRGI6000456,Доње Требешиње,Donje Trebešinje,"6003","7","70432","711489","774","2011",2017/02/01 01:00:00+01,POINT(576601.0142000001 4704340.301899999)
SRBRGI6000457,Каменица,Kamenica,"6003","5","70645","718947","329","2011",2017/02/01 01:00:00+01,POINT(471909.1068000002 4879811.200999999)
SRBRGI6000458,Кнежевац,Kneževac,"6003","5","70599","716987","196","2011",2017/02/01 01:00:00+01,POINT(473594.8348000003 4877977.608899999)
SRBRGI6000459,Сремска Митровица,Sremska Mitrovica,"6001","9","80403","804266","37751","2011",2017/02/01 01:00:00+01,POINT(390259.5552000003 4980399.299900001)
SRBRGI6000460,Стара Бингула,Stara Bingula,"6003","5","80403","804282","162","2011",2017/02/01 01:00:00+01,POINT(380675.87260000035 4999725.364700001)
SRBRGI6000461,Дивош,Divoš,"6003","9","80403","804118","1361","2011",2017/02/01 01:00:00+01,POINT(382866.3004999999 4996344.532)
SRBRGI6000462,Лежимир,Ležimir,"6003","9","80403","804185","699","2011",2017/02/01 01:00:00+01,POINT(387526.39240000024 4997602.5856)
SRBRGI6000463,Манђелос,Manđelos,"6003","7","80403","804193","1319","2011",2017/02/01 01:00:00+01,POINT(389639.6481999997 4993092.7140999995)
SRBRGI6000464,Гргуревци,Grgurevci,"6003","7","80403","804100","1129","2011",2017/02/01 01:00:00+01,POINT(393455.5758999996 4995484.784700001)
SRBRGI6000465,Чалма,Čalma,"6003","7","80403","804304","1431","2011",2017/02/01 01:00:00+01,POINT(382460.40110000037 4992955.813200001)
SRBRGI6000466,Злокућане,Zlokućane,"6003","5","70726","724360","192","2011",2017/02/01 01:00:00+01,POINT(580636.3315000003 4768016.8115)
SRBRGI6000467,Зољево,Zoljevo,"6003","5","70726","724386","225","2011",2017/02/01 01:00:00+01,POINT(580502.1458999999 4751223.3488)
SRBRGI6000468,Велики Суводол,Veliki Suvodol,"6003","5","70939","732168","401","2011",2017/02/01 01:00:00+01,POINT(622303.4539999999 4781429.3083)
SRBRGI6000469,Рсовци,Rsovci,"6003","5","70939","732664","106","2011",2017/02/01 01:00:00+01,POINT(644222.5368999997 4781511.5507)
SRBRGI6000470,Станичење,Staničenje,"6003","5","70939","732745","457","2011",2017/02/01 01:00:00+01,POINT(622583.8201000001 4784612.4462)
SRBRGI6000471,Добри До,Dobri Do,"6003","7","70939","732281","57","2011",2017/02/01 01:00:00+01,POINT(632675.0461999997 4785913.336999999)
SRBRGI6000472,Стубал,Stubal,"6003","5","70017","700550","595","2011",2017/02/01 01:00:00+01,POINT(505886.9963999996 4809571.198100001)
SRBRGI6000473,Крнуле,Krnule,"6003","6","70408","709930","921","2011",2017/02/01 01:00:00+01,POINT(401491.1507000001 4937563.2828)
SRBRGI6000474,Меховине,Mehovine,"6003","5","70408","709999","547","2011",2017/02/01 01:00:00+01,POINT(403244.0979000004 4943542.7958)
SRBRGI6000475,Месарци,Mesarci,"6003","5","70408","709972","485","2011",2017/02/01 01:00:00+01,POINT(416209.47530000005 4939760.001)
SRBRGI6000476,Ново Село,Novo Selo,"6003","5","70408","710016","95","2011",2017/02/01 01:00:00+01,POINT(415168.10979999974 4942534.5899)
SRBRGI6000477,Прово,Provo,"6003","9","70408","710032","2041","2011",2017/02/01 01:00:00+01,POINT(412987.66339999996 4946687.319800001)
SRBRGI6000478,Смиловац,Smilovac,"6003","7","71005","736619","891","2011",2017/02/01 01:00:00+01,POINT(547025.5382000003 4846910.917300001)
SRBRGI6000479,Стари Брачин,Stari Bračin,"6003","5","71005","736627","298","2011",2017/02/01 01:00:00+01,POINT(540344.3606000002 4846411.6545)
SRBRGI6000480,Подгорац,Podgorac,"6003","5","71005","736520","403","2011",2017/02/01 01:00:00+01,POINT(548213.8737000003 4842673.087300001)
SRBRGI6000481,Рујиште,Rujište,"6003","5","71005","736589","315","2011",2017/02/01 01:00:00+01,POINT(547063.7967999997 4833927.546499999)
SRBRGI6000482,Црни Као,Crni Kao,"6003","7","71005","736643","378","2011",2017/02/01 01:00:00+01,POINT(549992.4755999995 4834818.284499999)
SRBRGI6000483,Липовац,Lipovac,"6003","5","71005","736465","254","2011",2017/02/01 01:00:00+01,POINT(545788.8316000002 4833598.664000001)
SRBRGI6000484,Послон,Poslon,"6003","5","71005","736538","191","2011",2017/02/01 01:00:00+01,POINT(543259.9036999997 4833229.3904)
SRBRGI6000485,Радмировац,Radmirovac,"6003","5","71064","739073","132","2011",2017/02/01 01:00:00+01,POINT(580532.2452999996 4817417.9365)
SRBRGI6000486,Преконога,Prekonoga,"6003","5","71064","739065","465","2011",2017/02/01 01:00:00+01,POINT(589452.9172999999 4805255.185900001)
SRBRGI6000487,Попшица,Popšica,"6003","5","71064","739057","111","2011",2017/02/01 01:00:00+01,POINT(576842.8021 4813294.104)
SRBRGI6000488,Прибојске Челице,Pribojske Čelice,"6003","5","70971","734250","110","2011",2017/02/01 01:00:00+01,POINT(388053.2251000004 4817961.0439)
SRBRGI6000489,Кратово,Kratovo,"6003","7","70971","734152","285","2011",2017/02/01 01:00:00+01,POINT(389762.87179999985 4820653.7062)
SRBRGI6000490,Заостро,Zaostro,"6003","5","70971","734101","42","2011",2017/02/01 01:00:00+01,POINT(359925.6458999999 4816119.845899999)
SRBRGI6000491,Црнузи,Crnuzi,"6003","5","70971","734349","964","2011",2017/02/01 01:00:00+01,POINT(379354.9628999997 4824851.745100001)
SRBRGI6000492,Касидоли,Kasidoli,"6003","7","70971","734144","347","2011",2017/02/01 01:00:00+01,POINT(375914.5103000002 4823653.204600001)
SRBRGI6000493,Забрђе,Zabrđe,"6003","5","70971","734071","233","2011",2017/02/01 01:00:00+01,POINT(365439.1908 4825203.1435)
SRBRGI6000494,Стрмац,Strmac,"6003","5","70971","734306","99","2011",2017/02/01 01:00:00+01,POINT(360491.5696999999 4825395.9309)
SRBRGI6000495,Кукуровићи,Kukurovići,"6003","5","70971","734187","57","2011",2017/02/01 01:00:00+01,POINT(357069.70999999996 4819459.8829)
SRBRGI6000496,Горња Локошница,Gornja Lokošnica,"6003","5","70726","723975","105","2011",2017/02/01 01:00:00+01,POINT(580493.9044000003 4773364.856699999)
SRBRGI6000497,Горња Слатина,Gornja Slatina,"6003","5","70726","723983","181","2011",2017/02/01 01:00:00+01,POINT(584340.4188999999 4764897.6292)
SRBRGI6000498,Горње Синковце,Gornje Sinkovce,"6003","7","70726","724009","445","2011",2017/02/01 01:00:00+01,POINT(573265.2926000003 4757572.1077)
SRBRGI6000499,Горње Стопање,Gornje Stopanje,"6003","7","70726","724017","1829","2011",2017/02/01 01:00:00+01,POINT(573572.8817999996 4761092.6272)
SRBRGI6000500,Горње Трњане,Gornje Trnjane,"6003","5","70726","724025","215","2011",2017/02/01 01:00:00+01,POINT(572597.3880000003 4756610.185799999)
SRBRGI6000501,Грајевце,Grajevce,"6003","5","70726","724050","374","2011",2017/02/01 01:00:00+01,POINT(581018.1731000002 4766541.6369)
SRBRGI6000502,Граово,Graovo,"6003","5","70726","724068","215","2011",2017/02/01 01:00:00+01,POINT(590162.9011000004 4744836.444399999)
SRBRGI6000503,Игриште,Igrište,"6003","5","70726","724394","258","2011",2017/02/01 01:00:00+01,POINT(565761.1682000002 4747009.4955)
SRBRGI6000504,Јарсеново,Jarsenovo,"6003","7","70726","724408","338","2011",2017/02/01 01:00:00+01,POINT(588330.5809000004 4770748.306500001)
SRBRGI6000505,Јашуња,Jašunja,"6003","7","70726","724416","400","2011",2017/02/01 01:00:00+01,POINT(582928.2001 4768783.681)
SRBRGI6000506,Јелашница,Jelašnica,"6003","5","70726","724424","242","2011",2017/02/01 01:00:00+01,POINT(582248.5991000002 4766314.3576)
SRBRGI6000507,Калуђерце,Kaluđerce,"6003","5","70726","724432","167","2011",2017/02/01 01:00:00+01,POINT(568060.1452000001 4740800.0525)
SRBRGI6000508,Гргаје,Grgaje,"6003","5","71072","739448","67","2011",2017/02/01 01:00:00+01,POINT(409266.98230000027 4773969.0666000005)
SRBRGI6000509,Ораовица,Oraovica,"6003","7","70963","733822","3774","2002",2017/02/01 01:00:00+01,POINT(554333.0268000001 4686125.9300999995)
SRBRGI6000510,Печено,Pečeno,"6003","5","70963","733849","125","2002",2017/02/01 01:00:00+01,POINT(544183.4824000001 4687864.8136)
SRBRGI6000511,Рајинце,Rajince,"6003","7","70963","733865","1954","2002",2017/02/01 01:00:00+01,POINT(557247.0861999998 4692155.069599999)
SRBRGI6000512,Гргуровце,Grgurovce,"6003","7","70718","723258","331","2011",2017/02/01 01:00:00+01,POINT(562681.5332000004 4742064.5583999995)
SRBRGI6000513,Бабичко,Babičko,"6003","7","70726","723606","357","2011",2017/02/01 01:00:00+01,POINT(581404.9075999996 4776364.105900001)
SRBRGI6000514,Барје,Barje,"6003","5","70726","723622","247","2011",2017/02/01 01:00:00+01,POINT(565479.3788000001 4741487.804)
SRBRGI6000515,Белановце,Belanovce,"6003","5","70726","723649","505","2011",2017/02/01 01:00:00+01,POINT(568949.5417 4763508.4792)
SRBRGI6000516,Бели Поток,Beli Potok,"6003","5","70726","723657","568","2011",2017/02/01 01:00:00+01,POINT(574818.0192 4748612.1906)
SRBRGI6000517,Бистрица,Bistrica,"6003","5","70726","723665","50","2011",2017/02/01 01:00:00+01,POINT(587539.1616000002 4743929.0677000005)
SRBRGI6000518,Бобиште,Bobište,"6003","6","70726","723673","2635","2011",2017/02/01 01:00:00+01,POINT(579581.5908000004 4762783.007999999)
SRBRGI6000519,Лесковац,Leskovac,"6001","9","70726","724548","60288","2011",2017/02/01 01:00:00+01,POINT(577074.6842999998 4760730.0482)
SRBRGI6000520,Боћевица,Boćevica,"6003","5","70726","723703","118","2011",2017/02/01 01:00:00+01,POINT(590610.9495000001 4747589.7686)
SRBRGI6000521,Богојевце,Bogojevce,"6003","9","70726","723681","1376","2011",2017/02/01 01:00:00+01,POINT(578276.2917 4766772.157299999)
SRBRGI6000522,Бојишина,Bojišina,"6003","5","70726","723690","185","2011",2017/02/01 01:00:00+01,POINT(589950.0948999999 4748612.990700001)
SRBRGI6000523,Бучић,Bučić,"6003","5","70823","727849","489","2011",2017/02/01 01:00:00+01,POINT(556525.1832999997 4786936.5428)
SRBRGI6000524,Мерошина,Merošina,"6003","9","70823","727997","905","2011",2017/02/01 01:00:00+01,POINT(558402.8416999998 4792362.2695)
SRBRGI6000525,Брест,Brest,"6003","5","70823","727822","547","2011",2017/02/01 01:00:00+01,POINT(559251.3583000004 4792110.3463)
SRBRGI6000526,Градиште,Gradište,"6003","5","70823","727865","559","2011",2017/02/01 01:00:00+01,POINT(562413.4813000001 4791707.966399999)
SRBRGI6000527,Мекиш,Mekiš,"6003","6","70513","714712","1076","2011",2017/02/01 01:00:00+01,POINT(564504.7772000004 4785893.8475)
SRBRGI6000528,Шарлинац,Šarlinac,"6003","5","70513","714810","869","2011",2017/02/01 01:00:00+01,POINT(564100.1996999998 4782861.003699999)
SRBRGI6000529,Шаиновац,Šainovac,"6003","5","70513","714801","898","2011",2017/02/01 01:00:00+01,POINT(565620.7560999999 4781745.7563000005)
SRBRGI6000530,Пуковац,Pukovac,"6003","9","70513","714755","3864","2011",2017/02/01 01:00:00+01,POINT(569558.5911999997 4779586.2157000005)
SRBRGI6000531,Драшковац,Draškovac,"6003","5","70726","724254","652","2011",2017/02/01 01:00:00+01,POINT(568574.8797000004 4776737.0967)
SRBRGI6000532,Шарлинце,Šarlince,"6003","5","70726","725170","774","2011",2017/02/01 01:00:00+01,POINT(568506.4720999999 4776231.034399999)
SRBRGI6000533,Међа,Međa,"6003","5","70726","724637","821","2011",2017/02/01 01:00:00+01,POINT(568118.8673 4774099.8441)
SRBRGI6000534,Доње Бријање,Donje Brijanje,"6003","7","70726","724190","1283","2011",2017/02/01 01:00:00+01,POINT(566650.0743000004 4772398.7599)
SRBRGI6000535,Горње Бријање,Gornje Brijanje,"6003","5","70297","705845","393","2011",2017/02/01 01:00:00+01,POINT(565077.5606000004 4771863.5285)
SRBRGI6000536,Косанчић,Kosančić,"6003","7","70297","705985","362","2011",2017/02/01 01:00:00+01,POINT(563384.0538999997 4770824.3652)
SRBRGI6000537,Ћуковац,Ćukovac,"6003","5","70297","706175","72","2011",2017/02/01 01:00:00+01,POINT(559943.4127000002 4770259.2338)
SRBRGI6000538,Жалица,Žalica,"6003","5","70688","721956","5","2011",2017/02/01 01:00:00+01,POINT(501962.40199999977 4786521.5441)
SRBRGI6000539,Жегрова,Žegrova,"6003","5","70688","721964","31","2011",2017/02/01 01:00:00+01,POINT(514904.99590000045 4774178.625)
SRBRGI6000540,Жуч,Žuč,"6003","7","70688","721972","170","2011",2017/02/01 01:00:00+01,POINT(512463.0007999996 4783373.251)
SRBRGI6000541,Заграђе,Zagrađe,"6003","5","70688","721999","18","2011",2017/02/01 01:00:00+01,POINT(534124.7028000001 4754695.2224)
SRBRGI6000542,Зебица,Zebica,"6003","7","70688","722006","24","2011",2017/02/01 01:00:00+01,POINT(530398.4840000002 4758397.939300001)
SRBRGI6000543,Иван Кула,Ivan Kula,"6003","5","70688","722014","23","2011",2017/02/01 01:00:00+01,POINT(533845.8503999999 4756156.1263999995)
SRBRGI6000544,Игриште,Igrište,"6003","5","70688","722022","24","2011",2017/02/01 01:00:00+01,POINT(510444.95490000024 4780662.5929000005)
