geoidentifikator,name_1,name_2,localtype,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6018675,Тахировић Махала ,Tahirović Mahala,"6004","4","90034",,,,2017/02/01 01:00:00+01,POINT(488472.16949999984 4715203.184900001)
SRBRGI6018676,Харадиновић Махала,Haradinović Mahala,"6004","4","90034",,,,2017/02/01 01:00:00+01,POINT(487416.4798999997 4712353.616699999)
SRBRGI6018677,Алидаки,Alidaki,"6004","2","90140",,,,2017/02/01 01:00:00+01,POINT(561286.006 4720964.580399999)
SRBRGI6018678,Лалићи,Lalići,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(467133.2773000002 4722863.8311)
SRBRGI6018679,Бакај,Bakaj,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(468350.3629999999 4723488.249)
SRBRGI6018680,Паљево,Paljevo,"6004","4","90107",,,,2017/02/01 01:00:00+01,POINT(466485.04679999966 4727814.1952)
SRBRGI6018681,Андрићи,Andrići,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(464095.85450000037 4726718.818)
SRBRGI6018682,Кокићи,Kokići,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(461865.4124999996 4727417.319399999)
SRBRGI6018683,Обрадовићи,Obradovići,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(463542.87409999967 4727540.3509)
SRBRGI6018684,Опрашке,Opraške,"6004","5","90107",,,,2017/02/01 01:00:00+01,POINT(462491.15330000035 4726704.265799999)
SRBRGI6018685,Горња Махала,Gornja Mahala,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(461299.20299999975 4725657.8366)
SRBRGI6018686,Доња Махала,Donja Mahala,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(462149.1786000002 4724556.5063000005)
SRBRGI6018687,Козовина,Kozovina,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(463317.97780000046 4723535.8741)
SRBRGI6018688,Поточани,Potočani,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(462901.25820000004 4722630.997300001)
SRBRGI6018689,Бекићи,Bekići,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(460650.9724000003 4723305.6861000005)
SRBRGI6018690,Лугаџија,Lugadžija,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(460420.78440000024 4724083.5627)
SRBRGI6018691,Доња Махала,Donja Mahala,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(459662.75189999957 4727396.1526)
SRBRGI6018692,Горња Махала,Gornja Mahala,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(459182.5321000004 4728496.8215)
SRBRGI6018693,Доња Махала,Donja Mahala,"6004","4","90107",,,,2017/02/01 01:00:00+01,POINT(457559.31010000035 4728623.821799999)
SRBRGI6018694,Пејчиновићи,Pejčinovići,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(457706.15419999976 4729413.604699999)
SRBRGI6018695,Османовићи,Osmanovići,"6004","3","90107",,,,2017/02/01 01:00:00+01,POINT(458190.3426000001 4727941.195499999)
SRBRGI6018696,Доња Добруша,Donja Dobruša,"6004","4","90107",,,,2017/02/01 01:00:00+01,POINT(454701.80429999996 4727778.476500001)
SRBRGI6018697,Средње Набрђе,Srednje Nabrđe,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(450498.4874999998 4725051.131100001)
SRBRGI6018698,Горње Набрђе,Gornje Nabrđe,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(449958.7363999998 4724908.255799999)
SRBRGI6018699,Доње Набрђе,Donje Nabrđe,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(451300.1765999999 4724352.6296)
SRBRGI6018700,Горње Накло,Gornje Naklo,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(448395.04580000043 4724741.568)
SRBRGI6018701,Доње Накло,Donje Naklo,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(449126.6201999998 4724049.0197)
SRBRGI6018702,Бјелопач,Bjelopač,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(437213.93379999977 4729349.9574)
SRBRGI6018703,Махала Трубухоц,Mahala Trubuhoc,"6004","2","90239",,,,2017/02/01 01:00:00+01,POINT(454208.49980000034 4725450.707599999)
SRBRGI6018704,Махала Баљевац,Mahala Baljevac,"6004","2","90107",,,,2017/02/01 01:00:00+01,POINT(457118.92229999974 4725933.573100001)
SRBRGI6018705,Џамијска Махала,Džamijska Mahala,"6004","4","90034",,,,2017/02/01 01:00:00+01,POINT(486313.1651999997 4710297.800100001)
SRBRGI6018706,Фанић Махала,Fanić Mahala,"6004","4","90034",,,,2017/02/01 01:00:00+01,POINT(485705.94519999996 4711024.082800001)
SRBRGI6018707,Бујуб Махала,Bujub Mahala,"6004","4","90034",,,,2017/02/01 01:00:00+01,POINT(486463.9780000001 4712186.9289)
SRBRGI6018708,Локма Махала,Lokma Mahala,"6004","3","90034",,,,2017/02/01 01:00:00+01,POINT(485884.5393000003 4714242.7455)
SRBRGI6018709,Ђурђица,Đurđica,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(484377.73429999966 4711890.594900001)
SRBRGI6018710,Шаља Махала,Šalja Mahala,"6004","3","90034",,,,2017/02/01 01:00:00+01,POINT(484705.8183000004 4714076.057700001)
SRBRGI6018711,Плавић Махала,Plavić Mahala,"6004","4","90034",,,,2017/02/01 01:00:00+01,POINT(484535.16170000006 4714845.9967)
SRBRGI6018712,Келмен Махала,Kelmen Mahala,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(482796.8457000004 4710496.238)
SRBRGI6018713,Караћица,Karaćica,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(482193.59449999966 4710853.426200001)
SRBRGI6018714,Кастрати,Kastrati,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(482000.4483000003 4711504.3025)
SRBRGI6018715,Гаши,Gaši,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(482542.84520000033 4711242.364499999)
SRBRGI6018716,Фанић Махала,Fanić Mahala,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(480074.2778000003 4710964.5514)
SRBRGI6018717,Рацај Махала,Racaj Mahala,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(480375.9034000002 4710173.445699999)
SRBRGI6018718,Брег Махала,Breg Mahala,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(480189.37179999985 4712397.2731)
SRBRGI6018719,Шаља Махала,Šalja Mahala,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(480185.40309999976 4713869.6822999995)
SRBRGI6018720,Доња Махала,Donja Mahala,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(479904.9441999998 4714295.0008000005)
SRBRGI6018721,Рудај,Rudaj,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(478553.58210000023 4715988.999)
SRBRGI6018722,Делигаши Махала,Deligaši Mahala,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(480076.92370000016 4715718.461999999)
SRBRGI6018723,Башоти,Bašoti,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(477677.14800000004 4715322.2477)
SRBRGI6018724,Алур,Alur,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(478663.38439999986 4715083.4608)
SRBRGI6018725,Мухаџер,Muhadžer,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(478044.2581000002 4714849.304099999)
SRBRGI6018726,Фризи,Frizi,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(476639.3178000003 4715615.2743)
SRBRGI6018727,Степенице,Stepenice,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(475980.5039999997 4714071.4274)
SRBRGI6018729,Лекај,Lekaj,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(422113.7264999999 4728795.2796)
SRBRGI6018730,Ђевукај,Đevukaj,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(424070.3241999997 4726977.588400001)
SRBRGI6018731,Барлај,Barlaj,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(425725.9578 4727299.0578000005)
SRBRGI6018732,Затра,Zatra,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(441021.57799999975 4722281.448899999)
SRBRGI6018733,Брежаничка Улица,Brežanička Ulica,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(443590.02579999994 4721071.6392)
SRBRGI6018734,Стари Брежаник,Stari Brežanik,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(445723.6612 4721580.4584)
SRBRGI6018736,Јабајрам,Jabajram,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(442384.0837000003 4719012.407400001)
SRBRGI6018737,Стари Злопек,Stari Zlopek,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(446174.51209999993 4717286.7915)
SRBRGI6018738,Нови Злопек,Novi Zlopek,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(445960.8969999999 4718254.5342999995)
SRBRGI6018739,Орашје,Orašje,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(446787.7215999998 4721235.071599999)
SRBRGI6018740,Дашици,Dašici,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(448754.9025999997 4717619.5331)
SRBRGI6018741,Кастра,Kastra,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(449557.9145999998 4717659.882099999)
SRBRGI6018742,Мијатовићи,Mijatovići,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(450199.53050000034 4717874.8565)
SRBRGI6018743,Гораждевачко Насеље,Goraždevačko Naselje,"6004","3","90239",,,,2017/02/01 01:00:00+01,POINT(449318.4661999997 4719171.317399999)
SRBRGI6018744,Идризи,Idrizi,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(455772.7028999999 4722654.7576)
SRBRGI6018745,Брег,Breg,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(457979.3322999999 4718633.082900001)
SRBRGI6018746,Мухаџери,Muhadžeri,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(460558.15589999966 4718054.657299999)
SRBRGI6018747,Паскалица,Paskalica,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(462352.03450000007 4719642.160499999)
SRBRGI6018748,Шест Кућа,Šest Kuća,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(460899.46910000034 4721578.9144)
SRBRGI6018749,Паљушевци,Paljuševci,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(460939.15670000017 4722118.6655)
SRBRGI6018750,Гоџић Махала,Godžić Mahala,"6004","3","90271",,,,2017/02/01 01:00:00+01,POINT(480275.8859000001 4717517.1577)
SRBRGI6018751,Шаља,Šalja,"6004","2","90239",,,,2017/02/01 01:00:00+01,POINT(427845.0645000003 4728500.2542)
SRBRGI6018752,Брег Кућиште,Breg Kućište,"6004","2","90239",,,,2017/02/01 01:00:00+01,POINT(424858.10250000004 4727634.2382)
SRBRGI6018753,Риђево,Riđevo,"6004","5","90123",,,,2017/02/01 01:00:00+01,POINT(474639.0639000004 4714305.5842)
SRBRGI6018754,Бајловић,Bajlović,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(472837.2478 4715805.774700001)
SRBRGI6018755,Кривоч,Krivoč,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(472202.24650000036 4715361.273800001)
SRBRGI6018756,Цуцај,Cucaj,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(466631.51410000026 4715154.170299999)
SRBRGI6018757,Доње Чупево,Donje Čupevo,"6004","5","90123",,,,2017/02/01 01:00:00+01,POINT(464652.42679999955 4713429.0835)
SRBRGI6018758,Ђуричић,Đuričić,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(464017.4254999999 4714429.2105)
SRBRGI6018759,Растока,Rastoka,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(463922.17530000024 4711730.4551)
SRBRGI6018760,Миљчевић,Miljčević,"6004","5","90123",,,,2017/02/01 01:00:00+01,POINT(461644.10830000043 4714111.709899999)
SRBRGI6018761,Горња Грабаница,Gornja Grabanica,"6004","4","90123",,,,2017/02/01 01:00:00+01,POINT(462056.8591 4715032.4617)
SRBRGI6018762,Прчевци,Prčevci,"6004","3","90123",,,,2017/02/01 01:00:00+01,POINT(461325.9462000001 4715213.7018)
SRBRGI6018763,Тамник,Tamnik,"6004","4","90239",,,,2017/02/01 01:00:00+01,POINT(457262.59949999955 4713818.0217)
SRBRGI6018764,Колонија Ново Брдо,Kolonija Novo Brdo,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(536114.6558999997 4717438.226399999)
SRBRGI6018765,Плавица,Plavica,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(536448.0316000003 4716842.912699999)
SRBRGI6018766,Пауновци,Paunovci,"6004","3","90182",,,,2017/02/01 01:00:00+01,POINT(537670.409 4717136.6008)
SRBRGI6018767,Влајковци,Vlajkovci,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(537729.9403999997 4716647.7820999995)
SRBRGI6018768,Филиповац,Filipovac,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(537976.0033 4717721.9925999995)
SRBRGI6018769,Клокоћ,Klokoć,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(536440.0939999996 4719700.418400001)
SRBRGI6018770,Мрамор,Mramor,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(538845.1612999998 4719359.1052)
SRBRGI6018771,Мрковићи,Mrkovići,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(539392.8498999998 4719446.4179)
SRBRGI6018772,Столовићи,Stolovići,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(539456.3596000001 4718827.945)
SRBRGI6018773,Пориђанци,Poriđanci,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(541650.4611 4717607.627599999)
SRBRGI6018774,Керци,Kerci,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(542162.4308000002 4718003.8419)
SRBRGI6018775,Старо Село,Staro Selo,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(542241.8059999999 4717218.027799999)
SRBRGI6018776,Рапушина,Rapušina,"6004","3","90263",,,,2017/02/01 01:00:00+01,POINT(527071.7434999999 4718383.3079)
SRBRGI6018777,Бенук Махала,Benuk Mahala,"6004","2","90034",,,,2017/02/01 01:00:00+01,POINT(487358.1836000001 4720199.6405)
SRBRGI6018778,Асковићи,Askovići,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(542766.6615000004 4723390.286499999)
SRBRGI6018779,Дреновци,Drenovci,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(536408.3439999996 4725105.866699999)
SRBRGI6018780,Буловић Махала,Bulović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(533828.6513999999 4725367.8048)
SRBRGI6018781,Пацовић Махала,Pacović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(532733.2741999999 4724327.9902)
SRBRGI6018782,Грбеш Махала,Grbeš Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(533725.4637000002 4724161.3024)
SRBRGI6018783,Ајдаровић Махала,Ajdarović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(531169.5835999995 4724788.3662)
SRBRGI6018784,Врело,Vrelo,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(533297.4993000003 4723519.6865)
SRBRGI6018785,Ваковце,Vakovce,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(533876.2764999997 4721780.047599999)
SRBRGI6018786,Суљинар,Suljinar,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(535924.1556000002 4723526.301100001)
SRBRGI6018787,Модри Поток,Modri Potok,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(532161.773 4720736.2643)
SRBRGI6018788,Халиповић Махала,Halipović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(529066.1419000002 4724208.9275)
SRBRGI6018789,Суљић Махала,Suljić Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(526629.3245000001 4721406.9844)
SRBRGI6018790,Бичмети,Bičmeti,"6004","3","90263",,,,2017/02/01 01:00:00+01,POINT(526549.9493000004 4721859.422800001)
SRBRGI6018791,Пепић Махала,Pepić Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(525025.9463 4721922.922900001)
SRBRGI6018792,Батал Махала,Batal Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(523668.6310999999 4721999.6523)
SRBRGI6018793,Муртовић Махала,Murtović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(525608.0307999998 4722865.502900001)
SRBRGI6018794,Маљовић Махала,Maljović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(525283.9156 4723236.581800001)
SRBRGI6018795,Спајевић Махала,Spajević Mahala,"6004","3","90263",,,,2017/02/01 01:00:00+01,POINT(524017.8817999996 4723629.4888)
SRBRGI6018796,Вечерак Махала,Večerak Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(522843.1294999998 4723716.8015)
SRBRGI6018797,Маљевић Махала,Maljević Mahala,"6004","3","90263",,,,2017/02/01 01:00:00+01,POINT(523271.75540000014 4724574.053200001)
SRBRGI6018798,Смоница Махала,Smonica Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(525065.6339999996 4724526.428099999)
SRBRGI6018799,Челевић Махала,Čelević Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(527159.9400000004 4729422.399)
SRBRGI6018800,Лимановић Махала,Limanović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(528657.4846000001 4730057.4003)
SRBRGI6018801,Злаш,Zlaš,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(527469.5031000003 4725710.8166000005)
SRBRGI6018802,Баљевић Махала,Baljević Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(520928.19629999995 4727907.921)
SRBRGI6018803,Каменарник,Kamenarnik,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(542281.4935999997 4716535.4014)
SRBRGI6018804,Косовица,Kosovica,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(541030.6732999999 4719692.5484)
SRBRGI6018805,Миљковци,Miljkovci,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(543337.1831999999 4716368.7136)
SRBRGI6018806,Чукарица,Čukarica,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(542154.4933000002 4715995.6504)
SRBRGI6018807,Падина,Padina,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(542673.0777000003 4719798.381999999)
SRBRGI6018808,Шавар,Šavar,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(542829.1821999997 4720358.6383)
SRBRGI6018809,Популанци,Populanci,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(541405.7209999999 4721083.598099999)
SRBRGI6018810,Глибаре,Glibare,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(546194.6889000004 4719742.1579)
SRBRGI6018811,Доње Речане,Donje Rečane,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(545607.3126999997 4716821.152000001)
SRBRGI6018812,Горње Речане,Gornje Rečane,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(545400.2758 4717636.0703)
SRBRGI6018813,Ручевица,Ručevica,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(544709.0504999999 4719531.1523)
SRBRGI6018814,Горње Мочаре,Gornje Močare,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(548877.5692999996 4716860.8397)
SRBRGI6018815,Станиловац,Stanilovac,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(546932.8778999997 4718876.968699999)
SRBRGI6018816,Крстићи,Krstići,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(549095.1895000003 4719428.6261)
SRBRGI6018817,Горња Махала,Gornja Mahala,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(551862.0751999998 4718321.342599999)
SRBRGI6018818,Доња Махала,Donja Mahala,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(551521.4234999996 4717602.335899999)
SRBRGI6018819,Бујновце,Bujnovce,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(555267.2695000004 4720273.9715)
SRBRGI6018820,Рапунска Махала,Rapunska Mahala,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(559413.2493000003 4720500.784399999)
SRBRGI6018821,Крајњеделска Махала,Krajnjedelska Mahala,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(557999.9532000003 4713544.2256000005)
SRBRGI6018822,Мухаџери,Muhadžeri,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(555182.1349999998 4711750.346999999)
SRBRGI6018823,Коретински Мухаџери,Koretinski Muhadžeri,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(549978.7337999996 4710550.8675)
SRBRGI6018824,Доње Мочаре,Donje Močare,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(548699.2126000002 4715630.4604)
SRBRGI6018825,Кућиште,Kućište,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(546668.7896999996 4715887.5239)
SRBRGI6018826,Баљевићка Махала,Baljevićka Mahala,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(557280.0418999996 4726308.4004)
SRBRGI6018827,Халитовић Махала,Halitović Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(522390.69120000023 4724375.6153)
SRBRGI6018828,Бутовац,Butovac,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(520549.1875 4723097.6754)
SRBRGI6018829,Сутеска,Suteska,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(521922.37770000007 4722075.3233)
SRBRGI6018830,Ново Село,Novo Selo,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(515081.6797000002 4724049.594699999)
SRBRGI6018831,Нова Колонија,Nova Kolonija,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(513098.62370000035 4725241.545)
SRBRGI6018832,Софалија,Sofalija,"6003","5","90263","912999","484","1991",2017/02/01 01:00:00+01,POINT(516610.97449999955 4723746.646199999)
SRBRGI6018833,Лугађија,Lugađija,"6004","3","90204",,,,2017/02/01 01:00:00+01,POINT(502857.55229999963 4723031.2171)
SRBRGI6018834,Пусто Аде,Pusto Ade,"6004","4","90131",,,,2017/02/01 01:00:00+01,POINT(502489.78079999983 4722341.9761)
SRBRGI6018835,Ницак,Nicak,"6004","3","90204",,,,2017/02/01 01:00:00+01,POINT(500309.6096999999 4724893.887499999)
SRBRGI6018836,Миђанска Махала,Miđanska Mahala,"6004","4","90204",,,,2017/02/01 01:00:00+01,POINT(500889.04839999974 4724981.200200001)
SRBRGI6018837,Јанина Вода,Janina Voda,"6004","4","90204",,,,2017/02/01 01:00:00+01,POINT(503726.7103000004 4725167.731799999)
SRBRGI6018838,Рамушевић Махала,Ramušević Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(523906.75659999996 4723986.676999999)
SRBRGI6018839,Угрија Махала,Ugrija Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(521856.8855999997 4726788.7312)
SRBRGI6018840,Црводик Махала,Crvodik Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(523698.3892999999 4728257.171700001)
SRBRGI6018841,Спајевић Махала,Spajević Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(523997.6337000001 4729793.8747000005)
SRBRGI6018842,Јашаничка Махала,Jašanička Mahala,"6004","4","90263",,,,2017/02/01 01:00:00+01,POINT(514218.7463999996 4729628.3774999995)
SRBRGI6018843,Брегаџије,Bregadžije,"6004","4","90204",,,,2017/02/01 01:00:00+01,POINT(504241.15660000034 4729155.6984)
SRBRGI6018844,Мухићка Махала,Muhićka Mahala,"6004","3","90204",,,,2017/02/01 01:00:00+01,POINT(501402.17179999966 4725702.3499)
SRBRGI6018845,Барбатоска Махала,Barbatoska Mahala,"6004","2","90204",,,,2017/02/01 01:00:00+01,POINT(501080.4378000004 4726388.1512)
SRBRGI6018846,Бреговинска Махала,Bregovinska Mahala,"6004","3","90204",,,,2017/02/01 01:00:00+01,POINT(500182.9693999998 4726324.6511)
SRBRGI6018847,Спасина Махала,Spasina Mahala,"6004","4","90204",,,,2017/02/01 01:00:00+01,POINT(501141.82129999995 4725543.5996)
SRBRGI6018848,Чурило,Čurilo,"6004","4","90026",,,,2017/02/01 01:00:00+01,POINT(501088.9045000002 4727230.586300001)
SRBRGI6018849,Ајризи,Ajrizi,"6004","3","90026",,,,2017/02/01 01:00:00+01,POINT(498279.0239000004 4729241.423599999)
SRBRGI6018850,Ограђе,Ograđe,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(546397.5911999997 4711393.5671)
SRBRGI6018851,Трска,Trska,"6004","3","90140",,,,2017/02/01 01:00:00+01,POINT(545486.0998 4711527.1819)
SRBRGI6018852,Штрци,Štrci,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(543473.2780999998 4711183.2228)
SRBRGI6018853,Стара Махала,Stara Mahala,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(544581.2230000002 4711050.9309)
SRBRGI6018854,Кметови,Kmetovi,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(543323.1266999999 4710431.8046)
SRBRGI6018855,Листојковце,Listojkovce,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(543974.0029999996 4710257.179199999)
SRBRGI6018856,Нови Драганац,Novi Draganac,"6004","3","90042",,,,2017/02/01 01:00:00+01,POINT(539064.6495000003 4710185.741599999)
SRBRGI6018857,Манастир,Manastir,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(542080.9055000003 4711439.869100001)
SRBRGI6018858,Јабуковица,Jabukovica,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(541549.0919000003 4712058.9953000005)
SRBRGI6018859,Бајровићи,Bajrovići,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(540779.1529000001 4713325.028999999)
SRBRGI6018860,Хасановићи,Hasanovići,"6004","3","90042",,,,2017/02/01 01:00:00+01,POINT(539945.7137000002 4712233.6206)
SRBRGI6018861,Дејаница,Dejanica,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(542144.4056000002 4714337.0623)
SRBRGI6018862,Змијарник,Zmijarnik,"6004","4","90140",,,,2017/02/01 01:00:00+01,POINT(542480.1250999998 4714787.100500001)
SRBRGI6018863,Ораше,Oraše,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(541400.6228999998 4715207.788799999)
SRBRGI6018864,Достићи,Dostići,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(540916.4343999997 4714390.2247)
SRBRGI6018865,Баримци,Barimci,"6004","3","90182",,,,2017/02/01 01:00:00+01,POINT(539892.4948000005 4714191.786800001)
SRBRGI6018866,Косматанци,Kosmatanci,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(540467.9647000004 4715437.9768)
SRBRGI6018867,Топлик,Toplik,"6004","4","90182",,,,2017/02/01 01:00:00+01,POINT(539276.0143999998 4716147.0615)
SRBRGI6018868,Боричић,Boričić,"6004","4","90085",,,,2017/02/01 01:00:00+01,POINT(462263.96190000046 4708123.9154)
SRBRGI6018869,Насеље Љумбарда,Naselje Ljumbarda,"6004","2","90069",,,,2017/02/01 01:00:00+01,POINT(447313.81900000013 4710372.718900001)
SRBRGI6018870,Побрђе,Pobrđe,"6004","2","90069",,,,2017/02/01 01:00:00+01,POINT(439544.0042000003 4709868.7454)
