geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,shape_length,geometry
SRBRGI4000141,Шума,Šuma,"4000","2","80152",2017/02/01 01:00:00+01,732.699370588506,"MULTILINESTRING((455490.2571999999 5027964.222200001,455823.6328999996 5027311.758400001))"
SRBRGI4000142,Каменити виногради,Kameniti vinogradi,"4005","2","80152",2017/02/01 01:00:00+01,910.381304150962,"MULTILINESTRING((446204.78949999996 5024533.694800001,447099.0828999998 5024363.3028))"
SRBRGI4000143,Чикош пашњак,Čikoš pašnjak,"4007","2","80152",2017/02/01 01:00:00+01,3924.5778482828,"MULTILINESTRING((446413.0087000001 5014486.7983,450167.4537000004 5015629.8005))"
SRBRGI4000144,Спахијске шуме,Spahijske šume,"4000","2","80152",2017/02/01 01:00:00+01,3698.99313878595,"MULTILINESTRING((444704.6375000002 5011159.073100001,446387.3909 5007865.004000001))"
SRBRGI4000146,Манастирска шума,Manastirska šuma,"4000","2","80284",2017/02/01 01:00:00+01,446.023469249487,"MULTILINESTRING((424668.47339999955 5007280.421399999,425038.36170000024 5007031.1833999995))"
SRBRGI4000147,Мали песак,Mali pesak,"4008","2","80179",2017/02/01 01:00:00+01,323.26742221647,"MULTILINESTRING((423271.3652999997 5004905.4495,423544.2452999996 5004732.1338))"
SRBRGI4000148,Чортановачка шума,Čortanovačka šuma,"4000","2","80179",2017/02/01 01:00:00+01,1723.35965804694,"MULTILINESTRING((421452.86120000016 5002487.169299999,423115.7707000002 5002034.730900001))"
SRBRGI4000149,Доња шума,Donja šuma,"4000","2","80179",2017/02/01 01:00:00+01,2479.81003345939,"MULTILINESTRING((423345.9587000003 5001875.9805,425743.0884999996 5001240.9793))"
SRBRGI4000150,Горња шума,Gornja šuma,"4000","2","80179",2017/02/01 01:00:00+01,1941.97860428194,"MULTILINESTRING((421275.0592 5002204.393999999,423147.52080000006 5001689.448899999))"
SRBRGI4000151,Шума,Šuma,"4000","2","80152",2017/02/01 01:00:00+01,1262.06492250742,"MULTILINESTRING((456186.46169999987 4996206.939200001,456857.4463999998 4997275.857999999))"
SRBRGI4000152,Виногради,Vinogradi,"4005","2","80454",2017/02/01 01:00:00+01,1690.46620354298,"MULTILINESTRING((444070.51099999994 5007014.543299999,445751.1476999996 5006832.5096))"
SRBRGI4000153,Хубертова шума,Hubertova šuma,"4000","2","80454",2017/02/01 01:00:00+01,2400.09512037574,"MULTILINESTRING((442553.7520000003 5001613.3924,443157.00320000015 4999290.346000001))"
SRBRGI4000154,Ливаде,Livade,"4006","2","80144",2017/02/01 01:00:00+01,2972.82074149124,"MULTILINESTRING((461186.5273000002 5036599.6667,463784.7407999998 5038044.294600001))"
SRBRGI4000155,Виногради,Vinogradi,"4005","2","80152",2017/02/01 01:00:00+01,834.218123258666,"MULTILINESTRING((471440.2659 5014423.3149999995,471831.8499999996 5013686.713500001))"
SRBRGI4000156,Широке ливаде,Široke livade,"4006","2","80349",2017/02/01 01:00:00+01,4835.49178819207,"MULTILINESTRING((487081.8195000002 5013298.759400001,491917.0895999996 5013252.4572))"
SRBRGI4000157,Шума,Šuma,"4000","2","80349",2017/02/01 01:00:00+01,885.751621017067,"MULTILINESTRING((496789.52699999977 5009370.8696,497546.2368999999 5009831.2456))"
SRBRGI4000158,Пашњак,Pašnjak,"4007","2","80039",2017/02/01 01:00:00+01,1248.89827501743,"MULTILINESTRING((493324.8272000002 5003321.830499999,494197.9539999999 5002428.8599))"
SRBRGI4000159,Виногради,Vinogradi,"4005","2","80314",2017/02/01 01:00:00+01,1494.84975017773,"MULTILINESTRING((462689.1166000003 4983418.7466,463959.1191999996 4982630.286599999))"
SRBRGI4000160,Павловска ливада,Pavlovska livada,"4006","3","70653",2017/02/01 01:00:00+01,921.633799999952,"MULTILINESTRING((456606.77639999986 4832489.6941,457528.4101999998 4832489.6941))"
SRBRGI4000161,Велика ливада,Velika livada,"4006","3","70564",2017/02/01 01:00:00+01,569.214525519541,"MULTILINESTRING((444849.8250000002 4819953.825300001,445245.1133000003 4819544.249500001))"
SRBRGI4000162,Маркова ливада,Markova livada,"4006","3","70645",2017/02/01 01:00:00+01,657.43526431428,"MULTILINESTRING((492081.4294999996 4864397.6347,492729.1308000004 4864284.922))"
SRBRGI4000163,Мршава ливада,Mršava livada,"4006","3","70653",2017/02/01 01:00:00+01,402.164991159254,"MULTILINESTRING((464868.31230000034 4818154.209899999,465235.02550000045 4817989.1096))"
SRBRGI4000164,Равне ливаде,Ravne livade,"4006","3","70653",2017/02/01 01:00:00+01,740.437239829861,"MULTILINESTRING((480792.84669999965 4817442.3914,481533.2189999996 4817432.585100001))"
SRBRGI4000165,Дебела шума,Debela šuma,"4000","3","71005",2017/02/01 01:00:00+01,789.299734345231,"MULTILINESTRING((542744.2777000004 4847034.2826000005,543533.5573000005 4847039.920299999))"
SRBRGI4000166,Равне шуме,Ravne šume,"4000","3","70980",2017/02/01 01:00:00+01,1344.12766567493,"MULTILINESTRING((391899.23390000034 4807898.6995,393243.31989999954 4807888.1162))"
SRBRGI4000167,Стеничка шума,Stenička šuma,"4000","3","70564",2017/02/01 01:00:00+01,915.975294937004,"MULTILINESTRING((429524.6478000004 4810918.8894,430440.6107999999 4810914.1435))"
SRBRGI4000168,Сарићке ливаде,Sarićke livade,"4006","3","70564",2017/02/01 01:00:00+01,781.467677538809,"MULTILINESTRING((445017.75210000016 4797490.6778,445610.73759999964 4797999.6570999995))"
SRBRGI4000169,Мала шума,Mala šuma,"4000","3","71072",2017/02/01 01:00:00+01,432.055016688916,"MULTILINESTRING((433973.66530000046 4783434.8474,434388.53280000016 4783555.4977))"
SRBRGI4000170,Попове ливаде,Popove livade,"4006","3","71188",2017/02/01 01:00:00+01,517.563907263678,"MULTILINESTRING((433116.3300000001 4775630.082,433603.1643000003 4775805.765699999))"
SRBRGI4000171,Сајански пашњаци,Sajanski pašnjaci,"4007","5","80209",2017/02/01 01:00:00+01,3509.24391141105,"MULTILINESTRING((442049.41390000004 5071841.384,443509.9167999998 5075032.2654))"
SRBRGI4000172,Велике ливаде,Velike livade,"4006","5","5",2017/02/01 01:00:00+01,5334.10519361583,"MULTILINESTRING((360422.97890000045 5055349.5494,365756.9896 5055317.7993))"
SRBRGI4000173,Ливаде,Livade,"4006","5","80225",2017/02/01 01:00:00+01,8115.14208255271,"MULTILINESTRING((488617.2600999996 4958444.928099999,496671.19290000014 4959439.763499999))"
SRBRGI4000174,Мали песак,Mali pesak,"4008","5","80098",2017/02/01 01:00:00+01,4802.56952419785,"MULTILINESTRING((519563.5985000003 4972804.319599999,523119.60560000036 4969576.396500001))"
SRBRGI4000175,Горње ливаде,Gornje livade,"4006","5","4",2017/02/01 01:00:00+01,12270.198103615,"MULTILINESTRING((506714.0526999999 4984172.049699999,518048.82540000044 4979473.0403))"
SRBRGI4000176,Оповачке ливаде,Opovačke livade,"4006","5","80292",2017/02/01 01:00:00+01,6281.06717306843,"MULTILINESTRING((460398.49399999995 4987872.1974,466674.4232999999 4988126.197899999))"
SRBRGI4000177,Уздинске ливаде,Uzdinske livade,"4006","5","80217",2017/02/01 01:00:00+01,7470.12604046353,"MULTILINESTRING((469523.7960999999 4997378.2477,475381.6827999996 5002013.756999999))"
SRBRGI4000178,Ливаде,Livade,"4006","5","80152",2017/02/01 01:00:00+01,2569.10247352062,"MULTILINESTRING((468759.2167999996 5020344.1097,471288.63850000035 5020793.9023))"
SRBRGI4000179,Бојчинска шума,Bojčinska šuma,"4000","5","71293",2017/02/01 01:00:00+01,4755.47178651976,"MULTILINESTRING((430083.45359999966 4956278.9354,433721.4818000002 4953216.3772))"
SRBRGI4000180,Липовичка шума,Lipovička šuma,"4000","5","70092",2017/02/01 01:00:00+01,4799.93705956787,"MULTILINESTRING((450851.9417000003 4943775.739499999,454317.9902999997 4940455.211999999))"
SRBRGI4000181,Виногради,Vinogradi,"4005","2","80039",2017/02/01 01:00:00+01,472.183999208977,"MULTILINESTRING((493046.85529999994 5000857.7685,493226.7723000003 5001294.331900001))"
SRBRGI4000182,Велики пашњак,Veliki pašnjak,"4007","5","80144",2017/02/01 01:00:00+01,2842.32035521451,"MULTILINESTRING((475969.9190999996 5037063.032199999,478499.34080000035 5038359.493100001))"
SRBRGI4000183,Курковачке њиве,Kurkovačke njive,"4004","4","80152",2017/02/01 01:00:00+01,2852.92084403342,"MULTILINESTRING((465832.9193000002 5021952.7796,468626.9249 5022529.5725))"
SRBRGI4000184,Горње ливаде,Gornje livade,"4006","4","80152",2017/02/01 01:00:00+01,3098.4838183484,"MULTILINESTRING((460854.5356999999 5013641.462200001,461563.62040000036 5010625.2061))"
SRBRGI4000185,Велике ливаде,Velike livade,"4006","4","4",2017/02/01 01:00:00+01,2845.35306845378,"MULTILINESTRING((484558.99930000026 5007548.8982,485670.25150000025 5004929.517999999))"
SRBRGI4000186,Владимировачки пашњак,Vladimirovački pašnjak,"4007","4","80039",2017/02/01 01:00:00+01,2553.99757854705,"MULTILINESTRING((494083.5548999999 4995570.4571,495225.73730000015 4993286.0922))"
SRBRGI4000187,Сефкеринске ливаде,Sefkerinske livade,"4006","4","80292",2017/02/01 01:00:00+01,1567.50610575687,"MULTILINESTRING((465181.31909999996 4986578.2808,466748.68209999986 4986599.4614))"
SRBRGI4000188,Дашчанска шума,Daščanska šuma,"4000","4","80438",2017/02/01 01:00:00+01,3353.90914051751,"MULTILINESTRING((392235.0684000002 5110492.365700001,395261.90780000016 5111936.9936))"
SRBRGI4000189,Радановачка шума,Radanovačka šuma,"4000","4","80438",2017/02/01 01:00:00+01,4571.01360725443,"MULTILINESTRING((398759.21410000045 5113759.5548,401625.5762 5110198.918099999))"
SRBRGI4000190,Челаревска шума,Čelarevska šuma,"4000","2","80063",2017/02/01 01:00:00+01,931.876569827884,"MULTILINESTRING((382003.97389999963 5014345.7128,382935.83829999994 5014350.475299999))"
SRBRGI4000191,Урбан,Urban,"4005","3","80128",2017/02/01 01:00:00+01,939.248191824897,"MULTILINESTRING((524975.4730000002 4995346.1448,525780.6064999998 4994862.4639))"
SRBRGI4000192,Визош,Vizoš,"4005","2","80128",2017/02/01 01:00:00+01,523.409673925833,"MULTILINESTRING((526447.0224000001 4994758.2184999995,526970.4175000004 4994762.124399999))"
SRBRGI4000193,Црвенка,Crvenka,"4005","4","80128",2017/02/01 01:00:00+01,2521.21134189369,"MULTILINESTRING((526697.3322000001 4993413.763499999,528886.7636000002 4994663.9222))"
SRBRGI4000194,Пепелиште,Pepelište,"4009","2","70190",2017/02/01 01:00:00+01,3375.23149473502,"MULTILINESTRING((424736.7416000003 4943501.5984000005,425789.78529999964 4940294.842))"
SRBRGI4000195,Борачки гај,Borački gaj,"4000","3","70092",2017/02/01 01:00:00+01,1297.98291825497,"MULTILINESTRING((444728.42929999996 4933086.6998,445456.03500000015 4932011.8279))"
SRBRGI4000196,Забран,Zabran,"4000","3","70190",2017/02/01 01:00:00+01,889.363902338953,"MULTILINESTRING((438713.12310000043 4945668.3245,439424.49459999986 4946202.102299999))"
SRBRGI4000197,Ливаде,Livade,"4006","4","80373",2017/02/01 01:00:00+01,1588.16347880311,"MULTILINESTRING((490394.91309999954 5022607.0151,491982.96270000003 5022587.9966))"
SRBRGI4000198,Доње ливаде,Donje livade,"4006","4","80373",2017/02/01 01:00:00+01,1052.43647652169,"MULTILINESTRING((483626.20859999955 5034486.006100001,484678.5686999997 5034473.327099999))"
SRBRGI4000199,Крстачка шума,Krstačka šuma,"4000","4","80438",2017/02/01 01:00:00+01,2630.93601259893,"MULTILINESTRING((396136.78560000006 5115082.383099999,398372.3984000003 5113695.350400001))"
SRBRGI4000200,Келебијска шума,Kelebijska šuma,"4000","4","80438",2017/02/01 01:00:00+01,1315.98359281007,"MULTILINESTRING((390130.8119999999 5112632.7829,391129.56400000025 5111775.865599999))"
SRBRGI4000201,Хајдуковачка шума,Hajdukovačka šuma,"4000","4","80438",2017/02/01 01:00:00+01,3752.37302294691,"MULTILINESTRING((401582.36980000045 5109864.4564,405185 5108814.9999))"
SRBRGI4000202,Пашњак,Pašnjak,"4007","4","80195",2017/02/01 01:00:00+01,2965.15674460613,"MULTILINESTRING((418948.06010000035 5099588.240599999,420230.76269999985 5096914.885299999))"
SRBRGI4000203,Старе ливаде,Stare livade,"4006","4","80276",2017/02/01 01:00:00+01,1569.06042170388,"MULTILINESTRING((431892.01999999955 5105878.324999999,432606.3964999998 5104481.3222))"
SRBRGI4000204,Нове ливаде,Nove livade,"4006","4","80276",2017/02/01 01:00:00+01,1694.0280049134,"MULTILINESTRING((433339.2549999999 5105751.523399999,434172.31010000035 5104276.481000001))"
SRBRGI4000205,Ливаде,Livade,"4006","4","80250",2017/02/01 01:00:00+01,3480.62562868036,"MULTILINESTRING((472463.93730000034 5067264.017200001,474416.56620000023 5070145.3355))"
SRBRGI4000206,Брешка шума,Breška šuma,"4000","4","80381",2017/02/01 01:00:00+01,2392.26148410288,"MULTILINESTRING((340536.9874 5085644.1295,341819.6900000004 5087663.433599999))"
SRBRGI4000207,Колутска шума,Kolutska šuma,"4000","4","80381",2017/02/01 01:00:00+01,1773.91396069992,"MULTILINESTRING((341498.9583999999 5080914.218699999,342813.94020000007 5082104.846100001))"
SRBRGI4000208,Ливаде,Livade,"4006","4","80047",2017/02/01 01:00:00+01,1636.61970450732,"MULTILINESTRING((340684.0521 5061314.340600001,342308.5970999999 5061115.9026999995))"
SRBRGI4000209,Коњовића ливада,Konjovića livada,"4006","4","80381",2017/02/01 01:00:00+01,3504.7008474373,"MULTILINESTRING((361112.2189999996 5072698.2085,363842.72449999955 5070501.1041))"
SRBRGI4000210,Нове ливаде,Nove livade,"4006","4",,2017/02/01 01:00:00+01,6633.2106525131,"MULTILINESTRING((369914.6206 5071830.737199999,374696.1802000003 5076428.146400001))"
SRBRGI4000211,Дорословачка шума,Doroslovačka šuma,"4000","4","5",2017/02/01 01:00:00+01,2461.2859182198,"MULTILINESTRING((355088.73060000036 5049401.264900001,357144.5471999999 5050754.611300001))"
SRBRGI4000212,Прерадовићеве ливаде,Preradovićeve livade,"4006","4","5",2017/02/01 01:00:00+01,6292.87540863973,"MULTILINESTRING((363943.6141999997 5057271.853700001,369823.7259999998 5055030.2993))"
SRBRGI4000213,Горња шума,Gornja šuma,"4000","4","80306",2017/02/01 01:00:00+01,1358.73940593402,"MULTILINESTRING((358407.4693999998 5042799.3166000005,359753.67200000025 5042615.166300001))"
SRBRGI4000214,Виногради,Vinogradi,"4005","2","70904",2017/02/01 01:00:00+01,1067.9933942613,"MULTILINESTRING((524168.8344999999 4850966.9647,525147.5093999999 4850539.407299999))"
SRBRGI4000215,Кривоблатска шума,Krivoblatska šuma,"4000","4","80438",2017/02/01 01:00:00+01,1015.99223055969,"MULTILINESTRING((390681.7259999998 5113766.5023,391697.7084999997 5113762.0557))"
SRBRGI4000216,Јасеновац,Jasenovac,"4000","2","80438",2017/02/01 01:00:00+01,743.933211268417,"MULTILINESTRING((399329.4040000001 5114966.4157,400073.2960000001 5114958.5853))"
SRBRGI4000217,Шума Јунаковић,Šuma Junaković,"4000","2","80047",2017/02/01 01:00:00+01,1347.78925530064,"MULTILINESTRING((347415.2087000003 5059775.2344,348399.4606999997 5060695.986199999))"
SRBRGI4000218,Кошутњак,Košutnjak,"4000","4","0",2017/02/01 01:00:00+01,3166.30000939978,"MULTILINESTRING((454871.56680000015 4958544.049900001,455925.61679999996 4955558.344900001))"
SRBRGI4000219,Миљаковачка шума,Miljakovačka šuma,"4000","2","70211",2017/02/01 01:00:00+01,1477.63031342359,"MULTILINESTRING((455855.8367999997 4954241.006999999,457329.0396999996 4954355.3072999995))"
SRBRGI4000220,Велики забран,Veliki zabran,"4000","4","71269",2017/02/01 01:00:00+01,1148.50288012087,"MULTILINESTRING((390764.05709999986 4954854.211200001,391912.40050000045 4954835.0722))"
SRBRGI4000221,Забран,Zabran,"4000","4","71293",2017/02/01 01:00:00+01,1477.96690000035,"MULTILINESTRING((433474.91669999994 4961810.750499999,434952.8836000003 4961810.750499999))"
SRBRGI4000222,Стари виногради,Stari vinogradi,"4005","4","80268",2017/02/01 01:00:00+01,2412.17235333742,"MULTILINESTRING((436548.3903999999 5044012.522600001,438929.6451000003 5043627.553099999))"
SRBRGI4000223,Средњи виногради,Srednji vinogradi,"4005","4","80268",2017/02/01 01:00:00+01,1221.27524952586,"MULTILINESTRING((435961.0142000001 5043329.896299999,437044.48510000017 5042766.332599999))"
SRBRGI4000224,Ливаде,Livade,"4006","4","80268",2017/02/01 01:00:00+01,3303.03838462106,"MULTILINESTRING((442513.8077999996 5050736.8214,445530.0639000004 5052083.0241))"
SRBRGI4000225,Ливаде,Livade,"4006","4","80268",2017/02/01 01:00:00+01,4224.15232234904,"MULTILINESTRING((441268.01570000034 5048286.487400001,445389.1738999998 5047359.385500001))"
SRBRGI4000226,Врањовачке ливаде,Vranjovačke livade,"4006","4","2",2017/02/01 01:00:00+01,2727.82384134749,"MULTILINESTRING((446268.84389999975 5052640.282400001,448275.4479 5050792.4287))"
SRBRGI4000227,Ливаде,Livade,"4006","4","80209",2017/02/01 01:00:00+01,2735.24660882234,"MULTILINESTRING((460238.9084000001 5081190.267999999,462974.01379999984 5081162.4748))"
SRBRGI4000228,Доња шума,Donja šuma,"4000","4","80306",2017/02/01 01:00:00+01,1301.01846226018,"MULTILINESTRING((356851.5214999998 5038547.0162,357472.7045 5039690.1613))"
SRBRGI4000229,Ливаде,Livade,"4006","4","80063",2017/02/01 01:00:00+01,2827.08810889737,"MULTILINESTRING((372607.7307000002 5018414.934599999,375015.44379999954 5016933.265000001))"
SRBRGI4000230,Бођанска шума,Bođanska šuma,"4000","4","80055",2017/02/01 01:00:00+01,3242.13081688551,"MULTILINESTRING((352764.2849000003 5028255.3355,355952.5203999998 5027666.636399999))"
SRBRGI4000231,Средња шума,Srednja šuma,"4000","4","80055",2017/02/01 01:00:00+01,1176.6175267437,"MULTILINESTRING((355195.31149999984 5022287.585100001,356114.74039999954 5023021.805299999))"
SRBRGI4000232,Плаванска шума,Plavanska šuma,"4000","4","80055",2017/02/01 01:00:00+01,2517.20165185969,"MULTILINESTRING((354893.1070999997 5021915.5967,357406.65380000044 5021779.9975000005))"
SRBRGI4000233,Радинска шума,Radinska šuma,"4000","4","80497",2017/02/01 01:00:00+01,1947.5353372671,"MULTILINESTRING((360640.53920000046 4989852.0692,362181.7401999999 4991042.6965))"
SRBRGI4000234,Салаш-ливаде,Salaš-livade,"4006","4","80063",2017/02/01 01:00:00+01,2025.64993323762,"MULTILINESTRING((382090.74340000004 5022153.965500001,383440.1211000001 5020643.1917))"
SRBRGI4000235,Точкови виногради,Točkovi vinogradi,"4000","4","70807",2017/02/01 01:00:00+01,2014.59981691625,"MULTILINESTRING((528501.4334000004 4939263.642999999,530516.0197999999 4939270.9955))"
SRBRGI4000236,Дучински гај,Dučinski gaj,"4000","4","0",2017/02/01 01:00:00+01,1444.1909168929,"MULTILINESTRING((461892.00549999997 4927297.199100001,462857.25710000005 4928371.4322))"
SRBRGI4000237,Манастирска шума,Manastirska šuma,"4000","4","70734",2017/02/01 01:00:00+01,3521.05193960836,"MULTILINESTRING((362507.3707999997 4924125.599199999,363796.42339999974 4927402.205700001))"
SRBRGI4000238,Ливаде,Livade,"4006","4","80454",2017/02/01 01:00:00+01,2387.69597820207,"MULTILINESTRING((428147.96910000034 5016022.0821,430534.51549999975 5015947.9986000005))"
SRBRGI4000239,Висока шума,Visoka šuma,"4000","4","80357",2017/02/01 01:00:00+01,2233.95699271931,"MULTILINESTRING((410468.5212000003 4951452.6961,412634.8015999999 4950906.991900001))"
SRBRGI4000240,Црквена шума,Crkvena šuma,"4000","4","70408",2017/02/01 01:00:00+01,1236.50499001538,"MULTILINESTRING((396940.3300999999 4930769.4428,397495.9561999999 4931874.080399999))"
SRBRGI4000241,Избишки виногради,Izbiški vinogradi,"4005","4","80128",2017/02/01 01:00:00+01,2212.92609286609,"MULTILINESTRING((510739.25739999954 4978792.66,512703.7926000003 4977774.0122))"
SRBRGI4000242,Баваништанске ливаде,Bavaništanske livade,"4006","4","80314",2017/02/01 01:00:00+01,4365.95841700508,"MULTILINESTRING((478218.8838999998 4950073.191400001,481933.64130000025 4947779.249299999))"
SRBRGI4000243,Црепајски виногради,Crepajski vinogradi,"4005","4","80217",2017/02/01 01:00:00+01,1082.13119533927,"MULTILINESTRING((470231.82380000036 4980436.075999999,471313.8108000001 4980418.4109000005))"
SRBRGI4000244,Делиблатска пешчара,Deliblatska peščara,"4008","9","4",2017/02/01 01:00:00+01,35163.4864464629,"MULTILINESTRING((495128.3514999999 4985751.361099999,520052.1513 4960946.624))"
SRBRGI4000245,Нешковића гај,Neškovića gaj,"4000","2","71145",2017/02/01 01:00:00+01,567.148951557838,"MULTILINESTRING((391857.6794999996 4858328.1029,392424.8228000002 4858325.571))"
SRBRGI4000246,Борићи,Borići,"4000","2","71072",2017/02/01 01:00:00+01,278.031799999997,"MULTILINESTRING((420890.0776000004 4791364.357100001,421168.1094000004 4791364.357100001))"
SRBRGI4000247,Велике ливаде,Velike livade,"4006","4","80225",2017/02/01 01:00:00+01,3792.3334018145,"MULTILINESTRING((494332.1668999996 4970254.064300001,496025.5036000004 4966860.7763))"
SRBRGI4000248,Баваништанске ливаде,Bavaništanske livade,"4006","4","80225",2017/02/01 01:00:00+01,1601.07400215,"MULTILINESTRING((495791.9707000004 4965246.251800001,497346.4008999998 4965629.898399999))"
SRBRGI4000249,Ливаде,Livade,"4006","4","80314",2017/02/01 01:00:00+01,5941.77543350667,"MULTILINESTRING((479598.9519999996 4967845.249,485358.3666000003 4966384.4825))"
SRBRGI4000250,Милошеве њиве,Miloševe njive,"4004","4","71099",2017/02/01 01:00:00+01,1393.7808113752,"MULTILINESTRING((494031.16089999955 4939825.6117,494545.5120000001 4938530.209100001))"
SRBRGI4000251,Уљмански виногради,Uljmanski vinogradi,"4005","4","80128",2017/02/01 01:00:00+01,3553.4945947278,"MULTILINESTRING((506821.17569999956 4981464.1131,509875.5318 4979648.009400001))"
SRBRGI4000252,Загајички виногради,Zagajički vinogradi,"4005","4","80098",2017/02/01 01:00:00+01,1697.33520456943,"MULTILINESTRING((514166.6986999996 4977483.5858,515805.0904000001 4977040.1679))"
SRBRGI4000253,Боговађска шума,Bogovađska šuma,"4000","4","70700",2017/02/01 01:00:00+01,3588.04520844162,"MULTILINESTRING((433787.6749 4906595.857899999,434852.625 4910022.218900001))"
SRBRGI4000254,Никића шуме,Nikića šume,"4000","4","71234",2017/02/01 01:00:00+01,1341.02261526591,"MULTILINESTRING((396557.94350000005 4843559.8708,397880.86280000024 4843779.475400001))"
SRBRGI4000255,Државна шума,Državna šuma,"4000","4","71242",2017/02/01 01:00:00+01,7834.91211656704,"MULTILINESTRING((444598.40749999974 4854661.3354,450204.27809999976 4849187.7568))"
SRBRGI4000256,Велика ливада,Velika livada,"4006","4","70653",2017/02/01 01:00:00+01,844.78514056593,"MULTILINESTRING((477829.9793999996 4820227.9822,478541.70990000013 4819772.898))"
SRBRGI4000257,Засадске ливаде,Zasadske livade,"4006","4","70653",2017/02/01 01:00:00+01,972.071217852721,"MULTILINESTRING((462890.0351 4818439.57,463403.3278000001 4817614.068299999))"
SRBRGI4000258,Гарске шуме,Garske šume,"4000","4","70670",2017/02/01 01:00:00+01,828.299642267408,"MULTILINESTRING((522747.1509999996 4821437.705499999,523419.19400000013 4820953.517000001))"
SRBRGI4000259,Велике ливаде,Velike livade,"4006","4","71021",2017/02/01 01:00:00+01,1165.74605044428,"MULTILINESTRING((475700.60819999967 4809466.7564,476866.32079999987 4809457.9253))"
SRBRGI4000260,Виногради,Vinogradi,"4005","4","71315",2017/02/01 01:00:00+01,1761.21817589221,"MULTILINESTRING((566822.0883 4804859.096899999,567978.8224999998 4803530.9947))"
SRBRGI4000261,Падинска шума,Padinska šuma,"4000","4","70297",2017/02/01 01:00:00+01,1339.54468372752,"MULTILINESTRING((545916.3973000003 4763144.5744,547087.0745999999 4763795.646299999))"
SRBRGI4000262,Црна шума,Crna šuma,"4000","3","80381",2017/02/01 01:00:00+01,1506.39910866275,"MULTILINESTRING((336969.35639999993 5080961.8961,338245.70889999997 5081761.9977))"
SRBRGI4000263,Слатински виногради,Slatinski vinogradi,"4005","3","80047",2017/02/01 01:00:00+01,1282.38313406317,"MULTILINESTRING((344198.9173999997 5060720.794299999,345323.3987999996 5060104.3138999995))"
SRBRGI4000264,Мале ливаде,Male livade,"4006","3","80306",2017/02/01 01:00:00+01,2143.17009963324,"MULTILINESTRING((362029.3997999998 5054504.733200001,363497.84020000044 5052943.6884))"
SRBRGI4000265,Велике ливаде,Velike livade,"4006","3","80489",2017/02/01 01:00:00+01,1634.40986672513,"MULTILINESTRING((447252.65500000026 5092916.758400001,448408.35730000027 5094072.4607))"
SRBRGI4000266,Пашњак,Pašnjak,"4007","3","80209",2017/02/01 01:00:00+01,2128.0611976658,"MULTILINESTRING((461668.9115000004 5076770.1711,463514.3839999996 5077829.829399999))"
SRBRGI4000267,Ситна шума,Sitna šuma,"4000","3","80055",2017/02/01 01:00:00+01,701.427031606825,"MULTILINESTRING((357169.6013000002 5020391.4596,357870.4824999999 5020363.793299999))"
SRBRGI4000268,Виногради,Vinogradi,"4005","3","80187",2017/02/01 01:00:00+01,1941.95364535176,"MULTILINESTRING((411824.12430000026 4998112.9012,412440.6047 4996271.397500001))"
SRBRGI4000269,Нови виногради,Novi vinogradi,"4005","3","80152",2017/02/01 01:00:00+01,2485.45743864757,"MULTILINESTRING((436747.23929999955 5034796.2019,438903.1381000001 5033559.4322999995))"
SRBRGI4000270,Виногради,Vinogradi,"4005","3","80454",2017/02/01 01:00:00+01,571.563812981607,"MULTILINESTRING((436980.95040000044 5008951.9344,437552.45150000043 5008943.467700001))"
SRBRGI4000271,Виногради,Vinogradi,"4005","3","80179",2017/02/01 01:00:00+01,3133.68281909619,"MULTILINESTRING((436502.62880000006 5000551.1252,439524.17650000006 4999720.331900001))"
SRBRGI4000272,Адамов виноград,Adamov vinograd,"4005","3","80179",2017/02/01 01:00:00+01,479.425999999978,"MULTILINESTRING((427861.1660000002 4986380.016799999,428340.5920000002 4986380.016799999))"
SRBRGI4000273,Молска шума,Molska šuma,"4000","2","80012",2017/02/01 01:00:00+01,2114.61580145922,"MULTILINESTRING((433802.9475999996 5068882.6028,435295.1476999996 5070380.914799999))"
SRBRGI4000274,Мале ливаде,Male livade,"4006","3","80039",2017/02/01 01:00:00+01,1021.51302040118,"MULTILINESTRING((498499.4530999996 4992448.6965,499520.74679999985 4992469.8632))"
SRBRGI4000275,Виногради,Vinogradi,"4005","3","80039",2017/02/01 01:00:00+01,2683.63174061831,"MULTILINESTRING((496834.19460000005 4986303.810699999,499231.3244000003 4985097.3083))"
SRBRGI4000276,Виногради,Vinogradi,"4005","3","80349",2017/02/01 01:00:00+01,1133.88702396604,"MULTILINESTRING((507369.51669999957 5004647.3093,508503.37480000034 5004655.4081999995))"
SRBRGI4000277,Пашњак,Pašnjak,"4007","2","80039",2017/02/01 01:00:00+01,1196.99005322329,"MULTILINESTRING((498412.6690999996 4987809.1843,499161.97059999965 4986875.7324))"
SRBRGI4000278,Сакуљанов пашњак,Sakuljanov pašnjak,"4007","3","80373",2017/02/01 01:00:00+01,1965.9375,"MULTILINESTRING((493863.22119999956 5019382.210200001,495829.15869999956 5019382.210200001))"
SRBRGI4000279,Ливаде,Livade,"4006","3","80373",2017/02/01 01:00:00+01,2866.78505834597,"MULTILINESTRING((495227.61980000045 5021250.579600001,498094.34860000014 5021232.6197))"
