geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,shape_length,geometry
SRBRGI5000281,Лекарски рид,Lekarski rid,"5002","3","71137",2017/02/01 01:00:00+01,772.041793955936,"MULTILINESTRING((608960 4723915,609245 4724250,609367 4724559))"
SRBRGI5000282,Ђонова чука,Đonova čuka,"5002","2","71137",2017/02/01 01:00:00+01,726.998137615473,"MULTILINESTRING((599401 4730070,599415 4730149,599436 4730227,599463 4730303,599497 4730377,599536 4730447,599582 4730514,599632 4730577,599688 4730636,599748 4730690))"
SRBRGI5000283,Мамутова долина,Mamutova dolina,"5002","2","71137",2017/02/01 01:00:00+01,579.72579725246,"MULTILINESTRING((599180 4731363,599291 4731932))"
SRBRGI5000284,Седло,Sedlo,"5003","2","70416",2017/02/01 01:00:00+01,306.850800995636,"MULTILINESTRING((594886 4738415,594932 4738374,594972 4738328,595007 4738278,595037 4738224,595060 4738167))"
SRBRGI5000285,Плаће,Plaće,"5002","2","70416",2017/02/01 01:00:00+01,358.353177745084,"MULTILINESTRING((594836 4736775,595152 4736944))"
SRBRGI5000286,Преслап,Preslap,"5002","2","70726",2017/02/01 01:00:00+01,493.627389839745,"MULTILINESTRING((597192 4737540,597590 4737832))"
SRBRGI5000287,Јеленче,Jelenče,"5002","2","71137",2017/02/01 01:00:00+01,507.961612722851,"MULTILINESTRING((598878 4736119,599366 4735978))"
SRBRGI5000288,Бељино бачевиште,Beljino bačevište,"5002","2","71137",2017/02/01 01:00:00+01,1110.04365596827,"MULTILINESTRING((596802 4736217,596880 4736183,596955 4736142,597026 4736095,597093 4736042,597156 4735984,597213 4735920,597264 4735852,597310 4735780,597349 4735704,597382 4735626,597408 4735544,597427 4735461,597439 4735376))"
SRBRGI5000289,Кадрињача,Kadrinjača,"5002","4","70068",2017/02/01 01:00:00+01,427.179711067499,"MULTILINESTRING((386820.04870000016 4886298.6876,386978.79899999965 4886487.203600001,387127.62739999965 4886589.729800001))"
SRBRGI5000290,Дукиновац,Dukinovac,"5002","4","70068",2017/02/01 01:00:00+01,453.0057641759,"MULTILINESTRING((390426.1051000003 4885166.225299999,390675.6798999999 4885544.2817))"
SRBRGI5000291,Дебело брдо,Debelo brdo,"5003","4","70696",2017/02/01 01:00:00+01,1503.24778211386,"MULTILINESTRING((551595 4920830,551705.0543999998 4920387.505100001,551979.5602000002 4919947.634500001,552439.2746000001 4919686.357899999))"
SRBRGI5000292,Средњак,Srednjak,"5003","4","70696",2017/02/01 01:00:00+01,785.678051112541,"MULTILINESTRING((553018 4921183,553221 4920424))"
SRBRGI5000293,Чокан,Čokan,"5003","4","70696",2017/02/01 01:00:00+01,644.040588973652,"MULTILINESTRING((553679.3771000002 4921588.6415,554026.6434000004 4921046.2446))"
SRBRGI5000294,Котул,Kotul,"5003","4","70696",2017/02/01 01:00:00+01,634.398060057164,"MULTILINESTRING((554779.1113999998 4919430.9001,555291.7426000005 4919804.6248))"
SRBRGI5000295,Бело камење,Belo kamenje,"5002","3","71137",2017/02/01 01:00:00+01,835.176426181975,"MULTILINESTRING((601270.125 4728714.854,601476.125 4728953.854,601746.125 4729397.854))"
SRBRGI5000296,Ново брдо,Novo brdo,"5003","3","70378",2017/02/01 01:00:00+01,663.841748476847,"MULTILINESTRING((524212 4844824,524744.9718000004 4844428.2388))"
SRBRGI5000297,Просечка коса,Prosečka kosa,"5002","2","70653",2017/02/01 01:00:00+01,487.365350639711,"MULTILINESTRING((461340 4836206,461440 4836424,461492 4836666))"
SRBRGI5000298,Ђајино брдо,Đajino brdo,"5003","2","70483",2017/02/01 01:00:00+01,374.012031892024,"MULTILINESTRING((456223 4891410,456597 4891413))"
SRBRGI5000299,Дебело брдо,Debelo brdo,"5003","2","70483",2017/02/01 01:00:00+01,380.005263121447,"MULTILINESTRING((453579 4886781,453959 4886779))"
SRBRGI5000300,Барско брдо,Barsko brdo,"5003","4","70645",2017/02/01 01:00:00+01,1118,"MULTILINESTRING((485896 4871316,487014 4871316))"
SRBRGI5000301,Пирево брдо,Pirevo brdo,"5003","4","70645",2017/02/01 01:00:00+01,972.148651184581,"MULTILINESTRING((485603 4870267,486575 4870284))"
SRBRGI5000302,Бећировица,Bećirovica,"5003","2","70548",2017/02/01 01:00:00+01,572.162917019765,"MULTILINESTRING((555841 4781104,555918 4781189,555998 4781270,556082 4781348,556170 4781422,556260 4781492))"
SRBRGI5000303,Било,Bilo,"5002","2","70823",2017/02/01 01:00:00+01,548.096700646165,"MULTILINESTRING((557004 4796143,557174 4795928,557340 4795710))"
SRBRGI5000304,Мечја долина,Mečja dolina,"5002","2","71226",2017/02/01 01:00:00+01,420.345096319679,"MULTILINESTRING((602119 4739763,602442 4739494))"
SRBRGI5000305,Шарков рид,Šarkov rid,"5002","2","71226",2017/02/01 01:00:00+01,327.065867941711,"MULTILINESTRING((606399 4739011,606584 4738743,606585 4738744))"
SRBRGI5000306,Бучица,Bučica,"5002","2","71137",2017/02/01 01:00:00+01,711.80404606886,"MULTILINESTRING((615400 4738216,616084 4738019))"
SRBRGI5000307,Бошњачко брдо,Bošnjačko brdo,"5003","5","70718",2017/02/01 01:00:00+01,964.701186122406,"MULTILINESTRING((563488.8004000001 4758422.4366,564073.5307 4759189.729800001))"
SRBRGI5000308,Драговачки рид,Dragovački rid,"5003","5","70297",2017/02/01 01:00:00+01,2979.51489340127,"MULTILINESTRING((557082.3337000003 4758373.6679,559067.3337000003 4760595.6679))"
SRBRGI5000309,Ристина буква,Ristina bukva,"5002","4","71323",2017/02/01 01:00:00+01,1161.14437271016,"MULTILINESTRING((578030 4790070,578185 4789435,578224 4788929))"
SRBRGI5000310,Вашљивац,Vašljivac,"5002","4","20",2017/02/01 01:00:00+01,711.406704839284,"MULTILINESTRING((579175.2811000003 4789554.651699999,579410.0992 4789306.6044,579638.3027999997 4789015.562100001))"
SRBRGI5000311,Црвено брдо,Crveno brdo,"5003","4","20",2017/02/01 01:00:00+01,384.744231218637,"MULTILINESTRING((584650 4797147,584842 4797180,585030 4797153))"
SRBRGI5000312,Коњарник,Konjarnik,"5003","4","71285",2017/02/01 01:00:00+01,1194.81954068733,"MULTILINESTRING((588254.5827000001 4796013.0407,588627.1168 4796451.1916000005,589071.6177000003 4796882.9925))"
SRBRGI5000313,Врли камен,Vrli kamen,"5002","4","71285",2017/02/01 01:00:00+01,741.288275763461,"MULTILINESTRING((591221.8949999996 4793570.974400001,591466.6350999996 4793408.9168,591880.0473999996 4793236.9373))"
SRBRGI5000314,Главшеница,Glavšenica,"5003","4","70084",2017/02/01 01:00:00+01,752.912911038744,"MULTILINESTRING((593287.7411000002 4790940.2842999995,593545.9749999996 4790718.0338,593922.7423999999 4790550.8168))"
SRBRGI5000315,Вучјак,Vučjak,"5003","4","70726",2017/02/01 01:00:00+01,478.747873840616,"MULTILINESTRING((574525.4872000003 4770523.0371,574766.9199999999 4770109.6248))"
SRBRGI5000316,Шиљегарник,Šiljegarnik,"5003","4","70726",2017/02/01 01:00:00+01,902.894235223595,"MULTILINESTRING((571117 4771387,571860 4771900))"
SRBRGI5000317,Високо било,Visoko bilo,"5003","4","70726",2017/02/01 01:00:00+01,940.477006630146,"MULTILINESTRING((570976 4772759,571860 4773080))"
SRBRGI5000318,Курјаков рид,Kurjakov rid,"5002","4","70424",2017/02/01 01:00:00+01,605.89488359829,"MULTILINESTRING((606320.3284 4752729.0781,606621.2926000003 4753254.9385))"
SRBRGI5000319,Цргољево брдо,Crgoljevo brdo,"5003","4","70971",2017/02/01 01:00:00+01,755.894450616371,"MULTILINESTRING((380822.1749 4823746.766899999,381188.35890000034 4823628.2333,381507.9763000002 4823439.8496))"
SRBRGI5000320,Змињак,Zminjak,"5003","4","70971",2017/02/01 01:00:00+01,790.440618588709,"MULTILINESTRING((379606 4822982,380320.2926000003 4822643.4997000005))"
SRBRGI5000321,Петровача коса,Petrovača kosa,"5002","4","70971",2017/02/01 01:00:00+01,1026.99819969772,"MULTILINESTRING((381464.6766999997 4819248.1818,381666.4219000004 4819777.3495000005,381894.6255000001 4820177.5326000005))"
SRBRGI5000322,Кучајска долина,Kučajska dolina,"5002","2","70416",2017/02/01 01:00:00+01,565.225355744768,"MULTILINESTRING((588674 4733754,588726 4733732,588781 4733718,588837 4733710,588894 4733710,588950 4733718,589004 4733732,589057 4733754,589106 4733782,589151 4733816,589191 4733855))"
SRBRGI5000323,Попов дуб,Popov dub,"5003","2","70416",2017/02/01 01:00:00+01,375.040808304293,"MULTILINESTRING((582804 4734853,582850 4734845,582895 4734831,582937 4734811,582977 4734785,583012 4734755,583043 4734719,583069 4734680,583089 4734638))"
SRBRGI5000324,Крстата бука,Krstata buka,"5002","2","70416",2017/02/01 01:00:00+01,485.992147014217,"MULTILINESTRING((590446 4737787,590520 4737754,590590 4737714,590656 4737667,590718 4737615,590774 4737556,590825 4737493))"
SRBRGI5000325,Малапећева долина,Malapećeva dolina,"5002","2","70416",2017/02/01 01:00:00+01,604.650312163981,"MULTILINESTRING((590452 4738961,590931 4738592))"
SRBRGI5000326,Селишка долина,Seliška dolina,"5002","2","70416",2017/02/01 01:00:00+01,451.639991261577,"MULTILINESTRING((589564 4738078,589636 4738099,589710 4738114,589785 4738123,589860 4738127,589936 4738124,590010 4738116))"
SRBRGI5000327,Зајчина трла,Zajčina trla,"5002","2","70416",2017/02/01 01:00:00+01,380.569475023644,"MULTILINESTRING((583981 4734055,584027 4734041,584070 4734021,584110 4733996,584147 4733965,584179 4733930,584206 4733892,584229 4733849,584245 4733805))"
SRBRGI5000328,Мусина долина,Musina dolina,"5002","2","70416",2017/02/01 01:00:00+01,479.525807438974,"MULTILINESTRING((586961 4735236,587409 4735407))"
SRBRGI5000329,Зла долина,Zla dolina,"5002","2","70416",2017/02/01 01:00:00+01,339.613015062733,"MULTILINESTRING((588199 4735722,588530 4735646))"
SRBRGI5000330,Шаруљачка долина,Šaruljačka dolina,"5002","2","70416",2017/02/01 01:00:00+01,500.924145954255,"MULTILINESTRING((588077 4736228,588528 4736446))"
SRBRGI5000331,Селишка долина,Seliška dolina,"5002","2","70416",2017/02/01 01:00:00+01,446.480682672834,"MULTILINESTRING((585869 4735756,586196 4735452))"
SRBRGI5000332,Било,Bilo,"5003","4","70050",2017/02/01 01:00:00+01,333.817315308838,"MULTILINESTRING((614983 4758262,615186 4757997))"
SRBRGI5000333,Бобосин дел,Bobosin del,"5003","4","70505",2017/02/01 01:00:00+01,1065.67161921485,"MULTILINESTRING((644237 4769242,645203 4768792))"
SRBRGI5000334,Краку Скорца,Kraku Skorca,"5002","4","70785",2017/02/01 01:00:00+01,927.950351509994,"MULTILINESTRING((579884.8748000003 4922581.8342,580101.8334999997 4921679.6032))"
SRBRGI5000335,Краку Брнђи,Kraku Brnđi,"5002","4","70785",2017/02/01 01:00:00+01,1092.76931972155,"MULTILINESTRING((582075.4789000005 4918881.105,582329.6456000004 4918499.4594,582610.1045000004 4917930.6041))"
SRBRGI5000336,Краку поркарец,Kraku porkarec,"5002","4","70785",2017/02/01 01:00:00+01,583.777775560888,"MULTILINESTRING((582129.1456000004 4916663.958799999,582602.7506999997 4916322.6456))"
SRBRGI5000337,Краку Тупањ,Kraku Tupanj,"5002","4","70785",2017/02/01 01:00:00+01,783.65597626068,"MULTILINESTRING((581796.1447999999 4921437.7709,582148.0414000005 4921453.646,582413.7758 4921528.1193,582563.4380000001 4921570.062899999))"
SRBRGI5000338,Вратло,Vratlo,"5003","2","70874",2017/02/01 01:00:00+01,156.02884348735,"MULTILINESTRING((449808 4784843,449964 4784840))"
SRBRGI5000339,Заседа,Zaseda,"5002","2","70742",2017/02/01 01:00:00+01,415.682082598289,"MULTILINESTRING((452793 4836487,452915 4836666,453000 4836846))"
SRBRGI5000340,Тојиновића осоје,Tojinovića osoje,"5002","2","70742",2017/02/01 01:00:00+01,888.024770554362,"MULTILINESTRING((451784.9375 4837825.7083,452081.9375 4838253.7083,452335.9375 4838518.7083))"
SRBRGI5000341,Олчец,Olčec,"5003","4","70475",2017/02/01 01:00:00+01,1131.37459703368,"MULTILINESTRING((573354 4936112,573859.8909 4937123.969799999))"
SRBRGI5000342,Бели брег,Beli breg,"5002","3","70335",2017/02/01 01:00:00+01,304.088781184972,"MULTILINESTRING((619228.4177000001 4691798.125,619532.3344 4691808.353700001))"
SRBRGI5000343,Расова,Rasova,"5002","3","70335",2017/02/01 01:00:00+01,261.924655409926,"MULTILINESTRING((619746.4790000003 4693734.458900001,619931.6876999997 4693549.2502))"
SRBRGI5000344,Ђурчо камик,Đurčo kamik,"5002","2","70335",2017/02/01 01:00:00+01,459.001089323326,"MULTILINESTRING((610302.6458 4710131.875,610761.6458 4710132.875))"
SRBRGI5000345,Дедина магила,Dedina magila,"5002","2","70335",2017/02/01 01:00:00+01,476.144935917626,"MULTILINESTRING((609069 4708824,609102 4709299))"
SRBRGI5000346,Селечки рид,Selečki rid,"5002","2","70335",2017/02/01 01:00:00+01,366.878726556883,"MULTILINESTRING((608353 4709270,608475 4709616))"
SRBRGI5000347,Шопурски рид,Šopurski rid,"5002","2","70335",2017/02/01 01:00:00+01,405.96797903283,"MULTILINESTRING((607661 4709783,607710 4709380))"
SRBRGI5000348,Широка падина,Široka padina,"5002","2","70335",2017/02/01 01:00:00+01,470,"MULTILINESTRING((602931 4712336,603401 4712336))"
SRBRGI5000349,Самаходов рид,Samahodov rid,"5002","2","70335",2017/02/01 01:00:00+01,509.29534268633,"MULTILINESTRING((609509 4712703,609593 4712696,609677 4712681,609759 4712659,609839 4712630,609915 4712594,609989 4712551))"
SRBRGI5000350,Коњарник,Konjarnik,"5002","2","70335",2017/02/01 01:00:00+01,317.477806461624,"MULTILINESTRING((608809 4713506,608821 4713584,608826 4713664,608826 4713743,608818 4713822))"
SRBRGI5000351,Градиште,Gradište,"5002","2","70335",2017/02/01 01:00:00+01,1233.93101470799,"MULTILINESTRING((606000 4714613,606031 4714732,606055 4714854,606072 4714976,606082 4715099,606086 4715222,606082 4715346,606072 4715468,606055 4715591,606031 4715712,606000 4715831))"
SRBRGI5000352,Мироч,Miroč,"5001","9","14",2017/02/01 01:00:00+01,15240.0121851361,"MULTILINESTRING((599228 4929139,600505 4932887,602058 4936238,604027 4939536,606273 4942534))"
SRBRGI5000353,Северни Кучај,Severni Kučaj,"5001","6","11",2017/02/01 01:00:00+01,12263.1408815187,"MULTILINESTRING((569653 4928839,571031 4931540,572890 4933921,575382 4936056,577612.2012999998 4937309.5601,577935 4937491))"
SRBRGI5000354,Забелник,Zabelnik,"5002","4","70530",2017/02/01 01:00:00+01,1328.40430626425,"MULTILINESTRING((559562.9994999999 4903153.166099999,559851.3958999999 4903531.521,559965.1670000004 4903859.605,559973.1045000004 4904364.960200001))"
SRBRGI5000355,Пљагово брдо,Pljagovo brdo,"5003","4","70530",2017/02/01 01:00:00+01,1069.38839746887,"MULTILINESTRING((563786.3123000003 4903440.5626,563939.7708999999 4902948.4366,564064.1253000004 4902408.6855))"
SRBRGI5000356,Мечја рупа,Mečja rupa,"5002","4","71129",2017/02/01 01:00:00+01,558.972555453984,"MULTILINESTRING((582215.71 4828762.374500001,582605.9711999996 4829162.557600001))"
SRBRGI5000357,Црно трње,Crno trnje,"5002","4","70602",2017/02/01 01:00:00+01,590.239270899002,"MULTILINESTRING((583278.1479000002 4827965.5154,583718.0186000001 4828359.083900001))"
SRBRGI5000358,Дуњар,Dunjar,"5003","4","71129",2017/02/01 01:00:00+01,572.430167635069,"MULTILINESTRING((581881.5390999997 4833793.6927000005,582390.8629999999 4834054.9693))"
SRBRGI5000359,Кременац,Kremenac,"5002","4","71129",2017/02/01 01:00:00+01,653.988598249517,"MULTILINESTRING((580652.4705999997 4832465.3124,580956.7419999996 4832604.218900001,581214.7112999996 4832792.734999999))"
SRBRGI5000401,Камењар,Kamenjar,"5002","2","70998",2017/02/01 01:00:00+01,306.001633982566,"MULTILINESTRING((540833 4795550,541139 4795549))"
SRBRGI5000360,Стрењак,Strenjak,"5002","4","15",2017/02/01 01:00:00+01,697.639344930055,"MULTILINESTRING((585578.1273999996 4830232.380999999,585829.4820999997 4830033.9431,586077.5294000003 4829749.5154))"
SRBRGI5000361,Шупљи камен,Šuplji kamen,"5003","4","70602",2017/02/01 01:00:00+01,1594.08212840308,"MULTILINESTRING((587723.9967999998 4831754.0064,588015.0390999997 4831330.6722,588530.9775999999 4830381.477600001))"
SRBRGI5000362,Беле,Bele,"5002","4","70602",2017/02/01 01:00:00+01,982.947283892464,"MULTILINESTRING((586257.5365000004 4833254.354699999,586975.4826999996 4832582.983999999))"
SRBRGI5000363,Грапчина,Grapčina,"5002","4","70602",2017/02/01 01:00:00+01,679.808752358235,"MULTILINESTRING((587208.9448999995 4826253.062100001,587576.0551000005 4826825.2247))"
SRBRGI5000364,Шиба,Šiba,"5002","5","70602",2017/02/01 01:00:00+01,918.935129554017,"MULTILINESTRING((593987.8251999998 4833766.9328000005,594569.9096999997 4833055.863600001))"
SRBRGI5000365,Горица,Gorica,"5003","4","70602",2017/02/01 01:00:00+01,1089.40467858891,"MULTILINESTRING((595426 4832400,595974 4832175,596424 4831964))"
SRBRGI5000366,Врла страна,Vrla strana,"5003","4","70602",2017/02/01 01:00:00+01,750.974395564395,"MULTILINESTRING((591684.3720000004 4834765.2401,592025.0236999998 4834603.182499999,592246.6127000004 4834302.2183))"
SRBRGI5000367,Колај брдо,Kolaj brdo,"5003","2","16",2017/02/01 01:00:00+01,326,"MULTILINESTRING((406081 4786575,406407 4786575))"
SRBRGI5000368,Кулмја Сеђеви,Kulmja Seđevi,"5002","4","11",2017/02/01 01:00:00+01,1591.8919561327,"MULTILINESTRING((563561 4937949,564315 4939351))"
SRBRGI5000369,Ла Селби,La Selbi,"5002","4","11",2017/02/01 01:00:00+01,1712.76628326465,"MULTILINESTRING((565532.7664000001 4935333.683700001,565955.7664000001 4936060.683700001,566538.7664000001 4936708.683700001))"
SRBRGI5000370,Широки рт,Široki rt,"5002","4","70475",2017/02/01 01:00:00+01,1239.73744430732,"MULTILINESTRING((568362.7811000003 4937068.420499999,568557.2501999997 4937711.359300001,568803.3131999997 4938223.3291))"
SRBRGI5000371,Јастребово,Jastrebovo,"5002","4","70475",2017/02/01 01:00:00+01,751.976865282771,"MULTILINESTRING((570442.3437000001 4938138.796,570522.2274000002 4938553.1723,570640.7816000003 4938861.109999999))"
SRBRGI5000372,Средник,Srednik,"5003","4","70475",2017/02/01 01:00:00+01,716.48426195839,"MULTILINESTRING((571260 4939814,571419 4940158,571485 4940489))"
SRBRGI5000373,Орлово,Orlovo,"5003","4","70475",2017/02/01 01:00:00+01,628.782951422826,"MULTILINESTRING((562972 4943909,563210 4943327))"
SRBRGI5000374,Влашко брдо,Vlaško brdo,"5003","4","70475",2017/02/01 01:00:00+01,578.039791017885,"MULTILINESTRING((572387 4943148,572535.3490000004 4942811.1905000005,572620 4942619))"
SRBRGI5000375,Мајдански рт,Majdanski rt,"5002","4","70475",2017/02/01 01:00:00+01,786.792221618898,"MULTILINESTRING((576113 4938962,576351.3017999995 4939560.6207,576404 4939693))"
SRBRGI5000376,Велика Зидина,Velika Zidina,"5002","3","70475",2017/02/01 01:00:00+01,535.093449782372,"MULTILINESTRING((572789 4940539,573324 4940529))"
SRBRGI5000377,Соколовац,Sokolovac,"5003","4","70475",2017/02/01 01:00:00+01,1676.32909742763,"MULTILINESTRING((578543.9057999998 4937398.7278,578987.3634000001 4937866.095799999,579173 4938129,579480.0319999997 4938769.423))"
SRBRGI5000378,Дојке,Dojke,"5003","4","70475",2017/02/01 01:00:00+01,492.776825753809,"MULTILINESTRING((579542 4939380,579827 4938978))"
SRBRGI5000379,Велика рудина,Velika rudina,"5003","4","70785",2017/02/01 01:00:00+01,807.602005941045,"MULTILINESTRING((580092 4936890,580578 4936245))"
SRBRGI5000380,Слатински рт,Slatinski rt,"5002","4","70475",2017/02/01 01:00:00+01,973.267691850589,"MULTILINESTRING((577612 4937310,577612.2012999998 4937309.5601,578017 4936425))"
SRBRGI5000381,Сићевачка клисура,Sićevačka klisura,"5009","7",,2017/02/01 01:00:00+01,10240.7246915039,"MULTILINESTRING((586106 4796818,588096 4797665,589805.7604999999 4797322.9405000005,591895.9731000001 4798153.7338,593975.6021999996 4797248.857000001,595102 4795823))"
SRBRGI5000382,Сушевина,Suševina,"5003","4","70564",2017/02/01 01:00:00+01,1154.65443496217,"MULTILINESTRING((422507.77219999954 4812944.0547,422709.61089999974 4812718.130799999,423072.9939000001 4812503.698999999,423386.2611999996 4812209.481699999))"
SRBRGI5000383,Јеленовац,Jelenovac,"5002","4","70564",2017/02/01 01:00:00+01,823.340755702036,"MULTILINESTRING((425129.9167999998 4811573.896299999,425868.9167999998 4811936.896299999))"
SRBRGI5000384,Јевђевина,Jevđevina,"5002","4","70564",2017/02/01 01:00:00+01,727.139409731018,"MULTILINESTRING((426143.0729 4813510.520400001,426381.1983000003 4813769.8125,426547.8861999996 4814105.834100001))"
SRBRGI5000385,Шанац,Šanac,"5003","4","70564",2017/02/01 01:00:00+01,521.912047176223,"MULTILINESTRING((424977.7390999999 4815917.9374,425499 4815944))"
SRBRGI5000386,Голо брдо,Golo brdo,"5003","4","70866",2017/02/01 01:00:00+01,1574.47652604803,"MULTILINESTRING((419184.875 4812195.6248,419480.50960000046 4811946.5832,419829.875 4811773.6248,420255.7402999997 4811671.415999999,420614.875 4811644.6248))"
SRBRGI5000387,Главица,Glavica,"5003","4","71072",2017/02/01 01:00:00+01,898.498284702007,"MULTILINESTRING((420843.3848000001 4803965.770300001,421052.4060000004 4804100.7081,421352.52799999993 4804205.554199999,421679.4698000001 4804262.1042))"
SRBRGI5000388,Лесковац,Leskovac,"5002","5","71072",2017/02/01 01:00:00+01,1706.47004075665,"MULTILINESTRING((421880 4805040,423362 4804194))"
SRBRGI5000389,Кулизино брдо,Kulizino brdo,"5003","4","71072",2017/02/01 01:00:00+01,744.180374066121,"MULTILINESTRING((424346.7598000001 4803574.6877,424656.3229 4803415.9374,425030 4803284))"
SRBRGI5000390,Црепуљник,Crepuljnik,"5003","4","70564",2017/02/01 01:00:00+01,1987.30525593433,"MULTILINESTRING((451261.0115 4811585.3015,451960.7807 4811584.032400001,452484.71190000046 4811744.051899999,453086.64020000026 4812174.000600001))"
SRBRGI5000391,Гариште,Garište,"5003","4","70564",2017/02/01 01:00:00+01,1315.61255833928,"MULTILINESTRING((448247.26630000025 4814735.354,448765.2209999999 4814808.7435,449115.10140000004 4814827.875700001,449555 4814784))"
SRBRGI5000392,Мачак,Mačak,"5002","4","70564",2017/02/01 01:00:00+01,550.956553795047,"MULTILINESTRING((448207 4810833,448404.7631000001 4811347.2401))"
SRBRGI5000393,Клековица,Klekovica,"5003","4","70564",2017/02/01 01:00:00+01,1629.31631262487,"MULTILINESTRING((442228.17349999957 4815922.608200001,442580.5078999996 4816240.763,442707.7318000002 4816554.138599999,443276.5871000001 4817139.694))"
SRBRGI5000394,Змајевац,Zmajevac,"5002","4","70653",2017/02/01 01:00:00+01,1433.71668139701,"MULTILINESTRING((457442.40950000007 4815333.432600001,457341.48220000044 4815154.0812,457343.59889999963 4814859.8639,457462.13239999954 4814434.4131000005,457407.0990000004 4813945.462099999))"
SRBRGI5000395,Диван,Divan,"5002","4","71021",2017/02/01 01:00:00+01,2251.00214515902,"MULTILINESTRING((455304.6091 4804894.1899,455300.6403000001 4804064.7195,455439.5469000004 4803417.811899999,455729.2662000004 4802715.3418000005))"
SRBRGI5000396,Велики Главоч,Veliki Glavoč,"5003","4","70874",2017/02/01 01:00:00+01,1566.99815620038,"MULTILINESTRING((455498.3886000002 4789504.3138999995,455907.17059999984 4789266.1885,456254.41779999994 4788969.479599999,456681.0784999998 4788496.249399999))"
SRBRGI5000397,Симово брдо,Simovo brdo,"5003","2","70815",2017/02/01 01:00:00+01,332.054212441282,"MULTILINESTRING((550381 4730366,550713 4730372))"
SRBRGI5000398,Радовановића брдо,Radovanovića brdo,"5003","2","70815",2017/02/01 01:00:00+01,509.015716849686,"MULTILINESTRING((537466 4749447,537975 4749451))"
SRBRGI5000399,Ристино брдо,Ristino brdo,"5003","2","70815",2017/02/01 01:00:00+01,362.022098772989,"MULTILINESTRING((547105 4743103,547467 4743099))"
SRBRGI5000400,Црвени брег,Crveni breg,"5002","2","70998",2017/02/01 01:00:00+01,1225.25627099447,"MULTILINESTRING((541444 4796587,541443 4796434,541450 4796281,541464 4796128,541486 4795977,541515 4795826,541552 4795678,541596 4795531,541648 4795387))"
SRBRGI5000402,Трнавачки брег,Trnavački breg,"5004","2","70998",2017/02/01 01:00:00+01,537.636001976215,"MULTILINESTRING((541792 4792731,541822 4792646,541859 4792565,541902 4792486,541951 4792412,542006 4792341,542066 4792274))"
SRBRGI5000403,Умац,Umac,"5003","2","70998",2017/02/01 01:00:00+01,1632.0110293745,"MULTILINESTRING((541499 4787357,543131 4787363))"
SRBRGI5000404,Видојевачки камен,Vidojevački kamen,"5002","2","70998",2017/02/01 01:00:00+01,495.036362300791,"MULTILINESTRING((541566 4781517,542061 4781523))"
SRBRGI5000001,Рајков дол,Rajkov dol,"5002","2","70424",2017/02/01 01:00:00+01,340.956881080887,"MULTILINESTRING((597868 4759675,597943 4759715,598016 4759759,598086 4759808,598152 4759862))"
SRBRGI5000002,Шумати рид,Šumati rid,"5002","2","70424",2017/02/01 01:00:00+01,319.388863226911,"MULTILINESTRING((596247 4756929,596291 4756882,596329 4756831,596362 4756776,596389 4756719,596409 4756658))"
SRBRGI5000003,Пркенда,Prkenda,"5003","3","70424",2017/02/01 01:00:00+01,942.209623339837,"MULTILINESTRING((595419 4757877,595911 4757796,596299 4757581))"
SRBRGI5000004,Врла страна,Vrla strana,"5002","2","70424",2017/02/01 01:00:00+01,330.096955454,"MULTILINESTRING((594400 4756426,594730 4756434))"
SRBRGI5000005,Црепуљиште,Crepuljište,"5002","2","70424",2017/02/01 01:00:00+01,340.332230144734,"MULTILINESTRING((593773 4757275,593818 4757309,593860 4757347,593898 4757390,593931 4757436,593959 4757485,593982 4757537))"
SRBRGI5000006,Китка,Kitka,"5002","3","70424",2017/02/01 01:00:00+01,434.336275252252,"MULTILINESTRING((592124 4756480,592242 4756062))"
SRBRGI5000007,Бабастојански рид,Babastojanski rid,"5002","2","70424",2017/02/01 01:00:00+01,564.483792420868,"MULTILINESTRING((590424 4756336,590502 4756388,590576 4756447,590644 4756511,590707 4756581,590764 4756656,590814 4756736))"
SRBRGI5000008,Бела чука,Bela čuka,"5003","2","70424",2017/02/01 01:00:00+01,334.07882381139,"MULTILINESTRING((591957 4754096,592012 4754106,592065 4754122,592117 4754143,592166 4754170,592212 4754201,592254 4754237))"
SRBRGI5000009,Шиљегарник,Šiljegarnik,"5002","2","70424",2017/02/01 01:00:00+01,322.688176920439,"MULTILINESTRING((596733 4754729,596791 4754785,596852 4754838,596917 4754886,596985 4754929))"
SRBRGI5000010,Чукарица,Čukarica,"5003","2","70726",2017/02/01 01:00:00+01,524.249302189622,"MULTILINESTRING((581794 4750716,581874 4750783,581959 4750845,582047 4750902,582139 4750953,582233 4750999))"
SRBRGI5000011,Крушар,Krušar,"5003","4","70726",2017/02/01 01:00:00+01,856.457821495023,"MULTILINESTRING((581319 4749706,582031 4750182))"
SRBRGI5000012,Медведњак,Medvednjak,"5003","5","70033",2017/02/01 01:00:00+01,1050.02632977364,"MULTILINESTRING((457533.3757999996 4912752.5013,457860.7982999999 4912659.8969,458277.5179000003 4912663.2042,458552.0236999998 4912765.7305))"
SRBRGI5000013,Бачкала,Bačkala,"5002","5","70726",2017/02/01 01:00:00+01,1457.03603249885,"MULTILINESTRING((586181 4742381,586904 4743646))"
