geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,geometry
SRBRGI3100510,Вајфертова чесма,Vajfertova česma,"3106","4","70327",2017/02/01 01:00:00+01,POINT(597096.1947999997 4890395.7881000005)
SRBRGI3100511,Бела вода,Bela voda,"3101","4","70327",2017/02/01 01:00:00+01,POINT(591981.7888000002 4893244.5626)
SRBRGI3100512,Беле воде,Bele vode,"3101","4","70327",2020/07/17 09:01:38+02,POINT(587845.6606000001 4892442.7721)
SRBRGI3100513,Антонијев кладенац,Antonijev kladenac,"3101","4","70530",2017/02/01 01:00:00+01,POINT(575056.3591 4891757.601199999)
SRBRGI3100514,Пониква,Ponikva,"3101","4","70530",2020/07/17 09:01:38+02,POINT(557376.5628000004 4892256.2555)
SRBRGI3100515,Дибоке воде,Diboke vode,"3101","4","70530",2020/07/17 09:01:38+02,POINT(553196.3731000004 4892727.2146000005)
SRBRGI3100516,Дољанска вода,Doljanska voda,"3101","4","70530",2017/02/01 01:00:00+01,POINT(553784.8748000003 4893475.2797)
SRBRGI3100517,Обзоница,Obzonica,"3101","4","70530",2017/02/01 01:00:00+01,POINT(554835.8020000001 4893369.975299999)
SRBRGI3100518,Клањац,Klanjac,"3101","4","70530",2017/02/01 01:00:00+01,POINT(554194.9798999997 4894773.8572)
SRBRGI3100519,Беле воде,Bele vode,"3101","4","70530",2020/07/17 09:01:38+02,POINT(555254.0089999996 4894491.9255)
SRBRGI3100520,Ђурновац,Đurnovac,"3101","4","70530",2020/07/17 09:01:38+02,POINT(552633.5749000004 4896288.431600001)
SRBRGI3100521,Крупајско врело,Krupajsko vrelo,"3101","4","70530",2020/07/16 13:40:35+02,POINT(548699.4307000004 4892422.8116)
SRBRGI3100522,Кисела вода,Kisela voda,"3101","4","71013",2020/07/17 09:01:38+02,POINT(494774.5861999998 4893445.9308)
SRBRGI3100523,Митренац,Mitrenac,"3101","4","71153",2020/07/17 09:02:51+02,POINT(482824.34800000023 4895032.598300001)
SRBRGI3100524,Слатина,Slatina,"3101","4","71153",2017/02/01 01:00:00+01,POINT(477566.4661999997 4894035.668299999)
SRBRGI3100525,Станојевац,Stanojevac,"3103","4","71153",2017/02/01 01:00:00+01,POINT(480077.8962000003 4890992.689200001)
SRBRGI3100526,Коник,Konik,"3101","4","71153",2020/07/16 13:40:35+02,POINT(478871.80420000013 4890871.683800001)
SRBRGI3100527,Радинац,Radinac,"3101","4","71153",2020/07/16 13:40:35+02,POINT(481030.40029999986 4890682.3311)
SRBRGI3100528,Дреновчић,Drenovčić,"3103","4","71153",2017/02/01 01:00:00+01,POINT(481041.2461000001 4896887.3532)
SRBRGI3100529,Димина вода,Dimina voda,"3101","4","70645",2017/02/01 01:00:00+01,POINT(471985.5987999998 4889919.272600001)
SRBRGI3100530,Беле воде,Bele vode,"3101","4","70360",2020/07/16 13:40:35+02,POINT(400627.84669999965 4887341.6548999995)
SRBRGI3100531,Кедина вода,Kedina voda,"3101","4","70360",2017/02/01 01:00:00+01,POINT(391271.1166000003 4896624.6214000005)
SRBRGI3100532,Студена вода,Studena voda,"3101","4","70360",2017/02/01 01:00:00+01,POINT(393280.1018000003 4892983.418299999)
SRBRGI3100533,Рикоч,Rikoč,"3101","4","70777",2020/07/17 09:02:51+02,POINT(375387.79420000035 4892096.042199999)
SRBRGI3100534,Скакавац,Skakavac,"3101","4","70777",2017/02/01 01:00:00+01,POINT(370689.13790000044 4898595.771199999)
SRBRGI3100535,Језеро,Jezero,"3101","4","70661",2020/07/17 09:02:51+02,POINT(375906.62320000026 4904676.181)
SRBRGI3100536,Јерина вода,Jerina voda,"3101","4","70661",2020/07/16 13:40:35+02,POINT(375800.28890000004 4903768.615700001)
SRBRGI3100537,Змајевац,Zmajevac,"3101","4","70777",2020/07/17 09:02:51+02,POINT(369321.42420000024 4904951.7885)
SRBRGI3100538,Црквена врела,Crkvena vrela,"3101","4","70360",2017/02/01 01:00:00+01,POINT(406807.21630000044 4900633.596000001)
SRBRGI3100539,Масне воде,Masne vode,"3101","4","70165",2017/02/01 01:00:00+01,POINT(441261.5915000001 4909710.939200001)
SRBRGI3100540,Партизанска чесма,Partizanska česma,"3106","4","70033",2017/02/01 01:00:00+01,POINT(467593.5066999998 4901901.2173999995)
SRBRGI3100541,Бања,Banja,"3101","4","70033",2020/07/17 09:02:51+02,POINT(468867.72030000016 4902445.727499999)
SRBRGI3100542,Добова чесма,Dobova česma,"3106","4","71153",2017/02/01 01:00:00+01,POINT(478013.61290000007 4904965.627699999)
SRBRGI3100543,Видовача,Vidovača,"3101","4","71102",2017/02/01 01:00:00+01,POINT(494187.3598999996 4908774.047800001)
SRBRGI3100544,Калуђерац,Kaluđerac,"3101","4","71056",2017/02/01 01:00:00+01,POINT(523667.82299999986 4902980.7195)
SRBRGI3100545,Фонтена куку,Fontena kuku,"3101","4","70840",2020/07/17 09:02:51+02,POINT(598939.2812000001 4911598.9989)
SRBRGI3100546,Хајдучки кладенац,Hajdučki kladenac,"3101","4","70696",2020/07/16 13:40:35+02,POINT(548598.6708000004 4920076.678300001)
SRBRGI3100547,Пајкин извор,Pajkin izvor,"3101","4","70912",2017/02/01 01:00:00+01,POINT(547601.8146000002 4910372.3989)
SRBRGI3100548,Строин кладенац,Stroin kladenac,"3101","4","70696",2020/07/16 13:40:35+02,POINT(548328.4731000001 4918694.4695)
SRBRGI3100549,Бучина,Bučina,"3101","4","70912",2020/07/17 09:02:51+02,POINT(532319.0904000001 4910423.446799999)
SRBRGI3100550,Калина вода,Kalina voda,"3101","4","70912",2020/07/17 09:02:51+02,POINT(532620.8485000003 4916540.3978)
SRBRGI3100551,Смрдан,Smrdan,"3103","4","70912",2017/02/01 01:00:00+01,POINT(534290.8650000002 4918702.2926)
SRBRGI3100552,Бабин извор,Babin izvor,"3101","4","70912",2017/02/01 01:00:00+01,POINT(543535.9543000003 4915194.4398)
SRBRGI3100553,Бигар,Bigar,"3101","4","70912",2017/02/01 01:00:00+01,POINT(544287.9018000001 4913340.500600001)
SRBRGI3100554,Зуква,Zukva,"3101","4","70912",2017/02/01 01:00:00+01,POINT(531173.8026 4912926.9561)
SRBRGI3100555,Тракил,Trakil,"3101","4","70912",2017/02/01 01:00:00+01,POINT(526944.6941999998 4916219.9668000005)
SRBRGI3100556,Миладинова вода,Miladinova voda,"3101","4","70521",2017/02/01 01:00:00+01,POINT(517947.2553000003 4910078.7108)
SRBRGI3100557,Пешићки извор,Pešićki izvor,"3101","4","70386",2017/02/01 01:00:00+01,POINT(499402.3076999998 4915429.6548)
SRBRGI3100558,Безевац,Bezevac,"3101","4","71102",2017/02/01 01:00:00+01,POINT(493482.9494000003 4917030.651699999)
SRBRGI3100559,Водице,Vodice,"3101","4","70033",2017/02/01 01:00:00+01,POINT(459955.7642999999 4912418.6905000005)
SRBRGI3100560,Голубовац,Golubovac,"3101","4","70661",2020/07/16 13:40:35+02,POINT(368622.9835999999 4910959.8561)
SRBRGI3100561,Језеро,Jezero,"3101","4","70661",2020/07/16 13:40:35+02,POINT(370117.56010000035 4909968.4561)
SRBRGI3100562,Лазина вода,Lazina voda,"3101","4","70793",2020/07/16 13:40:35+02,POINT(359368.2390999999 4919140.345899999)
SRBRGI3100563,Пакља,Paklja,"3101","2","70360",2017/02/01 01:00:00+01,POINT(403833.9610000001 4900550.0502)
SRBRGI3100564,Иварчић,Ivarčić,"3101","4","70777",2020/07/16 13:40:35+02,POINT(366012.0307 4909862.267899999)
SRBRGI3100565,Луњевац,Lunjevac,"3101","4","70793",2017/02/01 01:00:00+01,POINT(355883.0248999996 4913139.946)
SRBRGI3100566,Змајевац,Zmajevac,"3101","4","70793",2017/02/01 01:00:00+01,POINT(356628.0931000002 4917057.6393)
SRBRGI3100567,Гвоздена вода,Gvozdena voda,"3101","4","70793",2017/02/01 01:00:00+01,POINT(354241.81120000035 4918635.353)
SRBRGI3100568,Марковац,Markovac,"3101","4","70793",2017/02/01 01:00:00+01,POINT(352714.63320000004 4917529.3923)
SRBRGI3100569,Зелени вир,Zeleni vir,"3101","4","70637",2017/02/01 01:00:00+01,POINT(397773.26489999983 4922773.444499999)
SRBRGI3100570,Велики бунар,Veliki bunar,"3103","4","71218",2017/02/01 01:00:00+01,POINT(418933.6239 4929622.197799999)
SRBRGI3100571,Рајина вода,Rajina voda,"3101","4","70173",2020/07/16 13:40:35+02,POINT(463999.67980000004 4920948.651900001)
SRBRGI3100572,Бела вода,Bela voda,"3101","4","70173",2017/02/01 01:00:00+01,POINT(464359.76269999985 4920135.543400001)
SRBRGI3100573,Змајевац,Zmajevac,"3101","4","70173",2020/07/16 13:40:35+02,POINT(468189.4502999997 4922919.1548999995)
SRBRGI3100574,Матејина вода,Matejina voda,"3101","4","70173",2020/07/16 13:40:35+02,POINT(477125.7337999996 4928042.4881)
SRBRGI3100575,Жутаја,Žutaja,"3101","4","70173",2020/07/17 07:58:40+02,POINT(477822.84190000035 4926332.3453)
SRBRGI3100576,Чорбина вода,Čorbina voda,"3101","4","71102",2017/02/01 01:00:00+01,POINT(488241.1021999996 4920667.8861)
SRBRGI3100577,Стублина,Stublina,"3101","4","71102",2020/07/17 09:02:51+02,POINT(494379.9266999997 4922096.7333)
SRBRGI3100578,Караула,Karaula,"3101","4","71099",2017/02/01 01:00:00+01,POINT(496511.99370000046 4927666.3939)
SRBRGI3100579,Точак,Točak,"3101","4","71102",2017/02/01 01:00:00+01,POINT(498517.5394000001 4923302.612199999)
SRBRGI3100580,Марјанов кладенац,Marjanov kladenac,"3101","4","70912",2020/07/17 09:04:44+02,POINT(543232.3302999996 4924783.203500001)
SRBRGI3100581,Потајница,Potajnica,"3101","4","70696",2020/07/17 09:04:44+02,POINT(551718.0784999998 4925920.9965)
SRBRGI3100582,Римски бунар,Rimski bunar,"3104","4","70785",2017/02/01 01:00:00+01,POINT(575868.3669999996 4922300.3686)
SRBRGI3100583,Лековита вода,Lekovita voda,"3101","4","70785",2020/07/17 09:04:44+02,POINT(586260.0065000001 4925857.4187)
SRBRGI3100584,Ракин понор,Rakin ponor,"3104","4","70785",2017/02/01 01:00:00+01,POINT(601659.4752000002 4929598.4350000005)
SRBRGI3100585,Пештери понор,Pešteri ponor,"3104","4","70572",2017/02/01 01:00:00+01,POINT(608002.8448000001 4942746.9592)
SRBRGI3100586,Немачки понор,Nemački ponor,"3104","4","70572",2017/02/01 01:00:00+01,POINT(608276.9231000002 4943754.0013)
SRBRGI3100587,Бабин понор,Babin ponor,"3104","4","70572",2017/02/01 01:00:00+01,POINT(607441.9649 4944921.3199000005)
SRBRGI3100588,Длбошки понор,Dlboški ponor,"3104","4","70572",2017/02/01 01:00:00+01,POINT(602432.8514 4941173.929199999)
SRBRGI3100589,Велики понор,Veliki ponor,"3104","4","70572",2017/02/01 01:00:00+01,POINT(607344.8839999996 4934291.260500001)
SRBRGI3100590,Мали понор,Mali ponor,"3104","4","70572",2017/02/01 01:00:00+01,POINT(607644.1253000004 4933496.234300001)
SRBRGI3100591,Буронов понор,Buronov ponor,"3104","4","70785",2017/02/01 01:00:00+01,POINT(600105.2362000002 4934699.6172)
SRBRGI3100592,Бунар,Bunar,"3103","4","70785",2017/02/01 01:00:00+01,POINT(577302.6760999998 4932874.4627)
SRBRGI3100593,Понор,Ponor,"3104","4","70696",2017/02/01 01:00:00+01,POINT(561057.4916000003 4933989.1544)
SRBRGI3100594,Добра вода,Dobra voda,"3101","4","80187",2017/02/01 01:00:00+01,POINT(405771.89969999995 5000326.943399999)
SRBRGI3100595,Хајдучки извор,Hajdučki izvor,"3101","4","80187",2020/07/16 13:40:35+02,POINT(399063.7971999999 5000471.182)
SRBRGI3100596,Перин извор,Perin izvor,"3101","4","80403",2020/07/17 09:04:44+02,POINT(399518.7999999998 4998117.6611)
SRBRGI3100597,Краљевац,Kraljevac,"3101","4","80403",2020/07/16 13:40:35+02,POINT(398225.9162999997 4999594.214199999)
SRBRGI3100598,Летенка,Letenka,"3101","4","80403",2020/07/16 13:40:35+02,POINT(396023.71389999986 4998957.7643)
SRBRGI3100599,Каменац,Kamenac,"3101","4","80403",2017/02/01 01:00:00+01,POINT(391997.39919999987 5000055.744899999)
SRBRGI3100600,Турски бунар,Turski bunar,"3103","4","80101",2017/02/01 01:00:00+01,POINT(386717.75989999995 5003155.612299999)
SRBRGI3100601,Куштиљ,Kuštilj,"3101","4","80403",2020/07/16 13:40:35+02,POINT(389533.32019999996 4999034.9925999995)
SRBRGI3100602,Глава,Glava,"3101","4","80497",2020/07/16 13:40:35+02,POINT(377473.6590999998 4997321.509099999)
SRBRGI3100603,Кленовачка чесма,Klenovačka česma,"3106","4","80101",2017/02/01 01:00:00+01,POINT(390158.54140000045 5004938.6401)
SRBRGI3100604,Хладна вода,Hladna voda,"3101","4","80101",2017/02/01 01:00:00+01,POINT(391945.2762000002 5003565.979)
SRBRGI3100605,Хибишов бунар,Hibišov bunar,"3103","4","80152",2017/02/01 01:00:00+01,POINT(462845.2846999997 5013537.615599999)
SRBRGI3100606,Чорогара бунар,Čorogara bunar,"3103","4","80152",2017/02/01 01:00:00+01,POINT(463730.05310000014 5013565.661499999)
SRBRGI3100607,Витомиров бунар,Vitomirov bunar,"3103","4","80373",2017/02/01 01:00:00+01,POINT(480182.4068999998 5009662.520400001)
SRBRGI3100608,Ђерђанов бунар,Đerđanov bunar,"3103","4","80039",2017/02/01 01:00:00+01,POINT(485534.40919999965 5005536.5996)
SRBRGI3100609,Гиштеров бунар,Gišterov bunar,"3103","4","80039",2017/02/01 01:00:00+01,POINT(485944.5142000001 5004162.0865)
SRBRGI3100610,Дубока слатина,Duboka slatina,"3103","4","80039",2017/02/01 01:00:00+01,POINT(491323.23950000014 5003959.415200001)
SRBRGI3100611,Миљина вода,Miljina voda,"3101","4","70947",2017/02/01 01:00:00+01,POINT(517487.40859999973 4939936.4706)
SRBRGI3100613,Стубањ,Stubanj,"3101","4","70475",2017/02/01 01:00:00+01,POINT(542641.6610000003 4945037.3828)
SRBRGI3100614,Деклине воде,Dekline vode,"3101","4","70475",2017/02/01 01:00:00+01,POINT(543354.4499000004 4944879.161699999)
SRBRGI3100615,Велики извор,Veliki izvor,"3101","4","70475",2020/07/16 13:40:35+02,POINT(554538.3783999998 4943225.978399999)
SRBRGI3100616,Бугарска вода,Bugarska voda,"3101","4","70475",2017/02/01 01:00:00+01,POINT(556059.2377000004 4943256.2042)
SRBRGI3100617,Шопор,Šopor,"3101","2","70726",2017/02/01 01:00:00+01,POINT(580112.0548999999 4776843.223300001)
SRBRGI3100618,Јака вода,Jaka voda,"3101","2","70726",2017/02/01 01:00:00+01,POINT(586145.9972000001 4775125.521600001)
SRBRGI3100619,Бела вода,Bela voda,"3101","2","70726",2020/07/16 13:40:35+02,POINT(586172.2242999999 4775713.4724)
SRBRGI3100620,Лаз,Laz,"3101","2","70467",2017/02/01 01:00:00+01,POINT(592632.6764000002 4777134.1033)
SRBRGI3100621,Радолов кладенац,Radolov kladenac,"3101","2","70939",2017/02/01 01:00:00+01,POINT(649985.6124999998 4777678.6634)
SRBRGI3100622,Корита,Korita,"3101","2","70939",2017/02/01 01:00:00+01,POINT(642357.1690999996 4779163.4877)
SRBRGI3100623,Девица,Devica,"3101","2","70505",2020/07/17 08:49:41+02,POINT(655392.2430999996 4776832.2217999995)
SRBRGI3100624,Садиков бунар,Sadikov bunar,"3103","2","70939",2017/02/01 01:00:00+01,POINT(623987.2662000004 4779709.1643)
SRBRGI3100625,Врело,Vrelo,"3101","2","70939",2020/07/17 08:49:41+02,POINT(648460.6982000005 4782742.845799999)
SRBRGI3100626,Врело,Vrelo,"3101","2","70939",2020/07/17 08:49:41+02,POINT(648995.0071999999 4782815.472200001)
SRBRGI3100627,Смрдља,Smrdlja,"3101","2","70939",2020/07/17 08:49:41+02,POINT(616872.4396000002 4781029.73)
SRBRGI3100628,Друм,Drum,"3101","2","70084",2020/07/17 08:49:41+02,POINT(614478.9725000001 4782292.798599999)
SRBRGI3100629,Чесма,Česma,"3106","2","70513",2017/02/01 01:00:00+01,POINT(566601.7562999995 4781413.183499999)
SRBRGI3100630,Мусин кладенац,Musin kladenac,"3101","2","70998",2017/02/01 01:00:00+01,POINT(543457.1628999999 4781470.6532000005)
SRBRGI3101089,Каблари,Kablari,"3103","3","70173",2017/02/01 01:00:00+01,POINT(481249.73819999956 4931710.822799999)
SRBRGI3100631,Војничка вода,Vojnička voda,"3101","2","70998",2017/02/01 01:00:00+01,POINT(544319.7062999997 4781296.027799999)
SRBRGI3100632,Хајдучка чесма,Hajdučka česma,"3106","4","70696",2017/02/01 01:00:00+01,POINT(540887.5581999999 4932347.147)
SRBRGI3100633,Студенац,Studenac,"3101","4","70807",2017/02/01 01:00:00+01,POINT(533629.1408000002 4933563.1744)
SRBRGI3100634,Лековити бунар,Lekoviti bunar,"3103","4","71099",2017/02/01 01:00:00+01,POINT(497415.2829 4934451.3824000005)
SRBRGI3100635,Буче,Buče,"3101","4","70122",2017/02/01 01:00:00+01,POINT(480044.8233000003 4933903.6939)
SRBRGI3100636,Лесковац,Leskovac,"3101","4","71099",2020/07/16 13:40:35+02,POINT(480682.0125000002 4933462.1558)
SRBRGI3100637,Булина вода,Bulina voda,"3101","4","71099",2017/02/01 01:00:00+01,POINT(483330.4255999997 4932389.744999999)
SRBRGI3100638,Водице,Vodice,"3101","4","70173",2020/07/17 08:49:41+02,POINT(480423.9916000003 4931247.2831)
SRBRGI3100639,Јаки извор,Jaki izvor,"3101","4","0",2020/07/17 08:49:41+02,POINT(466939.7226 4935638.8596)
SRBRGI3100640,Врбица,Vrbica,"3101","4","70092",2017/02/01 01:00:00+01,POINT(449114.9698000001 4930254.024)
SRBRGI3100641,Лешће,Lešće,"3101","4","70092",2020/07/17 08:49:41+02,POINT(446613.15919999965 4932661.4339000005)
SRBRGI3100642,Тројан,Trojan,"3101","4","70734",2020/07/17 08:49:41+02,POINT(384486.1205000002 4931388.562000001)
SRBRGI3100643,Дејановац,Dejanovac,"3101","4","71269",2017/02/01 01:00:00+01,POINT(383477.7988999998 4937643.3222)
SRBRGI3100644,Хајдучки извор,Hajdučki izvor,"3101","4","70734",2017/02/01 01:00:00+01,POINT(374252.02419999987 4943387.437899999)
SRBRGI3100645,Добра вода,Dobra voda,"3101","4","70734",2017/02/01 01:00:00+01,POINT(376045.37349999975 4941368.1338)
SRBRGI3100646,Качаруша,Kačaruša,"3101","4","70106",2020/07/17 08:49:41+02,POINT(461365.21079999954 4939972.726399999)
SRBRGI3100647,Ћелије,Ćelije,"3101","4","70122",2017/02/01 01:00:00+01,POINT(471353.1551999999 4947778.118899999)
SRBRGI3100648,Смрдан,Smrdan,"3101","4","70122",2020/07/16 13:40:35+02,POINT(473682.5999999996 4948455.606699999)
SRBRGI3100649,Хајдучка вода,Hajdučka voda,"3101","4","71099",2020/07/17 08:49:41+02,POINT(489847.3897000002 4943517.380999999)
SRBRGI3100650,Вилина водица,Vilina vodica,"3101","4","80284",2017/02/01 01:00:00+01,POINT(411357.26499999966 5003047.923800001)
SRBRGI3100651,Беле воде,Bele vode,"3101","2","70165",2017/02/01 01:00:00+01,POINT(441964.99349999987 4910025.030200001)
SRBRGI3100652,Велики бунар,Veliki bunar,"3103","2","70165",2017/02/01 01:00:00+01,POINT(443092.1207999997 4911678.679300001)
SRBRGI3100653,Кисела вода,Kisela voda,"3101","2","70165",2020/07/17 08:51:09+02,POINT(451852.4617999997 4910606.065400001)
SRBRGI3100654,Кисељак,Kiseljak,"3101","2","71102",2017/02/01 01:00:00+01,POINT(497409.86479999963 4911210.8069)
SRBRGI3100655,Доши ваељи,Doši vaelji,"3101","2","70912",2020/07/17 08:51:09+02,POINT(543158.8184000002 4911181.2532)
SRBRGI3100656,Фуши,Fuši,"3101","2","70785",2020/07/17 08:51:09+02,POINT(596827.2268000003 4912179.672599999)
SRBRGI3100657,Бобот,Bobot,"3101","3","70840",2020/07/17 08:51:09+02,POINT(607872.8087999998 4911508.0052000005)
SRBRGI3100658,Црни извор,Crni izvor,"3101","2","70912",2020/07/17 08:51:09+02,POINT(543746.4396000002 4913586.323100001)
SRBRGI3100659,Панарија,Panarija,"3101","2","70912",2020/07/17 08:51:09+02,POINT(530916.6012000004 4913458.5134)
SRBRGI3100660,Бочурак,Bočurak,"3101","2","70912",2017/02/01 01:00:00+01,POINT(526356.9269000003 4916567.395400001)
SRBRGI3100661,Липе,Lipe,"3101","2","70521",2017/02/01 01:00:00+01,POINT(524433.1376 4916088.851399999)
SRBRGI3100662,Водица,Vodica,"3101","2","71102",2017/02/01 01:00:00+01,POINT(488961.4375 4916752.074899999)
SRBRGI3100663,Видовац,Vidovac,"3103","2","70033",2017/02/01 01:00:00+01,POINT(457372.2410000004 4916760.5416)
SRBRGI3100664,Кисела вода,Kisela voda,"3101","2","70165",2017/02/01 01:00:00+01,POINT(452203.0661000004 4914649.9561)
SRBRGI3100665,Кисела вода,Kisela voda,"3103","2","70360",2017/02/01 01:00:00+01,POINT(399928.96779999975 4915293.6887)
SRBRGI3100666,Турско кладенче,Tursko kladenče,"3101","2","70351",2020/07/17 08:51:09+02,POINT(573929.9159000004 4688031.815199999)
SRBRGI3100667,Студено кладенче,Studeno kladenče,"3101","2","71161",2017/02/01 01:00:00+01,POINT(578315.7770999996 4689339.3794)
SRBRGI3100668,Голуби,Golubi,"3101","2","71161",2017/02/01 01:00:00+01,POINT(580686.4581000004 4688473.6404)
SRBRGI3100669,Лукинце,Lukince,"3101","2","71161",2017/02/01 01:00:00+01,POINT(581308.2302000001 4688537.1405)
SRBRGI3100670,Студена вода,Studena voda,"3101","4","71161",2020/07/17 08:51:09+02,POINT(583899.3693000004 4687943.3714000005)
SRBRGI3100671,Кадријина чесма,Kadrijina česma,"3106","2","70351",2017/02/01 01:00:00+01,POINT(573389.5394000001 4694595.035599999)
SRBRGI3100672,Купусарник,Kupusarnik,"3101","2","70432",2020/07/17 08:51:09+02,POINT(589399.6675000004 4698603.056700001)
SRBRGI3100673,Ћурковачка чесма,Ćurkovačka česma,"3106","2","70432",2017/02/01 01:00:00+01,POINT(583900.0511999996 4700068.672800001)
SRBRGI3100674,Коњарник,Konjarnik,"3101","2","70432",2017/02/01 01:00:00+01,POINT(583804.801 4699407.213099999)
SRBRGI3100675,Лијач,Lijač,"3101","2","70432",2020/07/16 13:40:35+02,POINT(584541.4682999998 4699083.4494)
SRBRGI3100676,Суви дол,Suvi dol,"3101","2","70432",2017/02/01 01:00:00+01,POINT(569009.5727000004 4704178.930299999)
SRBRGI3100677,Китка,Kitka,"3101","2","70432",2017/02/01 01:00:00+01,POINT(584581.5346999997 4701776.984200001)
SRBRGI3100678,Кривић,Krivić,"3101","2","70432",2020/07/17 08:51:09+02,POINT(582072.8658999996 4703271.0748)
SRBRGI3100679,Студена вода,Studena voda,"3101","2","70432",2017/02/01 01:00:00+01,POINT(590482.2594999997 4702082.431600001)
SRBRGI3100680,Златин кладенац,Zlatin kladenac,"3101","2","70432",2017/02/01 01:00:00+01,POINT(588816.2571 4704971.379799999)
SRBRGI3100681,Ђуркин кладенац,Đurkin kladenac,"3101","2","70432",2017/02/01 01:00:00+01,POINT(581377.4916000003 4706201.038899999)
SRBRGI3100682,Сулејманова чесма,Sulejmanova česma,"3106","2","70432",2017/02/01 01:00:00+01,POINT(562899.7894000001 4710420.349099999)
SRBRGI3100683,Врли кладенац,Vrli kladenac,"3101","2","71358",2017/02/01 01:00:00+01,POINT(582832.5685999999 4707897.9355)
SRBRGI3100684,Студенац,Studenac,"3101","2","71358",2017/02/01 01:00:00+01,POINT(586660.4118999997 4709785.5156)
SRBRGI3100685,Јевремов бунар,Jevremov bunar,"3103","2","70432",2017/02/01 01:00:00+01,POINT(574115.2414999995 4713159.1371)
SRBRGI3100686,Кадрибегова чесма,Kadribegova česma,"3106","2","70432",2017/02/01 01:00:00+01,POINT(567105.3323999997 4713416.125600001)
SRBRGI3100687,Јованови вирови,Jovanovi virovi,"3101","2","70432",2017/02/01 01:00:00+01,POINT(567719.1670000004 4712669.9991)
SRBRGI3101264,Кремен,Kremen,"3101","2","71234",2020/07/17 09:55:15+02,POINT(397031.7006999999 4848305.985099999)
SRBRGI3100688,Јованови вирови,Jovanovi virovi,"3101","2","70432",2017/02/01 01:00:00+01,POINT(567851.4589 4712937.228800001)
SRBRGI3100689,Јованови вирови,Jovanovi virovi,"3101","2","70432",2020/07/17 08:52:35+02,POINT(567949.3269999996 4712701.2588)
SRBRGI3100690,Добра вода,Dobra voda,"3101","2","70432",2017/02/01 01:00:00+01,POINT(571760.8936999999 4714361.376599999)
SRBRGI3100691,Ћумка,Ćumka,"3101","2","70432",2017/02/01 01:00:00+01,POINT(572212.6541999998 4714646.127699999)
SRBRGI3100692,Караулска чесма,Karaulska česma,"3106","2","70432",2017/02/01 01:00:00+01,POINT(573674.7078999998 4715275.593599999)
SRBRGI3100693,Горњи извор,Gornji izvor,"3101","2","70335",2020/07/16 13:40:35+02,POINT(607098.3943999996 4716761.000700001)
SRBRGI3100694,Прека вода,Preka voda,"3101","2","70432",2017/02/01 01:00:00+01,POINT(575001.0166999996 4719277.307600001)
SRBRGI3100695,Идризов кладенац,Idrizov kladenac,"3101","2","70351",2017/02/01 01:00:00+01,POINT(562303.9967999998 4718374.649700001)
SRBRGI3100696,Мирков кладенац,Mirkov kladenac,"3101","2","70432",2017/02/01 01:00:00+01,POINT(563885.1794999996 4723829.1866999995)
SRBRGI3100697,Бела вода,Bela voda,"3101","2","70432",2017/02/01 01:00:00+01,POINT(574448.9046 4722147.052100001)
SRBRGI3100698,Леденик,Ledenik,"3101","2","70416",2017/02/01 01:00:00+01,POINT(575722.0821000002 4722113.714500001)
SRBRGI3100699,Бела вода,Bela voda,"3101","2","70416",2017/02/01 01:00:00+01,POINT(576186.2742999997 4722387.8078000005)
SRBRGI3100700,Црнотравац,Crnotravac,"3101","2","70416",2020/07/17 08:52:35+02,POINT(582046.8192999996 4724116.7578)
SRBRGI3100701,Либука,Libuka,"3101","2","70432",2020/07/17 08:52:35+02,POINT(574954.5256000003 4725983.149700001)
SRBRGI3100702,Добра вода,Dobra voda,"3101","2","70432",2017/02/01 01:00:00+01,POINT(574852.0667000003 4724022.2991)
SRBRGI3100703,Цветков кладенац,Cvetkov kladenac,"3101","2","70432",2017/02/01 01:00:00+01,POINT(565495.4407000002 4724590.2476)
SRBRGI3100704,Каменити кладенац,Kameniti kladenac,"3101","2","70432",2020/07/17 08:52:35+02,POINT(565646.9965000004 4728890.967)
SRBRGI3100705,Стари кладенац,Stari kladenac,"3101","2","70432",2020/07/17 08:52:35+02,POINT(566153.2123999996 4728133.24)
SRBRGI3100706,Смрдан,Smrdan,"3101","2","70432",2020/07/17 08:52:35+02,POINT(574753.0840999996 4729891.6073)
SRBRGI3100707,Стојин кладенац,Stojin kladenac,"3101","2","70432",2020/07/17 08:52:35+02,POINT(574299.3158999998 4728425.1559)
SRBRGI3100708,Влашки кладенац,Vlaški kladenac,"3101","2","70432",2017/02/01 01:00:00+01,POINT(574901.7895 4727829.9593)
SRBRGI3100709,Змијевац,Zmijevac,"3101","2","70432",2020/07/17 08:52:35+02,POINT(574702.7313000001 4729610.200200001)
SRBRGI3100710,Трубња,Trubnja,"3101","2","71137",2017/02/01 01:00:00+01,POINT(607722.1594000002 4730921.0131)
SRBRGI3100711,Соколица,Sokolica,"3101","2","70416",2017/02/01 01:00:00+01,POINT(589767.5528999995 4733472.2414)
SRBRGI3100712,Недељков кладенац,Nedeljkov kladenac,"3101","2","70416",2017/02/01 01:00:00+01,POINT(590163.3704000004 4732803.373400001)
SRBRGI3100713,Лескова вода,Leskova voda,"3101","2","70416",2017/02/01 01:00:00+01,POINT(579189.1715000002 4732905.1603999995)
