geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,geometry
SRBRGI3100001,Бела вода,Bela voda,"3101","4","70050",2017/02/01 01:00:00+01,POINT(602355.8574999999 4768881.1513)
SRBRGI3100002,Јовин кладенац,Jovin kladenac,"3101","4","70726",2020/07/16 13:14:52+02,POINT(588980.0687999995 4772783.7914)
SRBRGI3100003,Студени кладенац,Studeni kladenac,"3101","4","70726",2017/02/01 01:00:00+01,POINT(588209.2198000001 4773461.759400001)
SRBRGI3100004,Добра вода,Dobra voda,"3101","4","70726",2020/07/16 13:14:52+02,POINT(585903.4944000002 4775809.210000001)
SRBRGI3100005,Орлов кладенац,Orlov kladenac,"3101","4","70726",2017/02/01 01:00:00+01,POINT(584054.0625999998 4775843.543500001)
SRBRGI3100006,Хајдучки кладенац,Hajdučki kladenac,"3101","4","70467",2017/02/01 01:00:00+01,POINT(587743.1552999998 4774866.3029)
SRBRGI3100007,Црвена вода,Crvena voda,"3101","4","70688",2020/07/16 13:14:52+02,POINT(504266.50490000006 4773418.0723)
SRBRGI3100008,Водице,Vodice,"3101","4","70874",2017/02/01 01:00:00+01,POINT(471008.49069999997 4771091.4849)
SRBRGI3100009,Хајдучка вода,Hajdučka voda,"3101","4","90158",2017/02/01 01:00:00+01,POINT(476219.73429999966 4773865.382099999)
SRBRGI3100010,Чесма Меденовац,Česma Medenovac,"3106","4","70874",2017/02/01 01:00:00+01,POINT(470405.2394000003 4769841.5908)
SRBRGI3100011,Врело,Vrelo,"3101","4","70874",2017/02/01 01:00:00+01,POINT(458536.43730000034 4769547.142000001)
SRBRGI3100012,Буђавка,Buđavka,"3101","4","70874",2017/02/01 01:00:00+01,POINT(457867.7566999998 4774293.434800001)
SRBRGI3100013,Близнац,Bliznac,"3101","4","70874",2017/02/01 01:00:00+01,POINT(453938.06900000013 4772817.1008)
SRBRGI3100014,Ограђеница,Ograđenica,"3101","4","71188",2017/02/01 01:00:00+01,POINT(445588.86060000025 4768937.7722)
SRBRGI3100015,Барјактаревско врело,Barjaktarevsko vrelo,"3101","4","71188",2020/07/16 13:14:52+02,POINT(433862.36899999995 4768215.224400001)
SRBRGI3100016,Чукотско врело,Čukotsko vrelo,"3101","4","71188",2020/07/17 08:31:53+02,POINT(441070.2385 4769608.1711)
SRBRGI3100017,Турково врело,Turkovo vrelo,"3101","4","71188",2017/02/01 01:00:00+01,POINT(436490.3507000003 4773383.3104)
SRBRGI3100018,Алтунин бунар,Altunin bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(426287.99700000044 4769018.7349)
SRBRGI3100019,Ђурђевица,Đurđevica,"3101","4","71188",2017/02/01 01:00:00+01,POINT(430669.50569999963 4772426.0459)
SRBRGI3100020,Тузињски бунари,Tuzinjski bunari,"3103","4","71072",2017/02/01 01:00:00+01,POINT(427719.92480000015 4772789.055)
SRBRGI3100021,Тузињски бунари,Tuzinjski bunari,"3103","4","71072",2017/02/01 01:00:00+01,POINT(427740.0332000004 4772693.8048)
SRBRGI3100022,Вејселов бунар,Vejselov bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(422471.1102 4768219.427100001)
SRBRGI3100023,Рамћевића бунар,Ramćevića bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(420007.83440000005 4774601.454399999)
SRBRGI3100024,Кочин бунар,Kočin bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(417987.4720999999 4773163.1766)
SRBRGI3100025,Омеров бунар,Omerov bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(419032.57830000017 4773157.2234000005)
SRBRGI3100026,Штедимски бунар,Štedimski bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(418855.30709999986 4768603.735099999)
SRBRGI3100027,Савина вода,Savina voda,"3101","4","71072",2020/07/16 13:14:52+02,POINT(408469.97780000046 4775513.353800001)
SRBRGI3100028,Добра вода,Dobra voda,"3101","4","70980",2017/02/01 01:00:00+01,POINT(398696.6626000004 4779990.7631)
SRBRGI3100029,Савина вода,Savina voda,"3101","4","70980",2017/02/01 01:00:00+01,POINT(401297.5220999997 4783309.967700001)
SRBRGI3100030,Османова вода,Osmanova voda,"3101","4","71072",2020/07/17 08:31:53+02,POINT(409535.6297000004 4785294.2338)
SRBRGI3100031,Царева вода,Careva voda,"3101","4","71072",2020/07/17 08:31:53+02,POINT(409026.00009999983 4785138.2031)
SRBRGI3100032,Црни бунар,Crni bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(413314.9210999999 4776778.7151)
SRBRGI3100033,Баждарица,Baždarica,"3101","4","71072",2017/02/01 01:00:00+01,POINT(402767.5499999998 4777919.336100001)
SRBRGI3100034,Јелина вода,Jelina voda,"3101","4","71072",2017/02/01 01:00:00+01,POINT(402351.62409999967 4777244.911800001)
SRBRGI3100035,Добра вода,Dobra voda,"3101","4","71072",2017/02/01 01:00:00+01,POINT(420703.1607999997 4782085.209000001)
SRBRGI3100036,Врела,Vrela,"3101","4","71072",2020/07/17 08:31:53+02,POINT(437169.68659999967 4785599.0129)
SRBRGI3100037,Врело,Vrelo,"3101","4","70874",2017/02/01 01:00:00+01,POINT(445151.7681 4783588.309900001)
SRBRGI3100038,Бела вода,Bela voda,"3101","4","70874",2017/02/01 01:00:00+01,POINT(446193.69930000044 4782829.4835)
SRBRGI3100039,Студенац,Studenac,"3101","4","70874",2017/02/01 01:00:00+01,POINT(449346.48060000036 4777773.8149)
SRBRGI3100040,Буковик,Bukovik,"3101","4","70874",2020/07/16 13:14:52+02,POINT(449547.0444 4777077.442)
SRBRGI3100041,Добра вода,Dobra voda,"3101","4","70874",2017/02/01 01:00:00+01,POINT(453033.19209999964 4777451.022600001)
SRBRGI3100042,Камен-вода,Kamen-voda,"3101","4","70874",2017/02/01 01:00:00+01,POINT(451820.8689000001 4784222.252900001)
SRBRGI3100043,Хајдучка вода,Hajdučka voda,"3101","4","70874",2017/02/01 01:00:00+01,POINT(450738.95239999983 4779004.934599999)
SRBRGI3100044,Бубовка,Bubovka,"3101","4","70874",2017/02/01 01:00:00+01,POINT(458371.7006999999 4779051.4023)
SRBRGI3100045,Суљин вир,Suljin vir,"3101","4","70688",2020/07/16 13:14:52+02,POINT(507537.66750000045 4776847.1581)
SRBRGI3100046,Близанци,Blizanci,"3101","4","70688",2020/07/16 13:14:52+02,POINT(510044.8345999997 4776911.249299999)
SRBRGI3100047,Хајдучка вода,Hajdučka voda,"3101","4","70998",2017/02/01 01:00:00+01,POINT(543258.6704000002 4781246.213500001)
SRBRGI3100048,Велике букве,Velike bukve,"3101","4","70998",2017/02/01 01:00:00+01,POINT(544645.0899999999 4782727.354)
SRBRGI3100049,Хајдучки кладенац,Hajdučki kladenac,"3101","4","70548",2017/02/01 01:00:00+01,POINT(553647.8205000004 4778031.7842999995)
SRBRGI3100050,Хајдучки кладенац,Hajdučki kladenac,"3101","4","70513",2017/02/01 01:00:00+01,POINT(569077.9544000002 4785407.8531)
SRBRGI3100051,Хајдучки кладенац,Hajdučki kladenac,"3101","4","70467",2020/07/16 13:14:52+02,POINT(575700.8671000004 4785725.7195999995)
SRBRGI3100052,Питома врела,Pitoma vrela,"3101","4","71072",2017/02/01 01:00:00+01,POINT(431450.1604000004 4794270.3542)
SRBRGI3100053,Врело Вапе,Vrelo Vape,"3101","5","71072",2017/02/01 01:00:00+01,POINT(426966.0970999999 4787528.5178)
SRBRGI3100054,Врело Вапе,Vrelo Vape,"3101","5","71072",2017/02/01 01:00:00+01,POINT(426925.3847000003 4787496.852600001)
SRBRGI3100055,Врновица,Vrnovica,"3101","4","70467",2017/02/01 01:00:00+01,POINT(585741.5784 4778119.8906)
SRBRGI3100056,Леденац,Ledenac,"3101","4","70467",2017/02/01 01:00:00+01,POINT(585214.7918999996 4777702.9065000005)
SRBRGI3100057,Зеленика,Zelenika,"3101","4","70726",2017/02/01 01:00:00+01,POINT(584637.7345000003 4777140.930299999)
SRBRGI3100058,Влајин кладенац,Vlajin kladenac,"3101","4","70084",2017/02/01 01:00:00+01,POINT(607302.5173000004 4776618.1127)
SRBRGI3100059,Врело,Vrelo,"3101","4","70084",2017/02/01 01:00:00+01,POINT(600109.0111999996 4780216.9823)
SRBRGI3100060,Стубол,Stubol,"3101","4","70939",2017/02/01 01:00:00+01,POINT(616321.3344999999 4781453.3562)
SRBRGI3100061,Вински кладенац,Vinski kladenac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(623110.0800999999 4783621.3828)
SRBRGI3100062,Братишевац,Bratiševac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(620352.5872 4782547.7016)
SRBRGI3100063,Руговац,Rugovac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(632615.5199999996 4780243.4407)
SRBRGI3100064,Вирове,Virove,"3101","4","70939",2017/02/01 01:00:00+01,POINT(636602.5343000004 4785494.9012)
SRBRGI3100065,Грља,Grlja,"3101","4","70939",2020/07/16 13:14:52+02,POINT(636378.4846999999 4782418.820800001)
SRBRGI3100066,Шопка,Šopka,"3101","4","70939",2017/02/01 01:00:00+01,POINT(634397.2278000005 4783340.3949)
SRBRGI3100067,Науши,Nauši,"3101","4","70939",2017/02/01 01:00:00+01,POINT(633693.4347000001 4783288.801000001)
SRBRGI3100068,Стаменова чесма,Stamenova česma,"3106","4","70939",2017/02/01 01:00:00+01,POINT(635663.2615999999 4780560.941299999)
SRBRGI3100069,Корито,Korito,"3101","4","70939",2017/02/01 01:00:00+01,POINT(637799.7762000002 4780082.5737)
SRBRGI3100070,Студена бара,Studena bara,"3101","4","70939",2020/07/16 13:14:52+02,POINT(650516.8333999999 4785900.1798)
SRBRGI3100071,Птичја вода,Ptičja voda,"3101","4","70939",2017/02/01 01:00:00+01,POINT(650262.9992000004 4785266.565300001)
SRBRGI3100072,Студенац,Studenac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(650064.6402000003 4781955.769400001)
SRBRGI3100073,Бела вода,Bela voda,"3101","4","70939",2017/02/01 01:00:00+01,POINT(649737.0192999998 4780245.2831)
SRBRGI3100074,Шумски кладенац,Šumski kladenac,"3101","4","70939",2020/07/16 13:14:52+02,POINT(643576.1390000004 4783882.6953)
SRBRGI3100075,Пућос,Pućos,"3103","4","70505",2017/02/01 01:00:00+01,POINT(644672.8721000003 4778427.006200001)
SRBRGI3100076,Вија вода,Vija voda,"3101","4","70505",2017/02/01 01:00:00+01,POINT(646170.5729999999 4777290.2184999995)
SRBRGI3100077,Слепи кладенац,Slepi kladenac,"3101","4","70505",2017/02/01 01:00:00+01,POINT(650701.4145 4777013.6656)
SRBRGI3100078,Грлин кладенац,Grlin kladenac,"3101","4","70505",2017/02/01 01:00:00+01,POINT(661391.1316999998 4781366.8638)
SRBRGI3100079,Крстелез,Krstelez,"3101","4","70939",2017/02/01 01:00:00+01,POINT(648060.6031 4788231.7567)
SRBRGI3100080,Мишоњин кладенац,Mišonjin kladenac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(648354.8202999998 4786482.8573)
SRBRGI3100081,Лелча извор,Lelča izvor,"3101","4","70939",2017/02/01 01:00:00+01,POINT(642173.3475000001 4788036.758400001)
SRBRGI3100082,Арбанашки кладенац,Arbanaški kladenac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(640723.8247999996 4794788.012499999)
SRBRGI3100083,Бислава,Bislava,"3101","4","70939",2017/02/01 01:00:00+01,POINT(641615.6047 4792280.4189)
SRBRGI3100084,Забреџ,Zabredž,"3101","4","70939",2020/07/16 13:14:52+02,POINT(639403.9073000001 4792610.160599999)
SRBRGI3100085,Балика,Balika,"3101","4","70939",2017/02/01 01:00:00+01,POINT(634600.9572999999 4787679.5702)
SRBRGI3100086,Суизвор,Suizvor,"3101","4","70939",2017/02/01 01:00:00+01,POINT(635541.0237999996 4787411.546800001)
SRBRGI3100087,Бела водица,Bela vodica,"3101","4","70939",2017/02/01 01:00:00+01,POINT(636561.5237999996 4789144.0419)
SRBRGI3100088,Корита,Korita,"3101","4","70939",2020/07/16 13:14:52+02,POINT(629811.4162999997 4789343.855900001)
SRBRGI3100089,Богданац,Bogdanac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(631963.0562000005 4791844.120200001)
SRBRGI3100090,Ненчин кладенац,Nenčin kladenac,"3101","4","70939",2020/07/16 13:14:52+02,POINT(635135.5417999998 4794718.714400001)
SRBRGI3100091,Српски кладенац,Srpski kladenac,"3101","4","70939",2017/02/01 01:00:00+01,POINT(628860.2812999999 4787354.925799999)
SRBRGI3100092,Капак,Kapak,"3101","4","71285",2017/02/01 01:00:00+01,POINT(592412.3990000002 4795208.568499999)
SRBRGI3100093,Петков кладенац,Petkov kladenac,"3101","4","71285",2017/02/01 01:00:00+01,POINT(588588.7653000001 4793984.339)
SRBRGI3100094,Топлик,Toplik,"3101","4","70084",2017/02/01 01:00:00+01,POINT(594859.4028000003 4789665.2721)
SRBRGI3100095,Бела вода,Bela voda,"3101","4","70467",2020/07/16 13:14:52+02,POINT(579038.0870000003 4787619.069800001)
SRBRGI3100096,Лисичја рупа,Lisičja rupa,"3101","4","70343",2017/02/01 01:00:00+01,POINT(511201.95430000033 4792842.395)
SRBRGI3100097,Хајдучка вода,Hajdučka voda,"3101","4","70688",2017/02/01 01:00:00+01,POINT(511460.9819 4789814.7619)
SRBRGI3100098,Широка вода,Široka voda,"3101","4","70343",2020/07/16 13:14:52+02,POINT(504450.7673000004 4791195.2468)
SRBRGI3100099,Вирови,Virovi,"3101","4","70343",2017/02/01 01:00:00+01,POINT(508096.0044 4794996.1077)
SRBRGI3100100,Кижевица,Kiževica,"3101","4","70343",2017/02/01 01:00:00+01,POINT(506222.7285000002 4793448.7772)
SRBRGI3100101,Стара вода,Stara voda,"3101","4","70343",2017/02/01 01:00:00+01,POINT(501343.2949999999 4795415.5614)
SRBRGI3100102,Грозничевац ,Grozničevac,"3101","4","70343",2017/02/01 01:00:00+01,POINT(495494.6687000003 4795546.9713)
SRBRGI3100103,Студенац,Studenac,"3101","4","71021",2017/02/01 01:00:00+01,POINT(475763.6579 4792470.522500001)
SRBRGI3100104,Буче,Buče,"3101","4","71021",2017/02/01 01:00:00+01,POINT(471676.56489999965 4793820.9585)
SRBRGI3100105,Врела,Vrela,"3101","4","71021",2017/02/01 01:00:00+01,POINT(477836.60639999993 4795675.5591)
SRBRGI3100106,Добра вода,Dobra voda,"3101","4","71021",2017/02/01 01:00:00+01,POINT(463266.5022 4791809.4597)
SRBRGI3100107,Велика чесма,Velika česma,"3106","4","70874",2017/02/01 01:00:00+01,POINT(457118.1024000002 4787712.643100001)
SRBRGI3100108,Девојачка вода,Devojačka voda,"3101","4","71021",2020/07/16 13:14:52+02,POINT(450502.34509999957 4794909.671700001)
SRBRGI3100109,Точак,Točak,"3101","4","70874",2017/02/01 01:00:00+01,POINT(452995.8858000003 4789951.5518)
SRBRGI3100110,Илијинац,Ilijinac,"3101","4","70874",2017/02/01 01:00:00+01,POINT(449522.95799999963 4791664.203)
SRBRGI3100111,Смрданац,Smrdanac,"3101","4","70874",2020/07/16 13:14:52+02,POINT(449179.17229999974 4790118.268300001)
SRBRGI3100112,Старац,Starac,"3101","4","70874",2020/07/16 13:14:52+02,POINT(447283.2424999997 4791693.636700001)
SRBRGI3100113,Врела,Vrela,"3101","4","70874",2020/07/16 13:14:52+02,POINT(445587.8985000001 4791682.926999999)
SRBRGI3100114,Цикотина вода,Cikotina voda,"3101","4","70564",2020/07/16 13:14:52+02,POINT(446833.8049999997 4793529.931399999)
SRBRGI3100115,Хајдучка вода,Hajdučka voda,"3101","4","70564",2017/02/01 01:00:00+01,POINT(444290.1507000001 4795948.345000001)
SRBRGI3100116,Водице,Vodice,"3101","4","71072",2017/02/01 01:00:00+01,POINT(410735.7575000003 4788883.691299999)
SRBRGI3100117,Бели бунар,Beli bunar,"3103","4","71072",2017/02/01 01:00:00+01,POINT(411086.33110000007 4788621.224099999)
SRBRGI3100118,Змајевац,Zmajevac,"3101","4","71072",2017/02/01 01:00:00+01,POINT(406339.16750000045 4787857.6351)
SRBRGI3100119,Бршљан,Bršljan,"3101","4","70980",2017/02/01 01:00:00+01,POINT(387027.1913999999 4804802.114800001)
SRBRGI3100120,Старачка вода,Staračka voda,"3101","4","70980",2017/02/01 01:00:00+01,POINT(392100.3223000001 4797301.1623)
SRBRGI3100121,Попова вода,Popova voda,"3101","4","70980",2017/02/01 01:00:00+01,POINT(386825.5784999998 4800673.019099999)
SRBRGI3100122,Разбојиште,Razbojište,"3101","4","70980",2017/02/01 01:00:00+01,POINT(402859.8897000002 4806543.0767)
SRBRGI3100123,Кумријина чесма,Kumrijina česma,"3106","4","70980",2017/02/01 01:00:00+01,POINT(399750.50019999966 4798458.9813)
SRBRGI3100124,Горопеч,Goropeč,"3101","4","70980",2017/02/01 01:00:00+01,POINT(403554.4223999996 4802030.5989)
SRBRGI3100125,Тубића вода,Tubića voda,"3101","4","70980",2017/02/01 01:00:00+01,POINT(398790.32540000044 4804443.3390999995)
SRBRGI3100126,Данковица,Dankovica,"3101","4","70866",2017/02/01 01:00:00+01,POINT(413649.8842000002 4806944.4504)
SRBRGI3100127,Врело,Vrelo,"3101","4","70866",2020/07/16 13:14:52+02,POINT(409777.3186999997 4802590.725299999)
SRBRGI3100128,Врело,Vrelo,"3101","4","70866",2017/02/01 01:00:00+01,POINT(409199.31900000013 4804675.114499999)
SRBRGI3100129,Хајдучка вода,Hajdučka voda,"3101","4","70866",2017/02/01 01:00:00+01,POINT(404868.74260000046 4804924.4849)
SRBRGI3100130,Змијинац,Zmijinac,"3101","4","71072",2017/02/01 01:00:00+01,POINT(417414.3833999997 4805152.423900001)
SRBRGI3100131,Студени извор,Studeni izvor,"3101","4","71072",2017/02/01 01:00:00+01,POINT(425840.32100000046 4800768.269200001)
SRBRGI3100132,Рзави,Rzavi,"3101","4","70564",2020/07/16 13:14:52+02,POINT(442476.4623999996 4797258.6853)
SRBRGI3100133,Радова вода,Radova voda,"3101","4","70653",2017/02/01 01:00:00+01,POINT(456804.3058000002 4805035.4778)
SRBRGI3100134,Љубивода,Ljubivoda,"3101","4","70564",2020/07/16 13:14:52+02,POINT(453930.4545999998 4800831.2695)
SRBRGI3100135,Кнежев гроб,Knežev grob,"3101","4","71021",2017/02/01 01:00:00+01,POINT(455521.07409999985 4800413.727)
SRBRGI3100136,Милошева вода,Miloševa voda,"3101","4","71021",2020/07/16 13:14:52+02,POINT(454232.0778000001 4799640.5397)
SRBRGI3100137,Велика вода,Velika voda,"3101","4","71021",2017/02/01 01:00:00+01,POINT(459929.30590000004 4804102.2906)
SRBRGI3100138,Грађевац,Građevac,"3101","4","71021",2020/07/16 13:14:52+02,POINT(466826.4605999999 4803531.112600001)
SRBRGI3100139,Црно врело,Crno vrelo,"3101","4","70343",2017/02/01 01:00:00+01,POINT(490590.0776000004 4800470.877)
SRBRGI3100140,Бела вода,Bela voda,"3101","4","71021",2017/02/01 01:00:00+01,POINT(487869.07519999985 4799216.6282)
SRBRGI3100141,Сига,Siga,"3101","4","70343",2017/02/01 01:00:00+01,POINT(494194.23900000006 4806036.398600001)
SRBRGI3100142,Виле воде,Vile vode,"3101","4","70343",2017/02/01 01:00:00+01,POINT(500991.3985000001 4799189.2327)
SRBRGI3100143,Метође,Metođe,"3101","4","70343",2020/07/16 13:14:52+02,POINT(501437.60529999994 4798333.728399999)
SRBRGI3100144,Кочинско корито,Kočinsko korito,"3101","4","70343",2020/07/17 08:37:59+02,POINT(495706.32579999976 4799885.7662)
SRBRGI3100145,Баџан,Badžan,"3101","4","70670",2017/02/01 01:00:00+01,POINT(516582.26719999965 4805185.2322)
SRBRGI3100146,Калабина чесма,Kalabina česma,"3106","4","70343",2017/02/01 01:00:00+01,POINT(510912.76410000026 4800365.572699999)
SRBRGI3100147,Стара вода,Stara voda,"3101","4","70262",2020/07/16 13:14:52+02,POINT(518655.1601 4802777.1029)
SRBRGI3100148,Јаћимова вода,Jaćimova voda,"3101","4","70262",2017/02/01 01:00:00+01,POINT(524389.6076999996 4801226.5285)
SRBRGI3100149,Добра вода,Dobra voda,"3101","4","70262",2020/07/16 13:14:52+02,POINT(527399.4094000002 4804869.186000001)
SRBRGI3100150,Конина вода,Konina voda,"3101","4","70262",2017/02/01 01:00:00+01,POINT(529241.1497 4803079.8061999995)
SRBRGI3100151,Симина вода,Simina voda,"3101","4","70262",2020/07/16 13:14:52+02,POINT(531323.3097000001 4801889.4486)
SRBRGI3100152,Бела вода,Bela voda,"3101","4","70998",2017/02/01 01:00:00+01,POINT(533237.5566999996 4801683.7293)
SRBRGI3100153,Мајорова чесма,Majorova česma,"3106","4","70670",2017/02/01 01:00:00+01,POINT(532041.3731000004 4805100.565400001)
SRBRGI3100154,Симеонов кладенац,Simeonov kladenac,"3101","4","70025",2020/07/17 07:58:40+02,POINT(543142.6323999995 4804431.698899999)
SRBRGI3100155,Добра вода,Dobra voda,"3101","4","70998",2020/07/16 13:14:52+02,POINT(543610.7165999999 4800974.835999999)
SRBRGI3100156,Велики бунар,Veliki bunar,"3103","4","80144",2017/02/01 01:00:00+01,POINT(477298.8273 5039390.4156)
SRBRGI3100157,Врела,Vrela,"3101","5","70670",2020/07/16 13:14:52+02,POINT(525997.3413000004 4805130.070900001)
SRBRGI3100158,Бојанине воде,Bojanine vode,"3101","5","71285",2020/07/16 13:14:52+02,POINT(590352.9337999998 4786077.4857)
SRBRGI3100159,Ракош чесма,Rakoš česma,"3106","5","70084",2017/02/01 01:00:00+01,POINT(603760.1363000004 4778129.944800001)
SRBRGI3100160,Врело Вапе,Vrelo Vape,"3101","5","71072",2017/02/01 01:00:00+01,POINT(426933.8663999997 4787527.3869)
SRBRGI3100161,Илинска врела,Ilinska vrela,"3101","4","70963",2017/02/01 01:00:00+01,POINT(549356.7993999999 4688554.8135)
SRBRGI3100162,Вирови,Virovi,"3101","4","71161",2020/07/16 13:14:52+02,POINT(582672.1770000001 4687528.4407)
SRBRGI3100163,Беле воде,Bele vode,"3101","4","70335",2020/07/16 13:14:52+02,POINT(608488.1524999999 4692233.9767)
SRBRGI3100164,Каменита чесма,Kamenita česma,"3106","2","71161",2017/02/01 01:00:00+01,POINT(583309.1460999995 4687914.2508000005)
SRBRGI3100165,Јечмиште,Ječmište,"3101","4","71161",2017/02/01 01:00:00+01,POINT(591976.2324999999 4697022.290899999)
SRBRGI3100166,Јаки извори,Jaki izvori,"3101","4","70432",2020/07/17 08:37:59+02,POINT(590386.5839 4697060.8982)
SRBRGI3100167,Големи кладенац,Golemi kladenac,"3101","4","70432",2017/02/01 01:00:00+01,POINT(585402.6464999998 4698750.023499999)
SRBRGI3100168,Карајача чесма,Karajača česma,"3106","4","90042",2017/02/01 01:00:00+01,POINT(535138.3272000002 4693450.4087000005)
SRBRGI3100169,Бресја извори,Bresja izvori,"3101","4","90018",2017/02/01 01:00:00+01,POINT(532665.5263999999 4694681.7820999995)
SRBRGI3100170,Кисела вода,Kisela voda,"3101","4","90018",2017/02/01 01:00:00+01,POINT(529769.2592000002 4693243.3719)
SRBRGI3100171,Кисела вода,Kisela voda,"3101","4","90018",2020/07/16 13:14:52+02,POINT(528787.3962000003 4696068.4465)
SRBRGI3100172,Свинтула чесма,Svintula česma,"3106","4","90018",2017/02/01 01:00:00+01,POINT(528018.3754000003 4697450.2553)
SRBRGI3100173,Нунушка,Nunuška,"3101","4","70432",2017/02/01 01:00:00+01,POINT(583733.3869000003 4700530.9376)
SRBRGI3100174,Осојница,Osojnica,"3101","4","70432",2017/02/01 01:00:00+01,POINT(584880.3579000002 4699684.269099999)
SRBRGI3100175,Живков кладенац,Živkov kladenac,"3101","4","70432",2017/02/01 01:00:00+01,POINT(588292.6960000005 4700354.460100001)
SRBRGI3100176,Сува чесма,Suva česma,"3106","4","71161",2017/02/01 01:00:00+01,POINT(591851.8781000003 4701007.453)
SRBRGI3100177,Рамњак,Ramnjak,"3101","4","70432",2020/07/16 13:14:52+02,POINT(590869.4434000002 4699725.3331)
SRBRGI3100178,Водно осоје,Vodno osoje,"3101","4","70432",2017/02/01 01:00:00+01,POINT(589611.1173999999 4702480.6559999995)
SRBRGI3100179,Севда,Sevda,"3101","4","70432",2017/02/01 01:00:00+01,POINT(590571.5568000004 4703174.1303)
SRBRGI3100180,Шупчи извор,Šupči izvor,"3101","4","70335",2017/02/01 01:00:00+01,POINT(613608.2122 4709865.4562)
SRBRGI3100181,Петров кладенац,Petrov kladenac,"3101","4","70335",2017/02/01 01:00:00+01,POINT(612369.2982999999 4708723.776799999)
SRBRGI3100182,Нанчинац,Nančinac,"3101","4","70335",2017/02/01 01:00:00+01,POINT(613219.1080999998 4707277.507200001)
SRBRGI3100183,Беле воде,Bele vode,"3101","4","70335",2017/02/01 01:00:00+01,POINT(609532.6946999999 4711183.3484000005)
SRBRGI3100184,Шопур,Šopur,"3101","4","70335",2020/07/17 07:58:40+02,POINT(607563.4117999999 4709918.1226)
SRBRGI3100185,Велики извор,Veliki izvor,"3101","4","70335",2017/02/01 01:00:00+01,POINT(603018.9046 4713629.161699999)
SRBRGI3100186,Војничка вода,Vojnička voda,"3101","4","70335",2020/07/16 13:14:52+02,POINT(602466.5445999997 4712643.6774)
SRBRGI3100187,Булина чесма,Bulina česma,"3106","4","70432",2017/02/01 01:00:00+01,POINT(583553.7344000004 4704049.3737)
SRBRGI3100188,Смаилка,Smailka,"3101","4","70432",2020/07/17 08:34:13+02,POINT(574372.9475999996 4706167.509199999)
SRBRGI3100189,Слатина,Slatina,"3101","4","70432",2020/07/17 08:34:13+02,POINT(572447.9469999997 4708066.536800001)
SRBRGI3100190,Ајдинова чесма,Ajdinova česma,"3106","4","70432",2017/02/01 01:00:00+01,POINT(565632.9402999999 4713500.7062)
SRBRGI3100191,Азирка,Azirka,"3101","4","70432",2020/07/16 13:14:52+02,POINT(565704.0921 4711451.1252999995)
SRBRGI3100192,Лазаров кладенац,Lazarov kladenac,"3101","4","70351",2017/02/01 01:00:00+01,POINT(567535.5628000004 4721495.2399)
SRBRGI3100193,Хајдучки кладенац,Hajdučki kladenac,"3101","4","70432",2017/02/01 01:00:00+01,POINT(568821.1756999996 4719372.7480999995)
SRBRGI3100194,Брестовац,Brestovac,"3101","4","70432",2020/07/17 07:58:40+02,POINT(575650.0678000003 4720338.738399999)
SRBRGI3100195,Ристин кладенац,Ristin kladenac,"3101","4","70432",2017/02/01 01:00:00+01,POINT(573718.6232000003 4721004.1723)
SRBRGI3100196,Мирков кладенац,Mirkov kladenac,"3101","4","70432",2017/02/01 01:00:00+01,POINT(574132.9614000004 4719186.0842)
SRBRGI3100197,Бела вода,Bela voda,"3101","4","70432",2020/07/16 13:14:52+02,POINT(574782.8650000002 4715741.326099999)
SRBRGI3100198,Ћорин кладенац,Ćorin kladenac,"3101","4","70432",2017/02/01 01:00:00+01,POINT(568940.2385999998 4722719.2048)
SRBRGI3100199,Муратов кладенац,Muratov kladenac,"3101","4","70432",2017/02/01 01:00:00+01,POINT(570435.6665000003 4723281.445499999)
SRBRGI3100200,Мечја глава,Mečja glava,"3101","4","70432",2017/02/01 01:00:00+01,POINT(579047.6065999996 4719756.923900001)
SRBRGI3100201,Марков кладенац,Markov kladenac,"3101","4","71358",2017/02/01 01:00:00+01,POINT(589608.7361000003 4716140.591700001)
SRBRGI3100202,Црни извор,Crni izvor,"3101","4","71137",2020/07/16 13:14:52+02,POINT(604236.1845000004 4719599.217700001)
SRBRGI3100203,Војнички извор,Vojnički izvor,"3101","4","71137",2020/07/16 13:14:52+02,POINT(606048.2882000003 4717344.266799999)
SRBRGI3100204,Станков кладенац,Stankov kladenac,"3101","4","70335",2020/07/17 08:34:13+02,POINT(604981.7518999996 4717987.026000001)
